Location,Date,Total_Confirmed,Total_Deaths,Daily_Confirmed,Daily_Deaths,daily_vaccinations,daily_vaccinations_per_million,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,gdppc
Afghanistan,2021-04-22,58312,2561,98,4,8000,206,0.62,0.0,507.1
Afghanistan,2021-04-21,58214,2557,177,8,8000,206,,0.0,507.1
Afghanistan,2021-04-20,58037,2549,139,3,8000,206,,0.0,507.1
Afghanistan,2021-04-19,57898,2546,105,7,8000,206,,0.0,507.1
Afghanistan,2021-04-18,57793,2539,72,0,8000,206,,0.0,507.1
Afghanistan,2021-04-17,57721,2539,109,4,8000,206,,0.0,507.1
Afghanistan,2021-04-16,57612,2535,78,2,8000,206,,0.0,507.1
Afghanistan,2021-04-15,57534,2533,42,1,8000,206,,0.0,507.1
Afghanistan,2021-04-14,57492,2532,128,3,8000,206,,0.0,507.1
Afghanistan,2021-04-13,57364,2529,122,0,7286,187,,0.0,507.1
Afghanistan,2021-04-12,57242,2529,82,8,6571,169,,0.0,507.1
Afghanistan,2021-04-11,57160,2521,16,0,5857,150,,0.0,507.1
Afghanistan,2021-04-10,57144,2521,125,0,5143,132,,0.0,507.1
Afghanistan,2021-04-09,57019,2521,76,5,4429,114,,0.0,507.1
Afghanistan,2021-04-08,56943,2516,70,4,3714,95,,0.0,507.1
Afghanistan,2021-04-07,56873,2512,94,0,3000,77,0.31,0.0,507.1
Afghanistan,2021-04-06,56779,2512,62,4,3000,77,,0.0,507.1
Afghanistan,2021-04-05,56717,2508,41,11,3000,77,,0.0,507.1
Afghanistan,2021-04-04,56676,2497,81,1,3000,77,,0.0,507.1
Afghanistan,2021-04-03,56595,2496,23,1,3000,77,,0.0,507.1
Afghanistan,2021-04-02,56572,2495,55,6,3000,77,,0.0,507.1
Afghanistan,2021-04-01,56517,2489,63,5,3000,77,,0.0,507.1
Afghanistan,2021-03-31,56454,2484,70,8,3000,77,,0.0,507.1
Afghanistan,2021-03-30,56384,2476,62,4,3000,77,,0.0,507.1
Afghanistan,2021-03-29,56322,2472,28,2,3000,77,,0.0,507.1
Afghanistan,2021-03-28,56294,2470,4,1,3000,77,,0.0,507.1
Afghanistan,2021-03-27,56290,2469,36,2,3000,77,,0.0,507.1
Afghanistan,2021-03-26,56254,2467,28,0,3000,77,,0.0,507.1
Afghanistan,2021-03-25,56226,2467,34,1,3000,77,,0.0,507.1
Afghanistan,2021-03-24,56192,2466,15,0,3000,77,,0.0,507.1
Afghanistan,2021-03-23,56177,2466,24,2,3000,77,,0.0,507.1
Afghanistan,2021-03-22,56153,2464,50,1,2980,77,,0.0,507.1
Afghanistan,2021-03-21,56103,2463,10,1,2961,76,,0.0,507.1
Afghanistan,2021-03-20,56093,2462,24,0,2941,76,,0.0,507.1
Afghanistan,2021-03-19,56069,2462,25,0,2921,75,,0.0,507.1
Afghanistan,2021-03-18,56044,2462,28,2,2902,75,,0.0,507.1
Afghanistan,2021-03-17,56016,2460,21,0,2882,74,,0.0,507.1
Afghanistan,2021-03-16,55995,2460,10,1,2862,74,0.14,0.0,507.1
Afghanistan,2021-03-15,55985,2459,0,2,2862,74,,0.0,507.1
Afghanistan,2021-03-14,55985,2457,26,3,2862,74,,0.0,507.1
Afghanistan,2021-03-13,55959,2454,0,0,2862,74,,0.0,507.1
Afghanistan,2021-03-12,55959,2454,42,3,2862,74,,0.0,507.1
Afghanistan,2021-03-11,55917,2451,23,0,2862,74,,0.0,507.1
Afghanistan,2021-03-10,55894,2451,18,0,2862,74,,0.0,507.1
Afghanistan,2021-03-09,55876,2451,0,0,2862,74,,0.0,507.1
Afghanistan,2021-03-08,55876,2451,29,2,2862,74,,0.0,507.1
Afghanistan,2021-03-07,55847,2449,7,0,2862,74,,0.0,507.1
Afghanistan,2021-03-06,55840,2449,13,0,2649,68,,0.0,507.1
Afghanistan,2021-03-05,55827,2449,52,3,2435,63,,0.0,507.1
Afghanistan,2021-03-04,55775,2446,5,0,2221,57,,0.0,507.1
Afghanistan,2021-03-03,55770,2446,11,0,2008,52,,0.0,507.1
Afghanistan,2021-03-02,55759,2446,26,2,1794,46,,0.0,507.1
Afghanistan,2021-03-01,55733,2444,19,1,1580,41,,0.0,507.1
Afghanistan,2021-02-28,55714,2443,7,0,1367,35,0.02,0.0,507.1
Afghanistan,2021-02-27,55707,2443,11,1,1367,35,,0.0,507.1
Afghanistan,2021-02-26,55696,2442,16,4,1367,35,,0.0,507.1
Afghanistan,2021-02-25,55680,2438,16,2,1367,35,,0.0,507.1
Afghanistan,2021-02-24,55664,2436,18,1,1367,35,,0.0,507.1
Afghanistan,2021-02-23,55646,2435,29,2,1367,35,,0.0,507.1
Afghanistan,2021-02-22,55617,2433,13,1,No Data,No Data,0.0,0.0,507.1
Albania,2021-05-06,131510,2406,91,3,16997,5906,,0.0,5353.24
Albania,2021-05-05,131419,2403,92,1,17565,6104,,0.0,5353.24
Albania,2021-05-04,131327,2402,51,3,17219,5983,,0.0,5353.24
Albania,2021-05-03,131276,2399,38,2,15555,5405,,0.0,5353.24
Albania,2021-05-02,131238,2397,53,1,14489,5035,,0.0,5353.24
Albania,2021-05-01,131185,2396,100,2,13423,4664,,0.0,5353.24
Albania,2021-04-30,131085,2394,108,5,12222,4247,,0.0,5353.24
Albania,2021-04-29,130977,2389,118,3,10036,3487,,0.0,5353.24
Albania,2021-04-28,130859,2386,123,3,8793,3055,,0.0,5353.24
Albania,2021-04-27,130736,2383,130,4,9551,3319,,0.0,5353.24
Albania,2021-04-26,130606,2379,69,1,8955,3112,,0.0,5353.24
Albania,2021-04-25,130537,2378,128,6,10205,3546,,0.0,5353.24
Albania,2021-04-24,130409,2372,139,5,10746,3734,,0.0,5353.24
Albania,2021-04-23,130270,2367,156,3,10961,3809,,0.0,5353.24
Albania,2021-04-22,130114,2364,134,6,11216,3897,,0.0,5353.24
Albania,2021-04-21,129980,2358,138,5,11318,3933,,0.0,5353.24
Albania,2021-04-20,129842,2353,148,6,9826,3414,,0.0,5353.24
Albania,2021-04-19,129694,2347,100,5,11200,3892,,0.0,5353.24
Albania,2021-04-18,129594,2342,138,2,10105,3511,,0.0,5353.24
Albania,2021-04-17,129456,2340,149,3,9719,3377,,0.0,5353.24
Albania,2021-04-16,129307,2337,179,2,9135,3174,,0.0,5353.24
Albania,2021-04-15,129128,2335,169,4,8849,3075,,0.0,5353.24
Albania,2021-04-14,128959,2331,207,5,8639,3002,,0.0,5353.24
Albania,2021-04-13,128752,2326,234,5,8518,2960,,0.0,5353.24
Albania,2021-04-12,128518,2321,125,4,8689,3019,,0.0,5353.24
Albania,2021-04-11,128393,2317,238,7,9898,3439,,0.0,5353.24
Albania,2021-04-10,128155,2310,360,6,10188,3540,,0.0,5353.24
Albania,2021-04-09,127795,2304,286,7,11170,3881,,0.0,5353.24
Albania,2021-04-08,127509,2297,317,6,12440,4323,,0.0,5353.24
Albania,2021-04-07,127192,2291,256,8,13362,4643,,0.0,5353.24
Albania,2021-04-06,126936,2283,141,9,14610,5077,,0.0,5353.24
Albania,2021-04-05,126795,2274,264,9,15435,5363,,0.0,5353.24
Albania,2021-04-04,126531,2265,348,9,16412,5703,,0.0,5353.24
Albania,2021-04-03,126183,2256,341,9,17346,6028,,0.0,5353.24
Albania,2021-04-02,125842,2247,336,6,15748,5472,,0.0,5353.24
Albania,2021-04-01,125506,2241,349,6,13731,4771,,0.0,5353.24
Albania,2021-03-31,125157,2235,434,8,12122,4212,,0.0,5353.24
Albania,2021-03-30,124723,2227,304,11,9662,3357,,0.0,5353.24
Albania,2021-03-29,124419,2216,285,6,7204,2503,,0.0,5353.24
Albania,2021-03-28,124134,2210,493,6,4678,1626,,0.0,5353.24
Albania,2021-03-27,123641,2204,425,12,3113,1082,,0.0,5353.24
Albania,2021-03-26,123216,2192,449,8,3276,1138,,0.0,5353.24
Albania,2021-03-25,122767,2184,472,13,3287,1142,,0.0,5353.24
Albania,2021-03-24,122295,2171,448,15,2946,1024,,0.0,5353.24
Albania,2021-03-23,121847,2156,303,11,2895,1006,,0.0,5353.24
Albania,2021-03-22,121544,2145,344,8,2679,931,,0.0,5353.24
Albania,2021-03-21,121200,2137,659,4,2533,880,,0.0,5353.24
Albania,2021-03-20,120541,2133,519,11,2386,829,,0.0,5353.24
Albania,2021-03-19,120022,2122,494,16,2240,778,,0.0,5353.24
Albania,2021-03-18,119528,2106,590,14,1960,681,,0.0,5353.24
Albania,2021-03-17,118938,2092,446,15,1679,583,,0.0,5353.24
Albania,2021-03-16,118492,2077,475,17,1520,528,,0.0,5353.24
Albania,2021-03-15,118017,2060,543,15,1361,473,,0.0,5353.24
Albania,2021-03-14,117474,2045,653,15,1201,417,,0.0,5353.24
Albania,2021-03-13,116821,2030,698,12,1042,362,,0.0,5353.24
Albania,2021-03-12,116123,2018,681,16,883,307,,0.0,5353.24
Albania,2021-03-11,115442,2002,602,16,857,298,,0.0,5353.24
Albania,2021-03-10,114840,1986,631,17,831,289,,0.0,5353.24
Albania,2021-03-09,114209,1969,629,13,820,285,,0.0,5353.24
Albania,2021-03-08,113580,1956,683,17,808,281,,0.0,5353.24
Albania,2021-03-07,112897,1939,819,21,838,291,,0.0,5353.24
Albania,2021-03-06,112078,1918,777,21,867,301,,0.0,5353.24
Albania,2021-03-05,111301,1897,780,21,897,312,,0.0,5353.24
Albania,2021-03-04,110521,1876,847,20,927,322,,0.0,5353.24
Albania,2021-03-03,109674,1856,851,21,971,337,,0.0,5353.24
Albania,2021-03-02,108823,1835,892,19,1026,357,,0.0,5353.24
Albania,2021-03-01,107931,1816,764,20,1081,376,,0.0,5353.24
Albania,2021-02-28,107167,1796,952,21,1054,366,,0.0,5353.24
Albania,2021-02-27,106215,1775,986,19,1027,357,,0.0,5353.24
Albania,2021-02-26,105229,1756,916,20,1000,347,,0.0,5353.24
Albania,2021-02-25,104313,1736,986,21,1012,352,,0.0,5353.24
Albania,2021-02-24,103327,1715,1021,19,1043,362,,0.0,5353.24
Albania,2021-02-23,102306,1696,1021,15,891,310,,0.0,5353.24
Albania,2021-02-22,101285,1681,1039,15,739,257,0.21,0.02,5353.24
Albania,2021-02-21,100246,1666,1184,13,627,218,,0.0,5353.24
Albania,2021-02-20,99062,1653,1153,17,516,179,,0.0,5353.24
Albania,2021-02-19,97909,1636,1071,19,405,141,,0.0,5353.24
Albania,2021-02-18,96838,1617,1112,17,254,88,0.08,0.02,5353.24
Albania,2021-02-17,95726,1600,1075,18,72,25,0.04,0.02,5353.24
Albania,2021-02-16,94651,1582,801,15,72,25,,0.0,5353.24
Albania,2021-02-15,93850,1567,775,12,73,25,,0.0,5353.24
Albania,2021-02-14,93075,1555,1088,12,75,26,,0.0,5353.24
Albania,2021-02-13,91987,1543,1152,12,76,26,,0.0,5353.24
Albania,2021-02-12,90835,1531,1059,14,78,27,,0.0,5353.24
Albania,2021-02-11,89776,1517,1105,14,79,27,,0.0,5353.24
Albania,2021-02-10,88671,1503,1143,15,81,28,,0.0,5353.24
Albania,2021-02-09,87528,1488,1239,16,82,28,0.02,0.02,5353.24
Albania,2021-02-08,86289,1472,953,12,71,25,,0.0,5353.24
Albania,2021-02-07,85336,1460,1124,14,59,21,,0.0,5353.24
Albania,2021-02-06,84212,1446,1130,13,47,16,,0.0,5353.24
Albania,2021-02-05,83082,1433,1089,15,35,12,,0.0,5353.24
Albania,2021-02-04,81993,1418,1052,14,24,8,,0.0,5353.24
Albania,2021-02-03,80941,1404,1007,6,12,4,,0.0,5353.24
Albania,2021-02-02,79934,1398,942,5,0,0,0.02,0.0,5353.24
Albania,2021-02-01,78992,1393,865,13,0,0,,0.0,5353.24
Albania,2021-01-31,78127,1380,876,11,0,0,,0.0,5353.24
Albania,2021-01-30,77251,1369,901,11,0,0,,0.0,5353.24
Albania,2021-01-29,76350,1358,896,8,0,0,,0.0,5353.24
Albania,2021-01-28,75454,1350,887,11,0,0,,0.0,5353.24
Albania,2021-01-27,74567,1339,876,7,4,1,,0.0,5353.24
Albania,2021-01-26,73691,1332,879,8,9,3,,0.0,5353.24
Albania,2021-01-25,72812,1324,538,9,15,5,,0.0,5353.24
Albania,2021-01-24,72274,1315,833,5,21,7,,0.0,5353.24
Albania,2021-01-23,71441,1310,786,7,26,9,,0.0,5353.24
Albania,2021-01-22,70655,1303,739,7,34,12,,0.0,5353.24
Albania,2021-01-21,69916,1296,678,5,40,14,0.02,0.0,5353.24
Albania,2021-01-20,69238,1291,670,4,47,16,0.02,0.0,5353.24
Albania,2021-01-19,68568,1287,586,6,51,18,0.02,0.0,5353.24
Albania,2021-01-18,67982,1281,292,4,55,19,0.02,0.0,5353.24
Albania,2021-01-17,67690,1277,474,7,58,20,0.01,0.0,5353.24
Albania,2021-01-16,67216,1270,581,5,62,22,0.01,0.0,5353.24
Albania,2021-01-15,66635,1265,641,4,62,22,0.01,0.0,5353.24
Albania,2021-01-14,65994,1261,660,5,66,23,0.01,0.0,5353.24
Albania,2021-01-13,65334,1256,707,4,63,22,0.01,0.0,5353.24
Albania,2021-01-12,64627,1252,656,5,64,22,0.0,0.0,5353.24
Albania,2021-01-11,63971,1247,376,6,64,22,,0.0,5353.24
Albania,2021-01-10,63595,1241,562,8,No Data,No Data,0.0,0.0,5353.24
Algeria,2021-02-19,111600,2954,182,4,3748,85,,0.0,3973.96
Algeria,2021-02-18,111418,2950,171,3,3748,85,,0.0,3973.96
Algeria,2021-02-17,111247,2947,178,2,3748,85,,0.0,3973.96
Algeria,2021-02-16,111069,2945,175,2,3748,85,,0.0,3973.96
Algeria,2021-02-15,110894,2943,183,4,3748,85,,0.0,3973.96
Algeria,2021-02-14,110711,2939,198,4,3748,85,,0.0,3973.96
Algeria,2021-02-13,110513,2935,210,3,3748,85,,0.0,3973.96
Algeria,2021-02-12,110303,2932,254,2,3748,85,,0.0,3973.96
Algeria,2021-02-11,110049,2930,267,4,3748,85,,0.0,3973.96
Algeria,2021-02-10,109782,2926,223,2,3748,85,,0.0,3973.96
Algeria,2021-02-09,109559,2924,246,6,3748,85,,0.0,3973.96
Algeria,2021-02-08,109313,2918,225,4,3748,85,,0.0,3973.96
Algeria,2021-02-07,109088,2914,459,5,3748,85,,0.0,3973.96
Algeria,2021-02-06,108629,2909,0,0,3748,85,,0.0,3973.96
Algeria,2021-02-05,108629,2909,248,5,3217,73,,0.0,3973.96
Algeria,2021-02-04,108381,2904,265,4,3129,71,,0.0,3973.96
Algeria,2021-02-03,108116,2900,275,2,3005,69,,0.0,3973.96
Algeria,2021-02-02,107841,2898,263,4,2819,64,,0.0,3973.96
Algeria,2021-02-01,107578,2894,239,3,2509,57,,0.0,3973.96
Algeria,2021-01-31,107339,2891,217,3,1889,43,,0.0,3973.96
Algeria,2021-01-30,107122,2888,235,4,30,1,,0.0,3973.96
Algeria,2021-01-29,106887,2884,277,3,No Data,No Data,,0.0,3973.96
Andorra,2021-05-03,13295,127,13,0,54,699,31.3,6.08,40886.39
Andorra,2021-05-02,13282,127,50,2,89,1152,,0.0,40886.39
Andorra,2021-05-01,13232,125,0,0,124,1605,,0.0,40886.39
Andorra,2021-04-30,13232,125,34,0,159,2058,,0.0,40886.39
Andorra,2021-04-29,13198,125,50,0,194,2511,,0.0,40886.39
Andorra,2021-04-28,13148,125,27,1,229,2964,,0.0,40886.39
Andorra,2021-04-27,13121,124,38,0,264,3417,,0.0,40886.39
Andorra,2021-04-26,13083,124,23,0,298,3857,30.83,6.06,40886.39
Andorra,2021-04-25,13060,124,36,0,406,5255,,0.0,40886.39
Andorra,2021-04-24,13024,124,17,1,513,6639,,0.0,40886.39
Andorra,2021-04-23,13007,123,65,0,621,8037,,0.0,40886.39
Andorra,2021-04-22,12942,123,25,0,728,9422,,0.0,40886.39
Andorra,2021-04-21,12917,123,43,0,835,10807,,0.0,40886.39
Andorra,2021-04-20,12874,123,69,0,943,12205,,0.0,40886.39
Andorra,2021-04-19,12805,123,0,0,1050,13590,28.13,6.06,40886.39
Andorra,2021-04-18,12805,123,34,0,1182,15298,,0.0,40886.39
Andorra,2021-04-17,12771,123,59,0,1075,13913,,0.0,40886.39
Andorra,2021-04-16,12712,123,71,2,969,12541,,0.0,40886.39
Andorra,2021-04-15,12641,121,0,0,862,11156,,0.0,40886.39
Andorra,2021-04-14,12641,121,27,0,755,9772,,0.0,40886.39
Andorra,2021-04-13,12614,121,33,0,649,8400,,0.0,40886.39
Andorra,2021-04-12,12581,121,36,1,542,7015,,0.0,40886.39
Andorra,2021-04-11,12545,120,48,0,664,8594,,0.0,40886.39
Andorra,2021-04-10,12497,120,41,0,649,8400,,0.0,40886.39
Andorra,2021-04-09,12456,120,47,0,634,8206,,0.0,40886.39
Andorra,2021-04-08,12409,120,46,1,619,8011,,0.0,40886.39
Andorra,2021-04-07,12363,119,35,2,603,7804,,0.0,40886.39
Andorra,2021-04-06,12328,117,42,0,588,7610,,0.0,40886.39
Andorra,2021-04-05,12286,117,55,0,573,7416,12.66,5.8,40886.39
Andorra,2021-04-04,12231,117,57,0,197,2550,,0.0,40886.39
Andorra,2021-04-03,12174,117,59,1,197,2550,,0.0,40886.39
Andorra,2021-04-02,12115,116,62,1,197,2550,,0.0,40886.39
Andorra,2021-04-01,12053,115,43,0,197,2550,,0.0,40886.39
Andorra,2021-03-31,12010,115,66,0,197,2550,,0.0,40886.39
Andorra,2021-03-30,11944,115,56,0,197,2550,,0.0,40886.39
Andorra,2021-03-29,11888,115,38,0,197,2550,,0.0,40886.39
Andorra,2021-03-28,11850,115,41,0,197,2550,,0.0,40886.39
Andorra,2021-03-27,11809,115,77,1,197,2550,,0.0,40886.39
Andorra,2021-03-26,11732,114,45,0,197,2550,,0.0,40886.39
Andorra,2021-03-25,11687,114,49,0,202,2614,,0.0,40886.39
Andorra,2021-03-24,11638,114,47,1,207,2679,,0.0,40886.39
Andorra,2021-03-23,11591,113,46,0,212,2744,,0.0,40886.39
Andorra,2021-03-22,11545,113,28,0,217,2809,,0.0,40886.39
Andorra,2021-03-21,11517,113,36,0,287,3714,,0.0,40886.39
Andorra,2021-03-20,11481,113,50,0,357,4620,,0.0,40886.39
Andorra,2021-03-19,11431,113,38,0,428,5539,,0.0,40886.39
Andorra,2021-03-18,11393,113,33,0,493,6381,,0.0,40886.39
Andorra,2021-03-17,11360,113,41,0,559,7235,,0.0,40886.39
Andorra,2021-03-16,11319,113,30,0,619,8011,,0.0,40886.39
Andorra,2021-03-15,11289,113,23,0,679,8788,9.19,1.64,40886.39
Andorra,2021-03-14,11266,113,38,1,596,7714,,0.0,40886.39
Andorra,2021-03-13,11228,112,29,0,513,6639,,0.0,40886.39
Andorra,2021-03-12,11199,112,69,0,430,5565,,0.0,40886.39
Andorra,2021-03-11,11130,112,0,0,347,4491,,0.0,40886.39
Andorra,2021-03-10,11130,112,41,0,264,3417,4.72,1.64,40886.39
Andorra,2021-03-09,11089,112,20,0,186,2407,,0.0,40886.39
Andorra,2021-03-08,11069,112,27,0,108,1398,3.16,1.52,40886.39
Andorra,2021-03-07,11042,112,23,0,108,1398,,0.0,40886.39
Andorra,2021-03-06,11019,112,21,0,108,1398,,0.0,40886.39
Andorra,2021-03-05,10998,112,22,0,108,1398,,0.0,40886.39
Andorra,2021-03-04,10976,112,28,0,103,1333,,0.0,40886.39
Andorra,2021-03-03,10948,112,40,2,97,1255,,0.0,40886.39
Andorra,2021-03-02,10908,110,19,0,89,1152,,0.0,40886.39
Andorra,2021-03-01,10889,110,23,0,80,1035,,0.0,40886.39
Andorra,2021-02-28,10866,110,17,0,72,932,,0.0,40886.39
Andorra,2021-02-27,10849,110,27,0,63,815,,0.0,40886.39
Andorra,2021-02-26,10822,110,23,0,55,712,,0.0,40886.39
Andorra,2021-02-25,10799,110,24,0,56,725,,0.0,40886.39
Andorra,2021-02-24,10775,110,36,0,57,738,3.09,0.0,40886.39
Andorra,2021-02-23,10739,110,27,1,60,777,,0.0,40886.39
Andorra,2021-02-22,10712,109,13,2,64,828,,0.0,40886.39
Andorra,2021-02-21,10699,107,27,0,67,867,,0.0,40886.39
Andorra,2021-02-20,10672,107,27,0,71,919,,0.0,40886.39
Andorra,2021-02-19,10645,107,35,0,74,958,2.77,0.0,40886.39
Andorra,2021-02-18,10610,107,27,0,87,1126,,0.0,40886.39
Andorra,2021-02-17,10583,107,28,0,100,1294,,0.0,40886.39
Andorra,2021-02-16,10555,107,17,0,94,1217,,0.0,40886.39
Andorra,2021-02-15,10538,107,35,0,87,1126,,0.0,40886.39
Andorra,2021-02-14,10503,107,40,0,81,1048,,0.0,40886.39
Andorra,2021-02-13,10463,107,36,1,74,958,,0.0,40886.39
Andorra,2021-02-12,10427,106,36,0,68,880,2.1,0.0,40886.39
Andorra,2021-02-11,10391,106,39,0,48,621,,0.0,40886.39
Andorra,2021-02-10,10352,106,40,0,28,362,1.67,0.0,40886.39
Andorra,2021-02-09,10312,106,37,0,28,362,,0.0,40886.39
Andorra,2021-02-08,10275,106,24,0,28,362,,0.0,40886.39
Andorra,2021-02-07,10251,106,45,1,34,440,,0.0,40886.39
Andorra,2021-02-06,10206,105,34,1,39,505,,0.0,40886.39
Andorra,2021-02-05,10172,104,35,1,44,569,,0.0,40886.39
Andorra,2021-02-04,10137,103,67,0,50,647,,0.0,40886.39
Andorra,2021-02-03,10070,103,53,1,55,712,,0.0,40886.39
Andorra,2021-02-02,10017,102,45,1,60,777,,0.0,40886.39
Andorra,2021-02-01,9972,101,35,0,66,854,1.34,0.0,40886.39
Andorra,2021-01-31,9937,101,52,0,66,854,,0.0,40886.39
Andorra,2021-01-30,9885,101,48,1,66,854,,0.0,40886.39
Andorra,2021-01-29,9837,100,58,0,66,854,,0.0,40886.39
Andorra,2021-01-28,9779,100,63,2,66,854,,0.0,40886.39
Andorra,2021-01-27,9716,98,78,1,66,854,,0.0,40886.39
Andorra,2021-01-26,9638,97,42,0,66,854,,0.0,40886.39
Andorra,2021-01-25,9596,97,47,1,No Data,No Data,0.75,0.0,40886.39
Angola,2021-04-23,25279,574,228,2,16736,509,1.39,0.0,2790.73
Angola,2021-04-22,25051,572,168,2,17240,525,,0.0,2790.73
Angola,2021-04-21,24883,570,222,5,17743,540,,0.0,2790.73
Angola,2021-04-20,24661,565,143,2,18247,555,,0.0,2790.73
Angola,2021-04-19,24518,563,129,2,18751,571,1.2,0.0,2790.73
Angola,2021-04-18,24389,561,89,0,18751,571,,0.0,2790.73
Angola,2021-04-17,24300,561,178,1,17897,545,,0.0,2790.73
Angola,2021-04-16,24122,560,171,3,17043,519,,0.0,2790.73
Angola,2021-04-15,23951,557,110,0,16189,493,,0.0,2790.73
Angola,2021-04-14,23841,557,144,3,15335,467,,0.0,2790.73
Angola,2021-04-13,23697,554,148,0,14481,441,,0.0,2790.73
Angola,2021-04-12,23549,554,92,1,12710,387,,0.0,2790.73
Angola,2021-04-11,23457,553,126,3,10939,333,0.75,0.0,2790.73
Angola,2021-04-10,23331,550,89,1,10022,305,,0.0,2790.73
Angola,2021-04-09,23242,549,134,0,9105,277,,0.0,2790.73
Angola,2021-04-08,23108,549,98,2,8188,249,,0.0,2790.73
Angola,2021-04-07,23010,547,125,0,7271,221,,0.0,2790.73
Angola,2021-04-06,22885,547,168,4,6354,193,0.55,0.0,2790.73
Angola,2021-04-05,22717,543,86,1,6354,193,,0.0,2790.73
Angola,2021-04-04,22631,542,52,2,6695,204,,0.0,2790.73
Angola,2021-04-03,22579,540,112,2,7037,214,,0.0,2790.73
Angola,2021-04-02,22467,538,68,0,7379,225,,0.0,2790.73
Angola,2021-04-01,22399,538,88,1,7720,235,,0.0,2790.73
Angola,2021-03-31,22311,537,129,1,8062,245,,0.0,2790.73
Angola,2021-03-30,22182,536,50,2,8060,245,,0.0,2790.73
Angola,2021-03-29,22132,534,69,1,8057,245,0.4,0.0,2790.73
Angola,2021-03-28,22063,533,32,0,7713,235,,0.0,2790.73
Angola,2021-03-27,22031,533,70,1,7369,224,,0.0,2790.73
Angola,2021-03-26,21961,532,47,0,7025,214,,0.0,2790.73
Angola,2021-03-25,21914,532,78,0,6681,203,,0.0,2790.73
Angola,2021-03-24,21836,532,62,2,6044,184,0.26,0.0,2790.73
Angola,2021-03-23,21774,530,17,0,5750,175,,0.0,2790.73
Angola,2021-03-22,21757,530,24,3,5457,166,,0.0,2790.73
Angola,2021-03-21,21733,527,37,1,5163,157,,0.0,2790.73
Angola,2021-03-20,21696,526,54,2,4870,148,,0.0,2790.73
Angola,2021-03-19,21642,524,84,2,4577,139,,0.0,2790.73
Angola,2021-03-18,21558,522,69,0,4283,130,0.15,0.0,2790.73
Angola,2021-03-17,21489,522,43,0,4283,130,,0.0,2790.73
Angola,2021-03-16,21446,522,39,1,4283,130,,0.0,2790.73
Angola,2021-03-15,21407,521,27,0,4283,130,,0.0,2790.73
Angola,2021-03-14,21380,521,57,1,3797,116,,0.0,2790.73
Angola,2021-03-13,21323,520,58,1,3311,101,,0.0,2790.73
Angola,2021-03-12,21265,519,60,2,2825,86,,0.0,2790.73
Angola,2021-03-11,21205,517,44,1,2339,71,,0.0,2790.73
Angola,2021-03-10,21161,516,47,0,1853,56,,0.0,2790.73
Angola,2021-03-09,21114,516,6,1,1367,42,,0.0,2790.73
Angola,2021-03-08,21108,515,22,1,881,27,0.02,0.0,2790.73
Angola,2021-03-07,21086,514,31,2,881,27,,0.0,2790.73
Angola,2021-03-06,21055,512,29,1,881,27,,0.0,2790.73
Angola,2021-03-05,21026,511,45,0,881,27,,0.0,2790.73
Angola,2021-03-04,20981,511,58,1,881,27,,0.0,2790.73
Angola,2021-03-03,20923,510,41,0,881,27,,0.0,2790.73
Angola,2021-03-02,20882,510,28,2,881,27,,0.0,2790.73
Angola,2021-03-01,20854,508,47,0,No Data,No Data,0.0,0.0,2790.73
Antigua and Barbuda,2021-04-22,1217,31,0,0,250,2553,30.38,0.0,17112.82
Antigua and Barbuda,2021-04-21,1217,31,0,0,277,2829,,0.0,17112.82
Antigua and Barbuda,2021-04-20,1217,31,0,0,252,2573,,0.0,17112.82
Antigua and Barbuda,2021-04-19,1217,31,1,0,228,2328,,0.0,17112.82
Antigua and Barbuda,2021-04-18,1216,31,0,0,203,2073,,0.0,17112.82
Antigua and Barbuda,2021-04-17,1216,31,3,0,179,1828,29.24,0.0,17112.82
Antigua and Barbuda,2021-04-16,1213,31,4,0,154,1573,29.02,0.0,17112.82
Antigua and Barbuda,2021-04-15,1209,31,8,0,102,1042,,0.0,17112.82
Antigua and Barbuda,2021-04-14,1201,31,0,0,51,521,28.18,0.0,17112.82
Antigua and Barbuda,2021-04-13,1201,31,3,1,51,521,,0.0,17112.82
Antigua and Barbuda,2021-04-12,1198,30,0,0,51,521,,0.0,17112.82
Antigua and Barbuda,2021-04-11,1198,30,1,0,51,521,,0.0,17112.82
Antigua and Barbuda,2021-04-10,1197,30,15,0,51,521,,0.0,17112.82
Antigua and Barbuda,2021-04-09,1182,30,2,1,53,541,,0.0,17112.82
Antigua and Barbuda,2021-04-08,1180,29,3,0,55,562,,0.0,17112.82
Antigua and Barbuda,2021-04-07,1177,29,4,0,57,582,,0.0,17112.82
Antigua and Barbuda,2021-04-06,1173,29,0,0,60,613,,0.0,17112.82
Antigua and Barbuda,2021-04-05,1173,29,3,1,62,633,,0.0,17112.82
Antigua and Barbuda,2021-04-04,1170,28,0,0,65,664,,0.0,17112.82
Antigua and Barbuda,2021-04-03,1170,28,18,0,67,684,27.6,0.0,17112.82
Antigua and Barbuda,2021-04-02,1152,28,5,0,68,694,,0.0,17112.82
Antigua and Barbuda,2021-04-01,1147,28,11,0,68,694,,0.0,17112.82
Antigua and Barbuda,2021-03-31,1136,28,0,0,77,786,27.4,0.0,17112.82
Antigua and Barbuda,2021-03-30,1136,28,0,0,85,868,,0.0,17112.82
