Location,Date,Total_Confirmed,Total_Deaths,Daily_Confirmed,Daily_Deaths,daily_vaccinations,daily_vaccinations_per_million,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,gdppc
Lithuania,2021-03-22,209340,3486,329,10,6763,2484,10.43,4.67,19550.73
Lithuania,2021-03-21,209011,3476,361,12,6738,2475,10.18,4.62,19550.73
Lithuania,2021-03-20,208650,3464,602,12,6737,2475,10.18,4.62,19550.73
Lithuania,2021-03-19,208048,3452,579,10,6881,2528,10.16,4.61,19550.73
Lithuania,2021-03-18,207469,3442,580,15,8121,2983,10.05,4.39,19550.73
Lithuania,2021-03-17,206889,3427,599,11,7086,2603,9.94,4.18,19550.73
Lithuania,2021-03-16,206290,3416,646,6,7815,2871,9.85,3.89,19550.73
Lithuania,2021-03-15,205644,3410,259,14,8056,2959,9.64,3.72,19550.73
Lithuania,2021-03-14,205385,3396,431,7,8178,3004,9.39,0.0,19550.73
Lithuania,2021-03-13,204954,3389,598,16,8175,3003,9.39,3.68,19550.73
Lithuania,2021-03-12,204356,3373,364,10,8015,2944,9.35,3.66,19550.73
Lithuania,2021-03-11,203992,3363,606,12,7451,2737,8.96,3.39,19550.73
Lithuania,2021-03-10,203386,3351,486,10,9494,3488,8.94,3.36,19550.73
Lithuania,2021-03-09,202900,3341,470,5,8973,3296,8.46,3.27,19550.73
Lithuania,2021-03-08,202430,3336,216,8,8608,3162,8.07,3.22,19550.73
Lithuania,2021-03-07,202214,3328,415,7,8416,3092,,3.18,19550.73
Lithuania,2021-03-06,201799,3321,464,18,8477,3114,7.78,3.18,19550.73
Lithuania,2021-03-05,201335,3303,437,9,8488,3118,7.77,3.18,19550.73
Lithuania,2021-03-04,200898,3294,547,13,7920,2909,7.42,3.01,19550.73
Lithuania,2021-03-03,200351,3281,526,18,7409,2722,7.05,2.82,19550.73
Lithuania,2021-03-02,199825,3263,427,10,7370,2707,6.69,2.74,19550.73
Lithuania,2021-03-01,199398,3253,253,9,7274,2672,6.37,2.71,19550.73
Lithuania,2021-02-28,199145,3244,1802,10,6585,2419,6.09,0.0,19550.73
Lithuania,2021-02-27,197343,3234,653,9,6916,2541,6.08,2.71,19550.73
Lithuania,2021-02-26,196690,3225,641,16,6960,2557,6.05,2.71,19550.73
Lithuania,2021-02-25,196049,3209,568,9,7027,2581,5.73,2.67,19550.73
Lithuania,2021-02-24,195481,3200,648,11,6950,2553,5.32,2.63,19550.73
Lithuania,2021-02-23,194833,3189,500,11,6461,2373,4.93,2.6,19550.73
Lithuania,2021-02-22,194333,3178,282,7,5296,1945,4.65,2.56,19550.73
Lithuania,2021-02-21,194051,3171,489,9,5237,1924,,0.0,19550.73
Lithuania,2021-02-20,193562,3162,576,17,5178,1902,4.51,2.5,19550.73
Lithuania,2021-02-19,192986,3145,793,16,5097,1872,4.47,2.5,19550.73
Lithuania,2021-02-18,192193,3129,372,16,4642,1705,4.21,2.38,19550.73
Lithuania,2021-02-17,191821,3113,557,18,4320,1587,3.97,2.2,19550.73
Lithuania,2021-02-16,191264,3095,327,15,4016,1475,3.81,2.05,19550.73
Lithuania,2021-02-15,190937,3080,213,10,4351,1598,3.8,2.05,19550.73
Lithuania,2021-02-14,190724,3070,483,13,4399,1616,,0.0,19550.73
Lithuania,2021-02-13,190241,3057,576,19,4081,1499,3.66,0.0,19550.73
Lithuania,2021-02-12,189665,3038,607,25,4121,1514,3.64,2.02,19550.73
Lithuania,2021-02-11,189058,3013,1067,25,4126,1516,3.41,1.99,19550.73
Lithuania,2021-02-10,187991,2988,570,16,4240,1558,3.12,1.94,19550.73
Lithuania,2021-02-09,187421,2972,382,17,4332,1591,2.96,1.88,19550.73
Lithuania,2021-02-08,187039,2955,269,18,4484,1647,2.92,1.81,19550.73
Lithuania,2021-02-07,186770,2937,492,10,4515,1659,2.91,1.72,19550.73
Lithuania,2021-02-06,186278,2927,677,19,4503,1654,2.91,1.72,19550.73
Lithuania,2021-02-05,185601,2908,653,23,4491,1650,2.91,1.7,19550.73
Lithuania,2021-02-04,184948,2885,740,18,4599,1689,2.87,1.46,19550.73
Lithuania,2021-02-03,184208,2867,764,20,4202,1544,2.82,1.15,19550.73
Lithuania,2021-02-02,183444,2847,546,17,4217,1549,2.76,0.96,19550.73
Lithuania,2021-02-01,182898,2830,355,22,4108,1509,2.69,0.88,19550.73
Lithuania,2021-01-31,182543,2808,803,17,3703,1360,2.66,0.0,19550.73
Lithuania,2021-01-30,181740,2791,721,25,3709,1362,2.66,0.81,19550.73
Lithuania,2021-01-29,181019,2766,859,17,3619,1329,2.65,0.8,19550.73
Lithuania,2021-01-28,180160,2749,943,29,2521,926,2.54,0.61,19550.73
Lithuania,2021-01-27,179217,2720,1283,29,1729,635,2.41,0.48,19550.73
Lithuania,2021-01-26,177934,2691,691,17,1239,455,2.27,0.36,19550.73
Lithuania,2021-01-25,177243,2674,541,20,1688,620,2.18,0.0,19550.73
Lithuania,2021-01-24,176702,2654,773,23,2327,855,,0.0,19550.73
Lithuania,2021-01-23,175929,2631,1007,34,2481,911,2.18,0.0,19550.73
Lithuania,2021-01-22,174922,2597,1033,36,2638,969,2.18,0.34,19550.73
Lithuania,2021-01-21,173889,2561,1277,38,3626,1332,2.17,0.34,19550.73
Lithuania,2021-01-20,172612,2523,1232,25,4639,1704,2.13,0.31,19550.73
Lithuania,2021-01-19,171380,2498,867,22,5036,1850,2.07,0.25,19550.73
Lithuania,2021-01-18,170513,2476,477,26,4436,1630,1.98,0.1,19550.73
Lithuania,2021-01-17,170036,2450,842,31,4105,1508,1.88,0.04,19550.73
Lithuania,2021-01-16,169194,2419,1234,34,3944,1449,1.88,0.0,19550.73
Lithuania,2021-01-15,167960,2385,1224,35,3829,1407,1.84,0.0,19550.73
Lithuania,2021-01-14,166736,2350,1445,33,3525,1295,1.57,0.0,19550.73
Lithuania,2021-01-13,165291,2317,1764,37,2886,1060,1.25,0.0,19550.73
Lithuania,2021-01-12,163527,2280,1012,34,2493,916,1.02,0.0,19550.73
Lithuania,2021-01-11,162515,2246,774,43,2284,839,0.95,0.0,19550.73
Lithuania,2021-01-10,161741,2203,1503,29,1969,723,0.86,0.0,19550.73
Lithuania,2021-01-09,160238,2174,1764,41,1969,723,0.86,0.0,19550.73
Lithuania,2021-01-08,158474,2133,2058,41,1925,707,0.85,0.0,19550.73
Lithuania,2021-01-07,156416,2092,2409,43,1185,435,0.66,0.0,19550.73
Lithuania,2021-01-06,154007,2049,2787,34,593,218,0.51,0.0,19550.73
Lithuania,2021-01-05,151220,2015,1641,40,312,115,0.38,0.0,19550.73
Lithuania,2021-01-04,149579,1975,1377,37,648,238,0.36,0.0,19550.73
Lithuania,2021-01-03,148202,1938,1265,50,1046,384,,0.0,19550.73
Lithuania,2021-01-02,146937,1888,1507,51,1220,448,,0.0,19550.73
Lithuania,2021-01-01,145430,1837,3475,41,1464,538,,0.0,19550.73
Lithuania,2020-12-31,141955,1796,2468,56,1830,672,0.36,0.0,19550.73
Lithuania,2020-12-30,139487,1740,3984,45,2432,893,0.36,0.0,19550.73
Lithuania,2020-12-29,135503,1695,2108,43,2882,1059,0.3,0.0,19550.73
Lithuania,2020-12-28,133395,1652,1794,39,2789,1025,0.19,0.0,19550.73
Lithuania,2020-12-27,131601,1613,1687,42,No Data,No Data,0.09,0.0,19550.73
Luxembourg,2021-05-05,67850,800,208,0,4824,7706,25.63,9.56,114685.17
Luxembourg,2021-05-04,67642,800,147,0,4475,7149,24.9,9.16,114685.17
Luxembourg,2021-05-03,67495,800,290,4,3746,5984,24.31,8.72,114685.17
Luxembourg,2021-05-02,67205,796,0,0,3107,4963,23.71,8.32,114685.17
Luxembourg,2021-05-01,67205,796,0,0,2941,4698,,0.0,114685.17
Luxembourg,2021-04-30,67205,796,160,2,2775,4433,,0.0,114685.17
Luxembourg,2021-04-29,67045,794,219,2,2609,4168,22.44,8.14,114685.17
Luxembourg,2021-04-28,66826,792,232,1,2349,3753,21.8,7.99,114685.17
Luxembourg,2021-04-27,66594,791,220,0,2169,3465,21.2,7.86,114685.17
Luxembourg,2021-04-26,66374,791,367,1,2139,3417,21.07,7.77,114685.17
Luxembourg,2021-04-25,66007,790,0,0,2101,3356,20.86,7.7,114685.17
Luxembourg,2021-04-24,66007,790,0,0,2341,3740,,0.0,114685.17
Luxembourg,2021-04-23,66007,790,194,0,2580,4122,,0.0,114685.17
Luxembourg,2021-04-22,65813,790,209,2,2819,4503,20.09,7.57,114685.17
Luxembourg,2021-04-21,65604,788,285,2,3218,5141,19.67,7.49,114685.17
Luxembourg,2021-04-20,65319,786,175,0,3625,5791,19.22,7.41,114685.17
Luxembourg,2021-04-19,65144,786,398,1,4346,6943,19.05,7.39,114685.17
Luxembourg,2021-04-18,64746,785,0,0,4830,7716,18.87,7.34,114685.17
Luxembourg,2021-04-17,64746,785,0,0,4719,7539,,0.0,114685.17
Luxembourg,2021-04-16,64746,785,197,0,4607,7360,,0.0,114685.17
Luxembourg,2021-04-15,64549,785,215,1,4495,7181,17.64,6.87,114685.17
Luxembourg,2021-04-14,64334,784,272,7,4340,6933,17.12,6.45,114685.17
Luxembourg,2021-04-13,64062,777,182,5,4084,6524,16.54,6.04,114685.17
Luxembourg,2021-04-12,63880,772,413,9,3736,5968,15.97,5.61,114685.17
Luxembourg,2021-04-11,63467,763,0,0,3391,5417,15.34,5.47,114685.17
Luxembourg,2021-04-10,63467,763,0,0,3337,5331,,0.0,114685.17
Luxembourg,2021-04-09,63467,763,287,1,3282,5243,,0.0,114685.17
Luxembourg,2021-04-08,63180,762,387,0,3228,5157,14.55,4.93,114685.17
Luxembourg,2021-04-07,62793,762,168,1,3069,4903,14.17,4.54,114685.17
Luxembourg,2021-04-06,62625,761,520,11,2884,4607,13.8,4.22,114685.17
Luxembourg,2021-04-05,62105,750,0,0,2544,4064,13.36,4.04,114685.17
Luxembourg,2021-04-04,62105,750,0,0,2409,3848,,0.0,114685.17
Luxembourg,2021-04-03,62105,750,0,0,2401,3836,,0.0,114685.17
Luxembourg,2021-04-02,62105,750,224,1,2394,3824,,0.0,114685.17
Luxembourg,2021-04-01,61881,749,239,3,2386,3812,12.12,3.75,114685.17
Luxembourg,2021-03-31,61642,746,387,3,2190,3499,11.69,3.6,114685.17
Luxembourg,2021-03-30,61255,743,182,2,2082,3326,11.33,3.46,114685.17
Luxembourg,2021-03-29,61073,741,608,3,2228,3559,,0.0,114685.17
Luxembourg,2021-03-28,60465,738,0,0,2204,3521,10.96,3.37,114685.17
Luxembourg,2021-03-27,60465,738,0,0,2056,3284,,0.0,114685.17
Luxembourg,2021-03-26,60465,738,260,2,1907,3046,,0.0,114685.17
Luxembourg,2021-03-25,60205,736,298,8,1759,2810,10.03,3.17,114685.17
Luxembourg,2021-03-24,59907,728,245,2,1882,3007,9.75,3.08,114685.17
Luxembourg,2021-03-23,59662,726,165,7,1990,3179,9.47,2.99,114685.17
Luxembourg,2021-03-22,59497,719,542,5,2135,3411,9.17,2.9,114685.17
Luxembourg,2021-03-21,58955,714,0,0,2172,3470,9.01,2.86,114685.17
Luxembourg,2021-03-20,58955,714,0,0,2185,3491,,0.0,114685.17
Luxembourg,2021-03-19,58955,714,281,9,2198,3511,,0.0,114685.17
Luxembourg,2021-03-18,58674,705,266,1,2211,3532,8.45,2.79,114685.17
Luxembourg,2021-03-17,58408,704,297,7,2242,3582,8.02,2.71,114685.17
Luxembourg,2021-03-16,58111,697,185,4,2158,3447,7.6,2.63,114685.17
Luxembourg,2021-03-15,57926,693,423,12,1867,2983,7.15,2.53,114685.17
Luxembourg,2021-03-14,57503,681,0,0,1763,2816,6.95,2.49,114685.17
Luxembourg,2021-03-13,57503,681,0,0,1684,2690,,0.0,114685.17
Luxembourg,2021-03-12,57503,681,182,6,1606,2566,,0.0,114685.17
Luxembourg,2021-03-11,57321,675,265,2,1528,2441,6.32,2.45,114685.17
Luxembourg,2021-03-10,57056,673,234,5,1334,2131,5.86,2.36,114685.17
Luxembourg,2021-03-09,56822,668,145,5,1214,1939,5.52,2.31,114685.17
Luxembourg,2021-03-08,56677,663,381,11,1199,1915,5.31,2.28,114685.17
Luxembourg,2021-03-07,56296,652,0,0,1274,2035,5.21,2.26,114685.17
Luxembourg,2021-03-06,56296,652,0,0,1235,1973,,0.0,114685.17
Luxembourg,2021-03-05,56296,652,186,5,1196,1911,,0.0,114685.17
Luxembourg,2021-03-04,56110,647,208,4,1157,1848,4.91,2.15,114685.17
Luxembourg,2021-03-03,55902,643,270,2,1051,1679,4.7,2.03,114685.17
Luxembourg,2021-03-02,55632,641,152,2,1013,1618,4.55,1.91,114685.17
Luxembourg,2021-03-01,55480,639,370,2,1028,1642,4.42,1.83,114685.17
Luxembourg,2021-02-28,55110,637,0,0,973,1554,4.33,1.71,114685.17
Luxembourg,2021-02-27,55110,637,0,0,988,1578,,0.0,114685.17
Luxembourg,2021-02-26,55110,637,239,3,1004,1604,,0.0,114685.17
Luxembourg,2021-02-25,54871,634,193,2,1020,1629,4.17,1.59,114685.17
Luxembourg,2021-02-24,54678,632,324,3,1092,1744,4.04,1.51,114685.17
Luxembourg,2021-02-23,54354,629,182,1,1065,1701,3.92,1.42,114685.17
Luxembourg,2021-02-22,54172,628,390,6,1129,1804,3.78,1.32,114685.17
Luxembourg,2021-02-21,53782,622,0,0,1156,1847,3.72,1.23,114685.17
Luxembourg,2021-02-20,53782,622,0,0,1130,1805,,0.0,114685.17
Luxembourg,2021-02-19,53782,622,220,3,1104,1764,,0.0,114685.17
Luxembourg,2021-02-18,53562,619,233,3,1078,1722,3.49,1.13,114685.17
Luxembourg,2021-02-17,53329,616,267,4,1028,1642,3.29,1.04,114685.17
Luxembourg,2021-02-16,53062,612,139,1,1038,1658,3.13,1.01,114685.17
Luxembourg,2021-02-15,52923,611,384,5,841,1344,2.88,0.95,114685.17
Luxembourg,2021-02-14,52539,606,0,0,752,1201,2.76,0.9,114685.17
Luxembourg,2021-02-13,52539,606,0,0,738,1179,,0.0,114685.17
Luxembourg,2021-02-12,52539,606,147,2,724,1157,,0.0,114685.17
Luxembourg,2021-02-11,52392,604,145,2,710,1134,2.58,0.84,114685.17
Luxembourg,2021-02-10,52247,602,225,2,645,1030,2.4,0.78,114685.17
Luxembourg,2021-02-09,52022,600,143,3,629,1005,2.27,0.71,114685.17
Luxembourg,2021-02-08,51879,597,367,7,700,1118,2.25,0.65,114685.17
Luxembourg,2021-02-07,51512,590,0,0,743,1187,2.23,0.59,114685.17
Luxembourg,2021-02-06,51512,590,0,0,736,1176,,0.0,114685.17
Luxembourg,2021-02-05,51512,590,182,2,728,1163,,0.0,114685.17
Luxembourg,2021-02-04,51330,588,202,1,721,1152,2.12,0.51,114685.17
Luxembourg,2021-02-03,51128,587,205,1,708,1131,2.01,0.45,114685.17
Luxembourg,2021-02-02,50923,586,190,2,675,1078,1.91,0.37,114685.17
Luxembourg,2021-02-01,50733,584,345,7,670,1070,1.81,0.3,114685.17
Luxembourg,2021-01-31,50388,577,0,0,613,979,1.72,0.27,114685.17
Luxembourg,2021-01-30,50388,577,0,0,622,994,,0.0,114685.17
Luxembourg,2021-01-29,50388,577,160,3,630,1006,,0.0,114685.17
Luxembourg,2021-01-28,50228,574,139,3,639,1021,1.58,0.24,114685.17
Luxembourg,2021-01-27,50089,571,237,1,608,971,1.45,0.21,114685.17
Luxembourg,2021-01-26,49852,570,119,4,604,965,1.32,0.2,114685.17
Luxembourg,2021-01-25,49733,566,295,4,569,909,1.17,0.2,114685.17
Luxembourg,2021-01-24,49438,562,0,0,626,1000,,0.0,114685.17
Luxembourg,2021-01-23,49438,562,0,0,592,946,,0.0,114685.17
Luxembourg,2021-01-22,49438,562,119,0,558,891,,0.0,114685.17
Luxembourg,2021-01-21,49319,562,115,0,523,835,1.1,0.0,114685.17
Luxembourg,2021-01-20,49204,562,229,2,475,759,0.99,0.0,114685.17
Luxembourg,2021-01-19,48975,560,85,3,417,666,0.85,0.0,114685.17
Luxembourg,2021-01-18,48890,557,260,8,375,599,0.73,0.0,114685.17
Luxembourg,2021-01-17,48630,549,0,0,268,428,0.6,0.0,114685.17
Luxembourg,2021-01-16,48630,549,0,0,252,403,,0.0,114685.17
Luxembourg,2021-01-15,48630,549,144,4,236,377,,0.0,114685.17
Luxembourg,2021-01-14,48486,545,114,3,220,351,0.52,0.0,114685.17
Luxembourg,2021-01-13,48372,542,191,4,177,283,0.46,0.0,114685.17
Luxembourg,2021-01-12,48181,538,154,3,114,182,0.38,0.0,114685.17
Luxembourg,2021-01-11,48027,535,283,8,62,99,0.31,0.0,114685.17
Luxembourg,2021-01-10,47744,527,0,0,62,99,,0.0,114685.17
Luxembourg,2021-01-09,47744,527,0,0,62,99,,0.0,114685.17
Luxembourg,2021-01-08,47744,527,152,6,62,99,,0.0,114685.17
Luxembourg,2021-01-07,47592,521,162,4,62,99,,0.0,114685.17
Luxembourg,2021-01-06,47430,517,281,3,62,99,,0.0,114685.17
Luxembourg,2021-01-05,47149,514,163,6,62,99,,0.0,114685.17
Luxembourg,2021-01-04,46986,508,571,13,62,99,,0.0,114685.17
Luxembourg,2021-01-03,46415,495,0,0,62,99,,0.0,114685.17
Luxembourg,2021-01-02,46415,495,0,0,62,99,,0.0,114685.17
Luxembourg,2021-01-01,46415,495,0,0,62,99,,0.0,114685.17
Luxembourg,2020-12-31,46415,495,0,0,62,99,,0.0,114685.17
Luxembourg,2020-12-30,46415,495,327,6,No Data,No Data,0.19,0.0,114685.17
Malawi,2021-05-06,34151,1152,8,1,3058,160,1.63,0.0,411.55
Malawi,2021-05-05,34143,1151,20,2,3332,174,,0.0,411.55
Malawi,2021-05-04,34123,1149,24,1,3642,190,,0.0,411.55
Malawi,2021-05-03,34099,1148,3,0,3785,198,,0.0,411.55
Malawi,2021-05-02,34096,1148,1,0,3776,197,,0.0,411.55
Malawi,2021-05-01,34095,1148,17,0,3766,197,,0.0,411.55
Malawi,2021-04-30,34078,1148,16,0,3757,196,1.55,0.0,411.55
Malawi,2021-04-29,34062,1148,10,1,3293,172,1.52,0.0,411.55
Malawi,2021-04-28,34052,1147,21,0,3128,164,1.49,0.0,411.55
Malawi,2021-04-27,34031,1147,10,0,2919,153,1.47,0.0,411.55
Malawi,2021-04-26,34021,1147,5,0,2762,144,1.45,0.0,411.55
Malawi,2021-04-25,34016,1147,5,0,2450,128,,0.0,411.55
Malawi,2021-04-24,34011,1147,22,2,2544,133,,0.0,411.55
Malawi,2021-04-23,33989,1145,0,0,2637,138,,0.0,411.55
Malawi,2021-04-22,33989,1145,14,3,3034,159,1.4,0.0,411.55
Malawi,2021-04-21,33975,1142,7,0,3312,173,1.38,0.0,411.55
Malawi,2021-04-20,33968,1142,9,3,4485,234,1.36,0.0,411.55
Malawi,2021-04-19,33959,1139,18,1,6499,340,1.35,0.0,411.55
Malawi,2021-04-18,33941,1138,22,2,6914,361,1.35,0.0,411.55
Malawi,2021-04-17,33919,1136,0,0,7186,376,,0.0,411.55
Malawi,2021-04-16,33919,1136,17,2,8249,431,1.31,0.0,411.55
Malawi,2021-04-15,33902,1134,11,0,8866,463,,0.0,411.55
Malawi,2021-04-14,33891,1134,19,1,9483,496,1.26,0.0,411.55
Malawi,2021-04-13,33872,1133,13,1,9212,482,1.2,0.0,411.55
Malawi,2021-04-12,33859,1132,32,4,7453,390,1.11,0.0,411.55
Malawi,2021-04-11,33827,1128,22,1,7111,372,1.09,0.0,411.55
Malawi,2021-04-10,33805,1127,26,1,6724,351,1.07,0.0,411.55
Malawi,2021-04-09,33779,1126,41,1,5547,290,1.01,0.0,411.55
Malawi,2021-04-08,33738,1125,20,0,5574,291,,0.0,411.55
Malawi,2021-04-07,33718,1125,33,1,5725,299,,0.0,411.55
Malawi,2021-04-06,33685,1124,12,0,5948,311,0.86,0.0,411.55
Malawi,2021-04-05,33673,1124,12,1,6157,322,0.84,0.0,411.55
Malawi,2021-04-04,33661,1123,14,3,6855,358,0.83,0.0,411.55
Malawi,2021-04-03,33647,1120,8,1,6809,356,,0.0,411.55
Malawi,2021-04-02,33639,1119,55,1,9242,483,0.81,0.0,411.55
Malawi,2021-04-01,33584,1118,33,1,10372,542,0.76,0.0,411.55
Malawi,2021-03-31,33551,1117,26,1,11379,595,0.7,0.0,411.55
Malawi,2021-03-30,33525,1116,20,2,12042,629,0.64,0.0,411.55
Malawi,2021-03-29,33505,1114,24,0,13108,685,,0.0,411.55
Malawi,2021-03-28,33481,1114,23,1,12435,650,0.58,0.0,411.55
Malawi,2021-03-27,33458,1113,43,1,12798,669,0.57,0.0,411.55
Malawi,2021-03-26,33415,1112,28,4,10683,558,0.47,0.0,411.55
Malawi,2021-03-25,33387,1108,33,3,9040,473,,0.0,411.55
Malawi,2021-03-24,33354,1105,31,6,7031,368,0.29,0.0,411.55
Malawi,2021-03-23,33323,1099,53,1,5564,291,0.2,0.0,411.55
Malawi,2021-03-22,33270,1098,33,2,4034,211,0.13,0.0,411.55
Malawi,2021-03-21,33237,1096,21,3,4783,250,0.13,0.0,411.55
Malawi,2021-03-20,33216,1093,42,1,4840,253,,0.0,411.55
Malawi,2021-03-19,33174,1092,129,1,4954,259,0.08,0.0,411.55
Malawi,2021-03-18,33045,1091,75,3,3674,192,0.05,0.0,411.55
Malawi,2021-03-17,32970,1088,76,0,No Data,No Data,0.03,0.0,411.55
Malaysia,2021-05-03,417512,1551,2500,18,23565,728,2.83,1.81,11414.21
Malaysia,2021-05-02,415012,1533,3418,12,23173,716,,0.0,11414.21
Malaysia,2021-05-01,411594,1521,2881,15,20589,636,2.73,1.7,11414.21
Malaysia,2021-04-30,408713,1506,3788,14,21195,655,,0.0,11414.21
Malaysia,2021-04-29,404925,1492,3332,15,22961,709,2.71,1.68,11414.21
Malaysia,2021-04-28,401593,1477,3142,15,25351,783,2.69,1.66,11414.21
Malaysia,2021-04-27,398451,1462,2733,13,22710,702,2.61,1.62,11414.21
Malaysia,2021-04-26,395718,1449,2776,13,22514,696,2.54,1.59,11414.21
Malaysia,2021-04-25,392942,1436,2690,10,22903,708,2.47,1.56,11414.21
Malaysia,2021-04-24,390252,1426,2717,11,22200,686,2.45,1.54,11414.21
Malaysia,2021-04-23,387535,1415,2847,8,22049,681,2.42,1.53,11414.21
Malaysia,2021-04-22,384688,1407,2875,7,22150,684,2.38,1.51,11414.21
Malaysia,2021-04-21,381813,1400,2340,11,21866,676,2.34,1.47,11414.21
Malaysia,2021-04-20,379473,1389,2341,3,22949,709,2.31,1.43,11414.21
Malaysia,2021-04-19,377132,1386,2078,8,22673,701,2.24,1.39,11414.21
Malaysia,2021-04-18,375054,1378,2195,8,23578,728,2.17,1.37,11414.21
Malaysia,2021-04-17,372859,1370,2331,5,25470,787,2.15,1.36,11414.21
Malaysia,2021-04-16,370528,1365,2551,2,26314,813,2.12,1.35,11414.21
Malaysia,2021-04-15,367977,1363,2148,10,26596,822,2.07,1.34,11414.21
Malaysia,2021-04-14,365829,1353,1889,8,26523,819,2.02,1.31,11414.21
Malaysia,2021-04-13,363940,1345,1767,12,26813,828,1.95,1.29,11414.21
Malaysia,2021-04-12,362173,1333,1317,4,26986,834,1.88,1.27,11414.21
Malaysia,2021-04-11,360856,1329,1739,8,25432,786,1.8,1.22,11414.21
Malaysia,2021-04-10,359117,1321,1510,8,24174,747,1.77,1.19,11414.21
Malaysia,2021-04-09,357607,1313,1854,5,24364,753,1.75,1.16,11414.21
Malaysia,2021-04-08,355753,1308,1285,4,25642,792,1.73,1.12,11414.21
Malaysia,2021-04-07,354468,1304,1139,4,27833,860,1.69,1.07,11414.21
Malaysia,2021-04-06,353329,1300,1300,5,28683,886,1.65,1.01,11414.21
Malaysia,2021-04-05,352029,1295,1070,7,29803,921,1.62,0.95,11414.21
Malaysia,2021-04-04,350959,1288,1349,2,31573,975,1.59,0.89,11414.21
Malaysia,2021-04-03,349610,1286,1638,3,31615,977,1.57,0.86,11414.21
Malaysia,2021-04-02,347972,1283,1294,5,31301,967,1.56,0.82,11414.21
Malaysia,2021-04-01,346678,1278,1178,6,29078,898,1.54,0.75,11414.21
Malaysia,2021-03-31,345500,1272,1482,7,26747,826,1.49,0.67,11414.21
Malaysia,2021-03-30,344018,1265,1133,5,25667,793,1.46,0.58,11414.21
Malaysia,2021-03-29,342885,1260,941,5,24071,744,1.43,0.49,11414.21
Malaysia,2021-03-28,341944,1255,1302,4,21722,671,1.4,0.4,11414.21
Malaysia,2021-03-27,340642,1251,1199,2,21849,675,1.38,0.36,11414.21
Malaysia,2021-03-26,339443,1249,1275,1,21718,671,1.38,0.32,11414.21
Malaysia,2021-03-25,338168,1248,1360,2,21651,669,1.37,0.29,11414.21
Malaysia,2021-03-24,336808,1246,1268,2,20538,635,1.35,0.23,11414.21
Malaysia,2021-03-23,335540,1244,1384,6,19354,598,1.33,0.16,11414.21
Malaysia,2021-03-22,334156,1238,1116,5,18798,581,1.3,0.1,11414.21
Malaysia,2021-03-21,333040,1233,1327,4,18144,561,1.27,0.05,11414.21
Malaysia,2021-03-20,331713,1229,1671,4,17307,535,1.24,0.03,11414.21
Malaysia,2021-03-19,330042,1225,1576,2,17668,546,1.22,0.01,11414.21
Malaysia,2021-03-18,328466,1223,1213,3,19317,597,1.19,0.0,11414.21
Malaysia,2021-03-17,327253,1220,1219,2,20470,632,1.13,0.0,11414.21
Malaysia,2021-03-16,326034,1218,1063,5,21512,665,1.07,0.0,11414.21
Malaysia,2021-03-15,324971,1213,1208,3,22138,684,0.99,0.0,11414.21
Malaysia,2021-03-14,323763,1210,1354,4,23140,715,0.93,0.0,11414.21
Malaysia,2021-03-13,322409,1206,1470,3,23499,726,0.9,0.0,11414.21
Malaysia,2021-03-12,320939,1203,1575,3,23277,719,0.85,0.0,11414.21
Malaysia,2021-03-11,319364,1200,1647,9,21470,663,0.77,0.0,11414.21
Malaysia,2021-03-10,317717,1191,1448,5,20512,634,0.69,0.0,11414.21
Malaysia,2021-03-09,316269,1186,1280,9,20377,630,0.61,0.0,11414.21
Malaysia,2021-03-08,314989,1177,1529,8,20159,623,0.51,0.0,11414.21
Malaysia,2021-03-07,313460,1169,1683,3,17901,553,0.43,0.0,11414.21
Malaysia,2021-03-06,311777,1166,1680,7,17718,547,0.39,0.0,11414.21
Malaysia,2021-03-05,310097,1159,2154,6,15747,487,0.35,0.0,11414.21
Malaysia,2021-03-04,307943,1153,2063,5,13975,432,0.31,0.0,11414.21
Malaysia,2021-03-03,305880,1148,1745,7,11349,351,0.25,0.0,11414.21
Malaysia,2021-03-02,304135,1141,1555,6,7612,235,0.16,0.0,11414.21
Malaysia,2021-03-01,302580,1135,1828,5,4209,130,0.08,0.0,11414.21
Malaysia,2021-02-28,300752,1130,2437,9,2883,89,,0.0,11414.21
Malaysia,2021-02-27,298315,1121,2364,10,895,28,0.01,0.0,11414.21
Malaysia,2021-02-26,295951,1111,2253,11,895,28,,0.0,11414.21
Malaysia,2021-02-25,293698,1100,1924,12,895,28,,0.0,11414.21
Malaysia,2021-02-24,291774,1088,3545,12,895,28,,0.0,11414.21
Malaysia,2021-02-23,288229,1076,2468,14,No Data,No Data,0.0,0.0,11414.21
Maldives,2021-05-05,32665,74,734,0,4454,8240,55.53,22.86,10626.51
Maldives,2021-05-04,31931,74,601,0,4578,8469,55.39,22.11,10626.51
Maldives,2021-05-03,31330,74,585,0,4365,8075,55.2,21.13,10626.51
Maldives,2021-05-02,30745,74,508,1,4413,8164,55.06,20.07,10626.51
Maldives,2021-05-01,30237,73,402,0,4486,8299,54.94,18.98,10626.51
Maldives,2021-04-30,29835,73,465,0,5388,9968,,0.0,10626.51
Maldives,2021-04-29,29370,73,318,1,5596,10353,54.86,18.75,10626.51
Maldives,2021-04-28,29052,72,464,1,6119,11320,54.62,18.01,10626.51
