,Location,Date,Total_Confirmed,Total_Deaths,Daily_Confirmed,Daily_Deaths,daily_vaccinations,daily_vaccinations_per_million,gdppc
7668,Mexico,2021-03-13,2163875,194490,6104,639,206927,1605,9946.03
7669,Mexico,2021-03-12,2157771,193851,6816,699,181890,1411,9946.03
7670,Mexico,2021-03-11,2150955,193152,6469,661,160566,1245,9946.03
7671,Mexico,2021-03-10,2144486,192491,6602,702,122060,947,9946.03
7672,Mexico,2021-03-09,2137884,191789,7407,866,73919,573,9946.03
7673,Mexico,2021-03-08,2130477,190923,1877,319,46110,358,9946.03
7674,Mexico,2021-03-07,2128600,190604,2734,247,48287,375,9946.03
7675,Mexico,2021-03-06,2125866,190357,6561,779,54628,424,9946.03
7676,Mexico,2021-03-05,2119305,189578,6797,712,65838,511,9946.03
7677,Mexico,2021-03-04,2112508,188866,7521,822,83889,651,9946.03
7678,Mexico,2021-03-03,2104987,188044,7793,857,104685,812,9946.03
7679,Mexico,2021-03-02,2097194,187187,7913,1035,111754,867,9946.03
7680,Mexico,2021-03-01,2089281,186152,2343,437,113351,879,9946.03
7681,Mexico,2021-02-28,2086938,185715,2810,458,109420,849,9946.03
7682,Mexico,2021-02-27,2084128,185257,7246,783,103872,806,9946.03
7683,Mexico,2021-02-26,2076882,184474,7512,782,99553,772,9946.03
7684,Mexico,2021-02-25,2069370,183692,8462,877,110108,854,9946.03
7685,Mexico,2021-02-24,2060908,182815,8642,1006,120378,934,9946.03
7686,Mexico,2021-02-23,2052266,181809,8634,1273,126539,981,9946.03
7687,Mexico,2021-02-22,2043632,180536,2252,429,140532,1090,9946.03
7688,Mexico,2021-02-21,2041380,180107,3104,310,135880,1054,9946.03
7689,Mexico,2021-02-20,2038276,179797,7785,832,132856,1030,9946.03
7690,Mexico,2021-02-19,2030491,178965,7829,857,121165,940,9946.03
7691,Mexico,2021-02-18,2022662,178108,9099,1047,84658,657,9946.03
7692,Mexico,2021-02-17,2013563,177061,8988,1075,47633,369,9946.03
7693,Mexico,2021-02-16,2004575,175986,8683,1329,27731,215,9946.03
7694,Mexico,2021-02-15,1995892,174657,3098,450,4552,35,9946.03
7695,Mexico,2021-02-14,1992794,174207,4099,436,3497,27,9946.03
7696,Mexico,2021-02-13,1988695,173771,9741,1214,2302,18,9946.03
7697,Mexico,2021-02-12,1978954,172557,10388,1323,3669,28,9946.03
7698,Mexico,2021-02-11,1968566,171234,10677,1474,4337,34,9946.03
7699,Mexico,2021-02-10,1957889,169760,11138,1328,5444,42,9946.03
7700,Mexico,2021-02-09,1946751,168432,10738,1701,6246,48,9946.03
7701,Mexico,2021-02-08,1936013,166731,3868,531,6088,47,9946.03
7702,Mexico,2021-02-07,1932145,166200,6065,414,5741,45,9946.03
7703,Mexico,2021-02-06,1926080,165786,13209,1496,5699,44,9946.03
7704,Mexico,2021-02-05,1912871,164290,26626,3050,5443,42,9946.03
7705,Mexico,2021-02-04,1886245,161240,0,0,5321,41,9946.03
7706,Mexico,2021-02-03,1886245,161240,12153,1707,4365,34,9946.03
7707,Mexico,2021-02-02,1874092,159533,4384,433,3603,28,9946.03
7708,Mexico,2021-02-01,1869708,159100,5448,564,4300,33,9946.03
7709,Mexico,2021-01-31,1864260,158536,7030,462,6243,48,9946.03
7710,Mexico,2021-01-30,1857230,158074,15337,1495,7363,57,9946.03
7711,Mexico,2021-01-29,1841893,156579,16374,1434,6773,53,9946.03
7712,Mexico,2021-01-28,1825519,155145,18670,1506,15072,117,9946.03
7713,Mexico,2021-01-27,1806849,153639,17944,1623,22145,172,9946.03
7714,Mexico,2021-01-26,1788905,152016,17165,1743,22028,171,9946.03
7715,Mexico,2021-01-25,1771740,150273,8521,659,21797,169,9946.03
7716,Mexico,2021-01-24,1763219,149614,10872,530,22498,174,9946.03
7717,Mexico,2021-01-23,1752347,149084,20057,1470,22217,172,9946.03
7718,Mexico,2021-01-22,1732290,147614,21007,1440,28205,219,9946.03
7719,Mexico,2021-01-21,1711283,146174,22339,1803,31765,246,9946.03
7720,Mexico,2021-01-20,1688944,144371,20548,1539,44066,342,9946.03
7721,Mexico,2021-01-19,1668396,142832,18894,1584,57892,449,9946.03
7722,Mexico,2021-01-18,1649502,141248,8074,544,57924,449,9946.03
7723,Mexico,2021-01-17,1641428,140704,11170,463,55835,433,9946.03
7724,Mexico,2021-01-16,1630258,140241,20523,1219,55493,430,9946.03
7725,Mexico,2021-01-15,1609735,139022,21366,1106,49987,388,9946.03
7726,Mexico,2021-01-14,1588369,137916,16468,999,38797,301,9946.03
7727,Mexico,2021-01-13,1571901,136917,15873,1235,19912,154,9946.03
7728,Mexico,2021-01-12,1556028,135682,14395,1314,6378,49,9946.03
7729,Mexico,2021-01-11,1541633,134368,7594,662,6157,48,9946.03
7730,Mexico,2021-01-10,1534039,133706,10003,502,5876,46,9946.03
7731,Mexico,2021-01-09,1524036,133204,16105,1135,5488,43,9946.03
7732,Mexico,2021-01-08,1507931,132069,14362,1038,4984,39,9946.03
7733,Mexico,2021-01-07,1493569,131031,13734,1044,4230,33,9946.03
7734,Mexico,2021-01-06,1479835,129987,13345,1165,4027,31,9946.03
7735,Mexico,2021-01-05,1466490,128822,11271,1065,4244,33,9946.03
7736,Mexico,2021-01-04,1455219,127757,6464,544,4912,38,9946.03
7737,Mexico,2021-01-03,1448755,127213,5211,362,4763,37,9946.03
7738,Mexico,2021-01-02,1443544,126851,6359,344,4407,34,9946.03
7739,Mexico,2021-01-01,1437185,126507,11091,700,4051,31,9946.03
7740,Mexico,2020-12-31,1426094,125807,12159,910,3695,29,9946.03
7741,Mexico,2020-12-30,1413935,124897,12406,1052,3679,29,9946.03
7742,Mexico,2020-12-29,1401529,123845,12099,990,3121,24,9946.03
7743,Mexico,2020-12-28,1389430,122855,5996,429,1664,13,9946.03
7744,Mexico,2020-12-27,1383434,122426,6217,400,1300,10,9946.03
7745,Mexico,2020-12-26,1377217,122026,4974,189,1300,10,9946.03
7746,Mexico,2020-12-25,1372243,121837,9679,665,1300,10,9946.03
7747,Moldova,2021-05-05,251820,5892,316,23,2996,743,4494.02
7748,Moldova,2021-05-04,251504,5869,126,19,2541,630,4494.02
7749,Moldova,2021-05-03,251378,5850,43,12,3560,883,4494.02
7750,Moldova,2021-05-02,251335,5838,175,12,3662,908,4494.02
7751,Moldova,2021-05-01,251160,5826,323,14,3764,933,4494.02
7752,Moldova,2021-04-30,250837,5812,329,17,3866,958,4494.02
7753,Moldova,2021-04-29,250508,5795,370,15,5031,1247,4494.02
7754,Moldova,2021-04-28,250138,5780,424,18,4962,1230,4494.02
7755,Moldova,2021-04-27,249714,5762,329,17,4709,1167,4494.02
7756,Moldova,2021-04-26,249385,5745,246,15,4046,1003,4494.02
7757,Moldova,2021-04-25,249139,5730,241,21,4250,1054,4494.02
7758,Moldova,2021-04-24,248898,5709,380,18,4161,1031,4494.02
7759,Moldova,2021-04-23,248518,5691,509,23,4073,1010,4494.02
7760,Moldova,2021-04-22,248009,5668,618,25,3412,846,4494.02
7761,Moldova,2021-04-21,247391,5643,700,27,3729,924,4494.02
7762,Moldova,2021-04-20,246691,5616,453,25,3980,987,4494.02
7763,Moldova,2021-04-19,246238,5591,341,20,4184,1037,4494.02
7764,Moldova,2021-04-18,245897,5571,403,23,4184,1037,4494.02
7765,Moldova,2021-04-17,245494,5548,628,27,4534,1124,4494.02
7766,Moldova,2021-04-16,244866,5521,689,28,4883,1210,4494.02
7767,Moldova,2021-04-15,244177,5493,812,27,4255,1055,4494.02
7768,Moldova,2021-04-14,243365,5466,1001,28,3394,841,4494.02
7769,Moldova,2021-04-13,242364,5438,544,29,2887,716,4494.02
7770,Moldova,2021-04-12,241820,5409,603,21,2505,621,4494.02
7771,Moldova,2021-04-11,241217,5388,331,19,2379,590,4494.02
7772,Moldova,2021-04-10,240886,5369,830,30,2162,536,4494.02
7773,Moldova,2021-04-09,240056,5339,910,32,1945,482,4494.02
7774,Moldova,2021-04-08,239146,5307,1428,39,2011,499,4494.02
7775,Moldova,2021-04-07,237718,5268,1155,44,2084,517,4494.02
7776,Moldova,2021-04-06,236563,5224,773,46,1837,455,4494.02
7777,Moldova,2021-04-05,235790,5178,703,42,1778,441,4494.02
7778,Moldova,2021-04-04,235087,5136,693,44,1719,426,4494.02
7779,Moldova,2021-04-03,234394,5092,1258,44,1693,420,4494.02
7780,Moldova,2021-04-02,233136,5048,1380,45,1889,468,4494.02
7781,Moldova,2021-04-01,231756,5003,1515,43,2101,521,4494.02
7782,Moldova,2021-03-31,230241,4960,1871,45,2410,597,4494.02
7783,Moldova,2021-03-30,228370,4915,917,46,2503,620,4494.02
7784,Moldova,2021-03-29,227453,4869,932,42,2323,576,4494.02
7785,Moldova,2021-03-28,226521,4827,861,42,2143,531,4494.02
7786,Moldova,2021-03-27,225660,4785,1674,40,2049,508,4494.02
7787,Moldova,2021-03-26,223986,4745,1866,43,1733,430,4494.02
7788,Moldova,2021-03-25,222120,4702,2132,41,1440,357,4494.02
7789,Moldova,2021-03-24,219988,4661,2273,38,1046,259,4494.02
7790,Moldova,2021-03-23,217715,4623,1621,33,911,226,4494.02
7791,Moldova,2021-03-22,216094,4590,1060,31,1156,287,4494.02
7792,Moldova,2021-03-21,215034,4559,831,28,1200,297,4494.02
7793,Moldova,2021-03-20,214203,4531,1635,30,1159,287,4494.02
7794,Moldova,2021-03-19,212568,4501,1843,29,1322,328,4494.02
7795,Moldova,2021-03-18,210725,4472,1797,36,1321,327,4494.02
7796,Moldova,2021-03-17,208928,4436,1916,34,1383,343,4494.02
7797,Moldova,2021-03-16,207012,4402,1688,33,1270,315,4494.02
7798,Moldova,2021-03-15,205324,4369,861,39,1049,260,4494.02
7799,Moldova,2021-03-14,204463,4330,753,36,1029,255,4494.02
7800,Moldova,2021-03-13,203710,4294,1801,36,1009,250,4494.02
7801,Moldova,2021-03-12,201909,4258,1785,38,785,195,4494.02
7802,Moldova,2021-03-11,200124,4220,1896,37,711,176,4494.02
7803,Moldova,2021-03-10,198228,4183,1753,33,520,129,4494.02
7804,Moldova,2021-03-09,196475,4150,873,21,520,129,4494.02
7805,Moldova,2021-03-08,195602,4129,350,18,520,129,4494.02
7806,Moldova,2021-03-07,195252,4111,647,20,520,129,4494.02
7807,Moldova,2021-03-06,194605,4091,1620,20,520,129,4494.02
7808,Monaco,2021-04-22,2423,31,1,0,205,5224,
7809,Monaco,2021-04-21,2422,31,9,0,203,5173,
7810,Monaco,2021-04-20,2413,31,9,0,200,5096,
7811,Monaco,2021-04-19,2404,31,5,0,198,5045,
7812,Monaco,2021-04-18,2399,31,4,0,195,4969,
7813,Monaco,2021-04-17,2395,31,4,0,193,4918,
7814,Monaco,2021-04-16,2391,31,4,0,190,4842,
7815,Monaco,2021-04-15,2387,31,3,0,188,4791,
7816,Monaco,2021-04-14,2384,31,6,0,188,4791,
7817,Monaco,2021-04-13,2378,31,1,0,188,4791,
7818,Monaco,2021-04-12,2377,31,2,0,188,4791,
7819,Monaco,2021-04-11,2375,31,1,0,188,4791,
7820,Monaco,2021-04-10,2374,31,5,0,188,4791,
7821,Monaco,2021-04-09,2369,31,5,1,188,4791,
7822,Monaco,2021-04-08,2364,30,11,0,186,4740,
7823,Monaco,2021-04-07,2353,30,8,0,184,4689,
7824,Monaco,2021-04-06,2345,30,11,0,182,4638,
7825,Monaco,2021-04-05,2334,30,5,1,180,4587,
7826,Monaco,2021-04-04,2329,29,3,0,178,4536,
7827,Monaco,2021-04-03,2326,29,6,1,176,4485,
7828,Monaco,2021-04-02,2320,28,15,0,174,4434,
7829,Monaco,2021-04-01,2305,28,17,0,174,4434,
7830,Monaco,2021-03-31,2288,28,6,0,174,4434,
7831,Monaco,2021-03-30,2282,28,17,0,174,4434,
7832,Monaco,2021-03-29,2265,28,6,0,174,4434,
7833,Monaco,2021-03-28,2259,28,5,0,174,4434,
7834,Monaco,2021-03-27,2254,28,6,0,174,4434,
7835,Monaco,2021-03-26,2248,28,21,0,174,4434,
7836,Monaco,2021-03-25,2227,28,17,0,172,4383,
7837,Monaco,2021-03-24,2210,28,11,1,171,4357,
7838,Monaco,2021-03-23,2199,27,17,0,170,4332,
7839,Monaco,2021-03-22,2182,27,9,0,168,4281,
7840,Monaco,2021-03-21,2173,27,0,0,167,4255,
7841,Monaco,2021-03-20,2173,27,9,0,166,4230,
7842,Monaco,2021-03-19,2164,27,15,0,165,4204,
7843,Monaco,2021-03-18,2149,27,8,0,165,4204,
7844,Monaco,2021-03-17,2141,27,6,0,165,4204,
7845,Monaco,2021-03-16,2135,27,15,0,165,4204,
7846,Monaco,2021-03-15,2120,27,13,0,165,4204,
7847,Monaco,2021-03-14,2107,27,1,0,165,4204,
7848,Monaco,2021-03-13,2106,27,9,0,165,4204,
7849,Monaco,2021-03-12,2097,27,22,1,165,4204,
7850,Monaco,2021-03-11,2075,26,13,0,165,4204,
7851,Monaco,2021-03-10,2062,26,14,0,183,4663,
7852,Monaco,2021-03-09,2048,26,20,0,201,5122,
7853,Monaco,2021-03-08,2028,26,5,0,220,5606,
7854,Monaco,2021-03-07,2023,26,4,0,238,6065,
7855,Monaco,2021-03-06,2019,26,10,0,257,6549,
7856,Monaco,2021-03-05,2009,26,12,0,275,7007,
7857,Monaco,2021-03-04,1997,26,16,0,294,7492,
7858,Monaco,2021-03-03,1981,26,16,1,294,7492,
7859,Monaco,2021-03-02,1965,25,0,1,294,7492,
7860,Monaco,2021-03-01,1965,24,9,0,294,7492,
7861,Monaco,2021-02-28,1956,24,3,0,294,7492,
7862,Monaco,2021-02-27,1953,24,11,1,294,7492,
7863,Monaco,2021-02-26,1942,23,10,0,294,7492,
7864,Monaco,2021-02-25,1932,23,16,0,294,7492,
7865,Monaco,2021-02-24,1916,23,12,0,294,7492,
7866,Monaco,2021-02-23,1904,23,19,1,294,7492,
7867,Monaco,2021-02-22,1885,22,15,0,294,7492,
7868,Monaco,2021-02-21,1870,22,8,0,294,7492,
7869,Monaco,2021-02-20,1862,22,18,0,294,7492,
7870,Monaco,2021-02-19,1844,22,9,0,294,7492,
7871,Monaco,2021-02-18,1835,22,19,0,294,7492,
7872,Monaco,2021-02-17,1816,22,29,1,294,7492,
7873,Monaco,2021-02-16,1787,21,13,0,294,7492,
7874,Monaco,2021-02-15,1774,21,14,0,294,7492,
7875,Monaco,2021-02-14,1760,21,5,0,294,7492,
7876,Monaco,2021-02-13,1755,21,3,0,294,7492,
7877,Monaco,2021-02-12,1752,21,17,2,294,7492,
7878,Monaco,2021-02-11,1735,19,18,0,294,7492,
7879,Monaco,2021-02-10,1717,19,22,0,294,7492,
7880,Monaco,2021-02-09,1695,19,30,0,294,7492,
7881,Monaco,2021-02-08,1665,19,10,0,294,7492,
7882,Monaco,2021-02-07,1655,19,8,0,294,7492,
7883,Monaco,2021-02-06,1647,19,22,0,294,7492,
7884,Monaco,2021-02-05,1625,19,29,1,294,7492,
7885,Monaco,2021-02-04,1596,18,24,0,294,7492,
7886,Monaco,2021-02-03,1572,18,29,1,294,7492,
7887,Monaco,2021-02-02,1543,17,44,3,294,7492,
7888,Monaco,2021-02-01,1499,14,10,1,294,7492,
7889,Monaco,2021-01-31,1489,13,14,2,294,7492,
7890,Monaco,2021-01-30,1475,11,45,0,294,7492,
7891,Monaco,2021-01-29,1430,11,0,0,294,7492,
7892,Monaco,2021-01-28,1430,11,17,1,294,7492,
7893,Monaco,2021-01-27,1413,10,14,1,294,7492,
7894,Monaco,2021-01-26,1399,9,31,0,294,7492,
7895,Monaco,2021-01-25,1368,9,11,0,294,7492,
7896,Monaco,2021-01-24,1357,9,12,0,270,6880,
7897,Monaco,2021-01-23,1345,9,34,0,246,6268,
7898,Monaco,2021-01-22,1311,9,24,0,222,5657,
7899,Monaco,2021-01-21,1287,9,25,0,198,5045,
7900,Monaco,2021-01-20,1262,9,22,0,174,4434,
7901,Monaco,2021-01-19,1240,9,28,2,150,3822,
7902,Monaco,2021-01-18,1212,7,7,0,126,3211,
7903,Monaco,2021-01-17,1205,7,11,0,126,3211,
7904,Monaco,2021-01-16,1194,7,25,0,126,3211,
7905,Monaco,2021-01-15,1169,7,24,0,126,3211,
7906,Monaco,2021-01-14,1145,7,17,0,126,3211,
7907,Monaco,2021-01-13,1128,7,36,0,126,3211,
7908,Monaco,2021-01-12,1092,7,22,3,126,3211,
7909,Monaco,2021-01-11,1070,4,13,0,126,3211,
7910,Monaco,2021-01-10,1057,4,4,0,126,3211,
7911,Monaco,2021-01-09,1053,4,12,0,126,3211,
7912,Monaco,2021-01-08,1041,4,23,1,126,3211,
7913,Monaco,2021-01-07,1018,3,40,0,126,3211,
7914,Monaco,2021-01-06,978,3,31,0,126,3211,
7915,Monaco,2021-01-05,947,3,30,0,126,3211,
7916,Monaco,2021-01-04,917,3,10,0,126,3211,
7917,Monaco,2021-01-03,907,3,6,0,126,3211,
7918,Monaco,2021-01-02,901,3,16,0,126,3211,
7919,Monaco,2021-01-01,885,3,10,0,126,3211,
7920,Monaco,2020-12-31,875,3,22,0,126,3211,
7921,Mongolia,2021-05-05,41524,130,0,0,96552,29452,4339.84
7922,Mongolia,2021-05-04,41524,130,1128,4,93495,28519,4339.84
7923,Mongolia,2021-05-03,40396,126,1015,7,84676,25829,4339.84
7924,Mongolia,2021-05-02,39381,119,2096,4,75148,22923,4339.84
7925,Mongolia,2021-05-01,37285,115,0,0,70174,21406,4339.84
7926,Mongolia,2021-04-30,37285,115,1306,5,67220,20505,4339.84
7927,Mongolia,2021-04-29,35979,110,2371,13,66831,20386,4339.84
7928,Mongolia,2021-04-28,33608,97,1171,9,59321,18095,4339.84
7929,Mongolia,2021-04-27,32437,88,1098,8,49603,15131,4339.84
7930,Mongolia,2021-04-26,31339,80,0,0,40786,12441,4339.84
7931,Mongolia,2021-04-25,31339,80,856,2,31968,9751,4339.84
7932,Mongolia,2021-04-24,30483,78,1264,4,23151,7062,4339.84
7933,Mongolia,2021-04-23,29219,74,2527,13,14334,4372,4339.84
7934,Mongolia,2021-04-22,26692,61,1328,5,5516,1683,4339.84
7935,Mongolia,2021-04-21,25364,56,0,0,5516,1683,4339.84
7936,Mongolia,2021-04-20,25364,56,1169,5,5516,1683,4339.84
7937,Mongolia,2021-04-19,24195,51,1311,2,5516,1683,4339.84
7938,Mongolia,2021-04-18,22884,49,889,5,5516,1683,4339.84
7939,Mongolia,2021-04-17,21995,44,2323,7,5516,1683,4339.84
7940,Mongolia,2021-04-16,19672,37,1107,6,5516,1683,4339.84
7941,Mongolia,2021-04-15,18565,31,0,0,8915,2719,4339.84
7942,Mongolia,2021-04-14,18565,31,742,2,15475,4720,4339.84
7943,Mongolia,2021-04-13,17823,29,1220,2,22036,6722,4339.84
7944,Mongolia,2021-04-12,16603,27,1589,5,28757,8772,4339.84
7945,Mongolia,2021-04-11,15014,22,831,2,33399,10188,4339.84
7946,Mongolia,2021-04-10,14183,20,0,0,38270,11674,4339.84
7947,Mongolia,2021-04-09,14183,20,689,1,39349,12003,4339.84
7948,Mongolia,2021-04-08,13494,19,1268,2,36938,11267,4339.84
7949,Mongolia,2021-04-07,12226,17,575,4,31146,9501,4339.84
7950,Mongolia,2021-04-06,11651,13,0,0,25263,7706,4339.84
7951,Mongolia,2021-04-05,11651,13,831,2,19330,5896,4339.84
7952,Mongolia,2021-04-04,10820,11,1222,1,14115,4306,4339.84
7953,Mongolia,2021-04-03,9598,10,0,0,8670,2645,4339.84
7954,Mongolia,2021-04-02,9598,10,757,2,7712,2352,4339.84
7955,Mongolia,2021-04-01,8841,8,0,0,6846,2088,4339.84
7956,Mongolia,2021-03-31,8841,8,394,2,6198,1891,4339.84
7957,Mongolia,2021-03-30,8447,6,377,0,9523,2905,4339.84
7958,Mongolia,2021-03-29,8070,6,481,0,8958,2733,4339.84
7959,Mongolia,2021-03-28,7589,6,896,1,9756,2976,4339.84
7960,Mongolia,2021-03-27,6693,5,0,0,10278,3135,4339.84
7961,Mongolia,2021-03-26,6693,5,361,0,11391,3475,4339.84
7962,Mongolia,2021-03-25,6332,5,437,0,13115,4001,4339.84
7963,Mongolia,2021-03-24,5895,5,285,0,16763,5113,4339.84
7964,Mongolia,2021-03-23,5610,5,218,0,13856,4227,4339.84
7965,Mongolia,2021-03-22,5392,5,206,0,14010,4274,4339.84
7966,Mongolia,2021-03-21,5186,5,380,1,15611,4762,4339.84
7967,Mongolia,2021-03-20,4806,4,0,0,17158,5234,4339.84
7968,Mongolia,2021-03-19,4806,4,148,0,17497,5337,4339.84
7969,Mongolia,2021-03-18,4658,4,160,0,17610,5372,4339.84
7970,Mongolia,2021-03-17,4498,4,158,0,15599,4758,4339.84
7971,Mongolia,2021-03-16,4340,4,130,0,15068,4596,4339.84
7972,Mongolia,2021-03-15,4210,4,127,0,14125,4309,4339.84
7973,Mongolia,2021-03-14,4083,4,122,0,11733,3579,4339.84
7974,Mongolia,2021-03-13,3961,4,128,0,9672,2950,4339.84
7975,Mongolia,2021-03-12,3833,4,169,0,7533,2298,4339.84
7976,Mongolia,2021-03-11,3664,4,183,1,5009,1528,4339.84
7977,Mongolia,2021-03-10,3481,3,0,0,2726,832,4339.84
7978,Mongolia,2021-03-09,3481,3,109,0,1635,499,4339.84
7979,Mongolia,2021-03-08,3372,3,36,1,1542,470,4339.84
7980,Mongolia,2021-03-07,3336,2,108,0,1450,442,4339.84
7981,Mongolia,2021-03-06,3228,2,67,0,1357,414,4339.84
7982,Mongolia,2021-03-05,3161,2,8,0,1404,428,4339.84
7983,Mongolia,2021-03-04,3153,2,77,0,1441,440,4339.84
7984,Mongolia,2021-03-03,3076,2,44,0,1327,405,4339.84
7985,Mongolia,2021-03-02,3032,2,32,0,1213,370,4339.84
7986,Mongolia,2021-03-01,3000,2,48,0,1232,376,4339.84
7987,Mongolia,2021-02-28,2952,2,45,0,1286,392,4339.84
7988,Mongolia,2021-02-27,2907,2,41,0,1362,415,4339.84
7989,Mongolia,2021-02-26,2866,2,35,0,1232,376,4339.84
7990,Mongolia,2021-02-25,2831,2,30,0,1037,316,4339.84
7991,Mongolia,2021-02-24,2801,2,46,0,1037,316,4339.84
7992,Mongolia,2021-02-23,2755,2,32,0,1037,316,4339.84
7993,Montenegro,2021-05-05,97930,1521,117,5,3555,5660,8910.5
7994,Montenegro,2021-05-04,97813,1516,95,6,762,1213,8910.5
7995,Montenegro,2021-05-03,97718,1510,99,5,539,858,8910.5
7996,Montenegro,2021-05-02,97619,1505,102,3,504,802,8910.5
7997,Montenegro,2021-05-01,97517,1502,128,7,537,855,8910.5
7998,Montenegro,2021-04-30,97389,1495,132,3,431,686,8910.5
7999,Montenegro,2021-04-29,97257,1492,177,7,381,607,8910.5
8000,Montenegro,2021-04-28,97080,1485,150,7,424,675,8910.5
8001,Montenegro,2021-04-27,96930,1478,151,5,537,855,8910.5
8002,Montenegro,2021-04-26,96779,1473,119,8,650,1035,8910.5
8003,Montenegro,2021-04-25,96660,1465,161,2,755,1202,8910.5
8004,Montenegro,2021-04-24,96499,1463,151,6,988,1573,8910.5
8005,Montenegro,2021-04-23,96348,1457,161,6,1132,1802,8910.5
8006,Montenegro,2021-04-22,96187,1451,139,7,1265,2014,8910.5
8007,Montenegro,2021-04-21,96048,1444,154,3,1506,2398,8910.5
8008,Montenegro,2021-04-20,95894,1441,199,3,1635,2603,8910.5
8009,Montenegro,2021-04-19,95695,1438,144,9,1804,2872,8910.5
8010,Montenegro,2021-04-18,95551,1429,174,2,1739,2769,8910.5
8011,Montenegro,2021-04-17,95377,1427,172,6,1574,2506,8910.5
8012,Montenegro,2021-04-16,95205,1421,163,9,1571,2501,8910.5
8013,Montenegro,2021-04-15,95042,1412,183,7,1536,2446,8910.5
8014,Montenegro,2021-04-14,94859,1405,216,14,1437,2288,8910.5
8015,Montenegro,2021-04-13,94643,1391,224,10,1521,2422,8910.5
8016,Montenegro,2021-04-12,94419,1381,150,8,1605,2555,8910.5
8017,Montenegro,2021-04-11,94269,1373,234,8,1820,2898,8910.5
8018,Montenegro,2021-04-10,94035,1365,232,11,2057,3275,8910.5
8019,Montenegro,2021-04-09,93803,1354,237,9,2116,3369,8910.5
8020,Montenegro,2021-04-08,93566,1345,257,11,2214,3525,8910.5
8021,Montenegro,2021-04-07,93309,1334,279,8,2067,3291,8910.5
8022,Montenegro,2021-04-06,93030,1326,290,9,1995,3176,8910.5
8023,Montenegro,2021-04-05,92740,1317,221,12,1642,2614,8910.5
8024,Montenegro,2021-04-04,92519,1305,297,2,1578,2512,8910.5
8025,Montenegro,2021-04-03,92222,1303,316,7,1503,2393,8910.5
8026,Montenegro,2021-04-02,91906,1296,333,10,1466,2334,8910.5
8027,Montenegro,2021-04-01,91573,1286,355,12,1445,2301,8910.5
8028,Montenegro,2021-03-31,91218,1274,386,8,1655,2635,8910.5
8029,Montenegro,2021-03-30,90832,1266,414,10,1672,2662,8910.5
8030,Montenegro,2021-03-29,90418,1256,335,11,1704,2713,8910.5
8031,Montenegro,2021-03-28,90083,1245,351,4,1558,2481,8910.5
8032,Montenegro,2021-03-27,89732,1241,369,7,1308,2083,8910.5
8033,Montenegro,2021-03-26,89363,1234,372,4,1127,1794,8910.5
8034,Montenegro,2021-03-25,88991,1230,441,6,978,1557,8910.5
8035,Montenegro,2021-03-24,88550,1224,434,4,726,1156,8910.5
8036,Montenegro,2021-03-23,88116,1220,478,12,521,830,8910.5
8037,Montenegro,2021-03-22,87638,1208,426,9,544,866,8910.5
8038,Montenegro,2021-03-21,87212,1199,430,5,566,901,8910.5
8039,Montenegro,2021-03-20,86782,1194,500,10,531,845,8910.5
8040,Montenegro,2021-03-19,86282,1184,508,6,496,790,8910.5
8041,Montenegro,2021-03-18,85774,1178,521,9,398,634,8910.5
8042,Montenegro,2021-03-17,85253,1169,553,18,359,572,8910.5
8043,Montenegro,2021-03-16,84700,1151,537,15,269,428,8910.5
8044,Montenegro,2021-03-15,84163,1136,470,7,192,306,8910.5
8045,Montenegro,2021-03-14,83693,1129,528,7,151,240,8910.5
8046,Montenegro,2021-03-13,83165,1122,555,5,168,267,8910.5
8047,Montenegro,2021-03-12,82610,1117,581,4,161,256,8910.5
8048,Montenegro,2021-03-11,82029,1113,572,13,172,274,8910.5
8049,Montenegro,2021-03-10,81457,1100,654,8,184,293,8910.5
8050,Montenegro,2021-03-09,80803,1092,612,7,202,322,8910.5
8051,Montenegro,2021-03-08,80191,1085,417,18,219,349,8910.5
8052,Montenegro,2021-03-07,79774,1067,537,8,183,291,8910.5
8053,Montenegro,2021-03-06,79237,1059,603,11,148,236,8910.5
8054,Montenegro,2021-03-05,78634,1048,574,9,137,218,8910.5
8055,Montenegro,2021-03-04,78060,1039,567,8,139,221,8910.5
8056,Montenegro,2021-03-03,77493,1031,625,8,148,236,8910.5
8057,Montenegro,2021-03-02,76868,1023,585,8,152,242,8910.5
8058,Montenegro,2021-03-01,76283,1015,449,12,155,247,8910.5
8059,Montenegro,2021-02-28,75834,1003,502,4,175,279,8910.5
8060,Montenegro,2021-02-27,75332,999,543,5,196,312,8910.5
8061,Montenegro,2021-02-26,74789,994,606,7,215,342,8910.5
8062,Montenegro,2021-02-25,74183,987,571,11,223,355,8910.5
8063,Montenegro,2021-02-24,73612,976,643,7,223,355,8910.5
8064,Montenegro,2021-02-23,72969,969,574,12,223,355,8910.5
8065,Montenegro,2021-02-22,72395,957,400,7,223,355,8910.5
8066,Montenegro,2021-02-21,71995,950,402,11,223,355,8910.5
8067,Morocco,2021-05-05,512656,9043,371,5,62997,1707,3204.1
8068,Morocco,2021-05-04,512285,9038,373,6,73808,2000,3204.1
8069,Morocco,2021-05-03,511912,9032,56,4,62583,1696,3204.1
8070,Morocco,2021-05-02,511856,9028,294,2,57815,1566,3204.1
8071,Morocco,2021-05-01,511562,9026,313,3,53046,1437,3204.1
