,Location,Date,Total_Confirmed,Total_Deaths,Daily_Confirmed,Daily_Deaths,daily_vaccinations,daily_vaccinations_per_million,gdppc
1690,Bosnia and Herzegovina,2021-03-18,149891,5729,1728,57,263,80,6108.51
1691,Bosnia and Herzegovina,2021-03-17,148163,5672,1726,35,263,80,6108.51
1692,Bosnia and Herzegovina,2021-03-16,146437,5637,1606,53,263,80,6108.51
1693,Bosnia and Herzegovina,2021-03-15,144831,5584,2671,138,263,80,6108.51
1694,Bosnia and Herzegovina,2021-03-14,142160,5446,0,0,263,80,6108.51
1695,Bosnia and Herzegovina,2021-03-13,142160,5446,0,0,263,80,6108.51
1696,Bosnia and Herzegovina,2021-03-12,142160,5446,1170,36,263,80,6108.51
1697,Bosnia and Herzegovina,2021-03-11,140990,5410,1338,28,263,80,6108.51
1698,Bosnia and Herzegovina,2021-03-10,139652,5382,1110,37,263,80,6108.51
1699,Bosnia and Herzegovina,2021-03-09,138542,5345,1251,48,263,80,6108.51
1700,Bosnia and Herzegovina,2021-03-08,137291,5297,1778,69,263,80,6108.51
1701,Bosnia and Herzegovina,2021-03-07,135513,5228,0,0,263,80,6108.51
1702,Bosnia and Herzegovina,2021-03-06,135513,5228,0,0,263,80,6108.51
1703,Bosnia and Herzegovina,2021-03-05,135513,5228,621,28,263,80,6108.51
1704,Bosnia and Herzegovina,2021-03-04,134892,5200,910,26,263,80,6108.51
1705,Bosnia and Herzegovina,2021-03-03,133982,5174,894,29,263,80,6108.51
1706,Bosnia and Herzegovina,2021-03-02,133088,5145,2109,74,263,80,6108.51
1707,Bosnia and Herzegovina,2021-03-01,130979,5071,0,0,263,80,6108.51
1708,Bosnia and Herzegovina,2021-02-28,130979,5071,0,0,263,80,6108.51
1709,Bosnia and Herzegovina,2021-02-27,130979,5071,0,0,263,80,6108.51
1710,Bosnia and Herzegovina,2021-02-26,130979,5071,469,9,263,80,6108.51
1711,Bosnia and Herzegovina,2021-02-25,130510,5062,757,11,263,80,6108.51
1712,Bosnia and Herzegovina,2021-02-24,129753,5051,577,17,263,80,6108.51
1713,Bosnia and Herzegovina,2021-02-23,129176,5034,515,18,263,80,6108.51
1714,Bosnia and Herzegovina,2021-02-22,128661,5016,1124,37,263,80,6108.51
1715,Bosnia and Herzegovina,2021-02-21,127537,4979,0,0,263,80,6108.51
1716,Bosnia and Herzegovina,2021-02-20,127537,4979,0,0,263,80,6108.51
1717,Bosnia and Herzegovina,2021-02-19,127537,4979,402,17,263,80,6108.51
1718,Bosnia and Herzegovina,2021-02-18,127135,4962,354,13,263,80,6108.51
1719,Bosnia and Herzegovina,2021-02-17,126781,4949,368,14,263,80,6108.51
1720,Bosnia and Herzegovina,2021-02-16,126413,4935,274,19,263,80,6108.51
1721,Bosnia and Herzegovina,2021-02-15,126139,4916,737,35,263,80,6108.51
1722,Bosnia and Herzegovina,2021-02-14,125402,4881,0,0,263,80,6108.51
1723,Bosnia and Herzegovina,2021-02-13,125402,4881,0,0,263,80,6108.51
1724,Bosnia and Herzegovina,2021-02-12,125402,4881,279,13,263,80,6108.51
1725,Botswana,2021-04-30,46934,712,0,0,389,165,7961.33
1726,Botswana,2021-04-29,46934,712,334,10,534,227,7961.33
1727,Botswana,2021-04-28,46600,702,0,0,680,289,7961.33
1728,Botswana,2021-04-27,46600,702,745,11,826,351,7961.33
1729,Botswana,2021-04-26,45855,691,0,0,971,413,7961.33
1730,Botswana,2021-04-25,45855,691,0,0,1148,488,7961.33
1731,Botswana,2021-04-24,45855,691,0,0,1325,563,7961.33
1732,Botswana,2021-04-23,45855,691,0,0,1501,638,7961.33
1733,Botswana,2021-04-22,45855,691,1153,7,1718,731,7961.33
1734,Botswana,2021-04-21,44702,684,0,0,1934,822,7961.33
1735,Botswana,2021-04-20,44702,684,0,0,2151,915,7961.33
1736,Botswana,2021-04-19,44702,684,627,13,2367,1007,7961.33
1737,Botswana,2021-04-18,44075,671,0,0,2476,1053,7961.33
1738,Botswana,2021-04-17,44075,671,0,0,2584,1099,7961.33
1739,Botswana,2021-04-16,44075,671,0,0,2692,1145,7961.33
1740,Botswana,2021-04-15,44075,671,631,8,2377,1011,7961.33
1741,Botswana,2021-04-14,43444,663,0,0,2061,876,7961.33
1742,Botswana,2021-04-13,43444,663,0,0,1746,742,7961.33
1743,Botswana,2021-04-12,43444,663,770,27,1430,608,7961.33
1744,Botswana,2021-04-11,42674,636,0,0,1185,504,7961.33
1745,Botswana,2021-04-10,42674,636,0,0,940,400,7961.33
1746,Botswana,2021-04-09,42674,636,964,20,695,296,7961.33
1747,Botswana,2021-04-08,41710,616,0,0,827,352,7961.33
1748,Botswana,2021-04-07,41710,616,0,0,959,408,7961.33
1749,Botswana,2021-04-06,41710,616,0,0,1090,464,7961.33
1750,Botswana,2021-04-05,41710,616,832,25,1222,520,7961.33
1751,Botswana,2021-04-04,40878,591,0,0,1354,576,7961.33
1752,Botswana,2021-04-03,40878,591,0,0,1486,632,7961.33
1753,Botswana,2021-04-02,40878,591,0,0,1618,688,7961.33
1754,Botswana,2021-04-01,40878,591,1030,23,1618,688,7961.33
1755,Botswana,2021-03-31,39848,568,0,0,1618,688,7961.33
1756,Botswana,2021-03-30,39848,568,0,0,1618,688,7961.33
1757,Botswana,2021-03-29,39848,568,1382,62,1618,688,7961.33
1758,Botswana,2021-03-28,38466,506,0,0,1618,688,7961.33
1759,Botswana,2021-03-27,38466,506,0,0,1618,688,7961.33
1760,Botswana,2021-03-26,38466,506,0,0,1618,688,7961.33
1761,Brazil,2021-05-05,14930183,414399,73295,2811,740290,3483,8717.19
1762,Brazil,2021-05-04,14856888,411588,77359,2966,729289,3431,8717.19
1763,Brazil,2021-05-03,14779529,408622,24619,983,710754,3344,8717.19
1764,Brazil,2021-05-02,14754910,407639,28935,1202,735178,3459,8717.19
1765,Brazil,2021-05-01,14725975,406437,66964,2656,757933,3566,8717.19
1766,Brazil,2021-04-30,14659011,403781,68333,2595,798004,3754,8717.19
1767,Brazil,2021-04-29,14590678,401186,69389,3001,995000,4681,8717.19
1768,Brazil,2021-04-28,14521289,398185,79726,3163,992146,4668,8717.19
1769,Brazil,2021-04-27,14441563,395022,72140,3086,908810,4276,8717.19
1770,Brazil,2021-04-26,14369423,391936,28636,1139,747378,3516,8717.19
1771,Brazil,2021-04-25,14340787,390797,32572,1305,725721,3414,8717.19
1772,Brazil,2021-04-24,14308215,389492,71137,3076,727766,3424,8717.19
1773,Brazil,2021-04-23,14237078,386416,69105,2914,683902,3217,8717.19
1774,Brazil,2021-04-22,14167973,383502,45178,2027,430031,2023,8717.19
1775,Brazil,2021-04-21,14122795,381475,79719,3472,336382,1583,8717.19
1776,Brazil,2021-04-20,14043076,378003,69381,3321,429344,2020,8717.19
1777,Brazil,2021-04-19,13973695,374682,30624,1347,903176,4249,8717.19
1778,Brazil,2021-04-18,13943071,373335,42980,1657,886544,4171,8717.19
1779,Brazil,2021-04-17,13900091,371678,67636,2929,869635,4091,8717.19
1780,Brazil,2021-04-16,13832455,368749,85774,3305,941458,4429,8717.19
1781,Brazil,2021-04-15,13746681,365444,73174,3560,1004792,4727,8717.19
1782,Brazil,2021-04-14,13673507,361884,73513,3459,1072282,5045,8717.19
1783,Brazil,2021-04-13,13599994,358425,82186,3808,1135847,5344,8717.19
1784,Brazil,2021-04-12,13517808,354617,35785,1480,781720,3678,8717.19
1785,Brazil,2021-04-11,13482023,353137,37017,1803,810162,3811,8717.19
1786,Brazil,2021-04-10,13445006,351334,71832,2616,798868,3758,8717.19
1787,Brazil,2021-04-09,13373174,348718,93317,3693,728920,3429,8717.19
1788,Brazil,2021-04-08,13279857,345025,86652,4249,726681,3419,8717.19
1789,Brazil,2021-04-07,13193205,340776,92625,3829,720288,3389,8717.19
1790,Brazil,2021-04-06,13100580,336947,86979,4195,661176,3111,8717.19
1791,Brazil,2021-04-05,13013601,332752,28645,1319,554114,2607,8717.19
1792,Brazil,2021-04-04,12984956,331433,31359,1240,480449,2260,8717.19
1793,Brazil,2021-04-03,12953597,330193,43515,1987,491098,2310,8717.19
1794,Brazil,2021-04-02,12910082,328206,70238,2922,514287,2419,8717.19
1795,Brazil,2021-04-01,12839844,325284,91097,3769,476765,2243,8717.19
1796,Brazil,2021-03-31,12748747,321515,90638,3869,458860,2159,8717.19
1797,Brazil,2021-03-30,12658109,317646,84494,3780,430480,2025,8717.19
1798,Brazil,2021-03-29,12573615,313866,38927,1660,566513,2665,8717.19
1799,Brazil,2021-03-28,12534688,312206,44326,1656,592115,2786,8717.19
1800,Brazil,2021-03-27,12490362,310550,85948,3438,577131,2715,8717.19
1801,Brazil,2021-03-26,12404414,307112,84245,3650,528163,2485,8717.19
1802,Brazil,2021-03-25,12320169,303462,100158,2777,506249,2382,8717.19
1803,Brazil,2021-03-24,12220011,300685,89992,2009,465953,2192,8717.19
1804,Brazil,2021-03-23,12130019,298676,82493,3251,417182,1963,8717.19
1805,Brazil,2021-03-22,12047526,295425,49293,1383,317286,1493,8717.19
1806,Brazil,2021-03-21,11998233,294042,47774,1290,305644,1438,8717.19
1807,Brazil,2021-03-20,11950459,292752,79069,2438,302425,1423,8717.19
1808,Brazil,2021-03-19,11871390,290314,90570,2815,312314,1469,8717.19
1809,Brazil,2021-03-18,11780820,287499,86982,2724,324639,1527,8717.19
1810,Brazil,2021-03-17,11693838,284775,90303,2648,331400,1559,8717.19
1811,Brazil,2021-03-16,11603535,282127,83926,2841,280729,1321,8717.19
1812,Brazil,2021-03-15,11519609,279286,36239,1057,230058,1082,8717.19
1813,Brazil,2021-03-14,11483370,278229,43812,1127,168025,790,8717.19
1814,Brazil,2021-03-13,11439558,277102,76178,1997,164909,776,8717.19
1815,Brazil,2021-03-12,11363380,275105,85663,2216,140053,659,8717.19
1816,Brazil,2021-03-11,11277717,272889,75412,2233,143026,673,8717.19
1817,Brazil,2021-03-10,11202305,270656,79876,2286,155024,729,8717.19
1818,Brazil,2021-03-09,11122429,268370,70764,1972,211828,997,8717.19
1819,Brazil,2021-03-08,11051665,266398,32321,987,259965,1223,8717.19
1820,Brazil,2021-03-07,11019344,265411,80508,1086,258989,1218,8717.19
1821,Brazil,2021-03-06,10938836,264325,69609,1555,269398,1267,8717.19
1822,Brazil,2021-03-05,10869227,262770,75495,1800,295339,1389,8717.19
1823,Brazil,2021-03-04,10793732,260970,75102,1699,277239,1304,8717.19
1824,Brazil,2021-03-03,10718630,259271,71704,1910,246521,1160,8717.19
1825,Brazil,2021-03-02,10646926,257361,59925,1641,220567,1038,8717.19
1826,Brazil,2021-03-01,10587001,255720,35742,778,205292,966,8717.19
1827,Brazil,2021-02-28,10551259,254942,34027,721,211824,997,8717.19
1828,Brazil,2021-02-27,10517232,254221,61602,1386,215553,1014,8717.19
1829,Brazil,2021-02-26,10455630,252835,65169,1337,223804,1053,8717.19
1830,Brazil,2021-02-25,10390461,251498,65998,1541,227474,1070,8717.19
1831,Brazil,2021-02-24,10324463,249957,66588,1428,238305,1121,8717.19
1832,Brazil,2021-02-23,10257875,248529,62715,1386,241018,1134,8717.19
1833,Brazil,2021-02-22,10195160,247143,26986,639,247768,1166,8717.19
1834,Brazil,2021-02-21,10168174,246504,29026,527,244837,1152,8717.19
1835,Brazil,2021-02-20,10139148,245977,54940,1240,241137,1134,8717.19
1836,Brazil,2021-02-19,10084208,244737,53582,1280,262717,1236,8717.19
1837,Brazil,2021-02-18,10030626,243457,51879,1367,257121,1210,8717.19
1838,Brazil,2021-02-17,9978747,242090,56766,1150,251887,1185,8717.19
1839,Brazil,2021-02-16,9921981,240940,55271,1167,255676,1203,8717.19
1840,Brazil,2021-02-15,9866710,239773,32197,528,241206,1135,8717.19
1841,Brazil,2021-02-14,9834513,239245,24759,713,240466,1131,8717.19
1842,Brazil,2021-02-13,9809754,238532,44299,1043,246260,1159,8717.19
1843,Brazil,2021-02-12,9765455,237489,51546,1288,231604,1090,8717.19
1844,Brazil,2021-02-11,9713909,236201,54742,1351,190540,896,8717.19
1845,Brazil,2021-02-10,9659167,234850,59602,1330,228375,1074,8717.19
1846,Brazil,2021-02-09,9599565,233520,74925,1986,218237,1027,8717.19
1847,Brazil,2021-02-08,9524640,231534,0,0,211604,996,8717.19
1848,Brazil,2021-02-07,9524640,231534,77475,1500,211375,994,8717.19
1849,Brazil,2021-02-06,9447165,230034,0,0,199739,940,8717.19
1850,Brazil,2021-02-05,9447165,230034,50872,1239,200982,946,8717.19
1851,Brazil,2021-02-04,9396293,228795,56873,1232,231737,1090,8717.19
1852,Brazil,2021-02-03,9339420,227563,56002,1254,198831,935,8717.19
1853,Brazil,2021-02-02,9283418,226309,54096,1210,206238,970,8717.19
1854,Brazil,2021-02-01,9229322,225099,24591,595,203386,957,8717.19
1855,Brazil,2021-01-31,9204731,224504,27756,559,209905,988,8717.19
1856,Brazil,2021-01-30,9176975,223945,58462,1279,209348,985,8717.19
1857,Brazil,2021-01-29,9118513,222666,59826,1119,203165,956,8717.19
1858,Brazil,2021-01-28,9058687,221547,61811,1386,187769,883,8717.19
1859,Brazil,2021-01-27,8996876,220161,63520,1283,157335,740,8717.19
1860,Brazil,2021-01-26,8933356,218878,61963,1214,119630,563,8717.19
1861,Brazil,2021-01-25,8871393,217664,26816,627,99928,470,8717.19
1862,Brazil,2021-01-24,8844577,217037,28323,592,86373,406,8717.19
1863,Brazil,2021-01-23,8816254,216445,62334,1202,76825,361,8717.19
1864,Brazil,2021-01-22,8753920,215243,56552,1096,40980,193,8717.19
1865,Brazil,2021-01-21,8697368,214147,59119,1316,27304,128,8717.19
1866,Brazil,2021-01-20,8638249,212831,64385,1340,7136,34,8717.19
1867,Brazil,2021-01-19,8573864,211491,62094,1192,3823,18,8717.19
1868,Brazil,2021-01-18,8511770,210299,23671,452,554,3,8717.19
1869,Brazil,2021-01-17,8488099,209847,33040,551,112,1,8717.19
1870,Brunei,2021-04-23,223,3,0,0,494,1129,
1871,Brunei,2021-04-22,223,3,0,0,494,1129,
1872,Brunei,2021-04-21,223,3,0,0,494,1129,
1873,Brunei,2021-04-20,223,3,2,0,494,1129,
1874,Brunei,2021-04-19,221,3,0,0,494,1129,
1875,Brunei,2021-04-18,221,3,0,0,494,1129,
1876,Brunei,2021-04-17,221,3,0,0,494,1129,
1877,Brunei,2021-04-16,221,3,0,0,494,1129,
1878,Brunei,2021-04-15,221,3,2,0,494,1129,
1879,Brunei,2021-04-14,219,3,0,0,494,1129,
1880,Brunei,2021-04-13,219,3,0,0,494,1129,
1881,Brunei,2021-04-12,219,3,0,0,518,1184,
1882,Brunei,2021-04-11,219,3,0,0,541,1237,
1883,Brunei,2021-04-10,219,3,0,0,565,1291,
1884,Brunei,2021-04-09,219,3,3,0,543,1241,
1885,Brunei,2021-04-08,216,3,1,0,552,1262,
1886,Brunei,2021-04-07,215,3,1,0,563,1287,
1887,Brunei,2021-04-06,214,3,0,0,581,1328,
1888,Brunei,2021-04-05,214,3,0,0,554,1266,
1889,Brunei,2021-04-04,214,3,0,0,500,1143,
1890,Brunei,2021-04-03,214,3,1,0,340,777,
1891,Bulgaria,2021-05-05,407827,16773,1635,164,14410,2074,9828.15
1892,Bulgaria,2021-05-04,406192,16609,367,61,13392,1927,9828.15
1893,Bulgaria,2021-05-03,405825,16548,631,56,14194,2043,9828.15
1894,Bulgaria,2021-05-02,405194,16492,348,48,14483,2084,9828.15
1895,Bulgaria,2021-05-01,404846,16444,466,45,14293,2057,9828.15
1896,Bulgaria,2021-04-30,404380,16399,652,31,14075,2026,9828.15
1897,Bulgaria,2021-04-29,403728,16368,1237,90,14951,2152,9828.15
1898,Bulgaria,2021-04-28,402491,16278,1382,96,14250,2051,9828.15
1899,Bulgaria,2021-04-27,401109,16182,1850,81,13367,1924,9828.15
1900,Bulgaria,2021-04-26,399259,16101,1759,194,12666,1823,9828.15
1901,Bulgaria,2021-04-25,397500,15907,400,48,12114,1743,9828.15
1902,Bulgaria,2021-04-24,397100,15859,798,33,11993,1726,9828.15
1903,Bulgaria,2021-04-23,396302,15826,3389,208,11830,1703,9828.15
1904,Bulgaria,2021-04-22,392913,15618,0,0,11163,1607,9828.15
1905,Bulgaria,2021-04-21,392913,15618,2002,100,10161,1462,9828.15
1906,Bulgaria,2021-04-20,390911,15518,2096,106,9548,1374,9828.15
1907,Bulgaria,2021-04-19,388815,15412,2434,217,9356,1346,9828.15
1908,Bulgaria,2021-04-18,386381,15195,418,57,9397,1352,9828.15
1909,Bulgaria,2021-04-17,385963,15138,1076,38,9451,1360,9828.15
1910,Bulgaria,2021-04-16,384887,15100,2126,121,9533,1372,9828.15
1911,Bulgaria,2021-04-15,382761,14979,2185,108,9694,1395,9828.15
1912,Bulgaria,2021-04-14,380576,14871,2517,125,10275,1479,9828.15
1913,Bulgaria,2021-04-13,378059,14746,2944,127,10123,1457,9828.15
1914,Bulgaria,2021-04-12,375115,14619,3122,201,9992,1438,9828.15
1915,Bulgaria,2021-04-11,371993,14418,462,67,9870,1420,9828.15
1916,Bulgaria,2021-04-10,371531,14351,1352,43,9855,1418,9828.15
1917,Bulgaria,2021-04-09,370179,14308,2803,138,9902,1425,9828.15
1918,Bulgaria,2021-04-08,367376,14170,2957,136,9502,1368,9828.15
1919,Bulgaria,2021-04-07,364419,14034,7560,248,8716,1254,9828.15
1920,Bulgaria,2021-04-06,356859,13786,0,0,8701,1252,9828.15
1921,Bulgaria,2021-04-05,356859,13786,3860,197,9215,1326,9828.15
1922,Bulgaria,2021-04-04,352999,13589,740,82,9576,1378,9828.15
1923,Bulgaria,2021-04-03,352259,13507,1919,69,9703,1396,9828.15
1924,Bulgaria,2021-04-02,350340,13438,4013,125,9694,1395,9828.15
1925,Bulgaria,2021-04-01,346327,13313,3694,116,10057,1447,9828.15
1926,Bulgaria,2021-03-31,342633,13197,4207,129,10162,1462,9828.15
1927,Bulgaria,2021-03-30,338426,13068,5176,155,9989,1438,9828.15
1928,Bulgaria,2021-03-29,333250,12913,4497,203,9882,1422,9828.15
1929,Bulgaria,2021-03-28,328753,12710,983,60,9662,1391,9828.15
1930,Bulgaria,2021-03-27,327770,12650,2537,49,9659,1390,9828.15
1931,Bulgaria,2021-03-26,325233,12601,4129,89,9644,1388,9828.15
1932,Bulgaria,2021-03-25,321104,12512,3988,99,8507,1224,9828.15
1933,Bulgaria,2021-03-24,317116,12413,4375,106,7230,1041,9828.15
1934,Bulgaria,2021-03-23,312741,12307,4851,119,6116,880,9828.15
1935,Bulgaria,2021-03-22,307890,12188,4467,169,4952,713,9828.15
1936,Bulgaria,2021-03-21,303423,12019,943,53,4289,617,9828.15
1937,Bulgaria,2021-03-20,302480,11966,2541,34,4092,589,9828.15
1938,Bulgaria,2021-03-19,299939,11932,4162,115,3723,536,9828.15
1939,Bulgaria,2021-03-18,295777,11817,4008,102,4515,650,9828.15
1940,Bulgaria,2021-03-17,291769,11715,4201,136,5937,854,9828.15
1941,Bulgaria,2021-03-16,287568,11579,4374,107,6263,901,9828.15
1942,Bulgaria,2021-03-15,283194,11472,4637,187,6796,978,9828.15
1943,Bulgaria,2021-03-14,278557,11285,679,51,7178,1033,9828.15
1944,Bulgaria,2021-03-13,277878,11234,2019,38,7255,1044,9828.15
1945,Bulgaria,2021-03-12,275859,11196,3159,102,7457,1073,9828.15
1946,Bulgaria,2021-03-11,272700,11094,3121,95,7986,1149,9828.15
1947,Bulgaria,2021-03-10,269579,10999,2774,97,8711,1254,9828.15
1948,Bulgaria,2021-03-09,266805,10902,3502,138,8340,1200,9828.15
1949,Bulgaria,2021-03-08,263303,10764,2995,150,10085,1451,9828.15
1950,Bulgaria,2021-03-07,260308,10614,497,21,10884,1566,9828.15
1951,Bulgaria,2021-03-06,259811,10593,1426,22,11051,1590,9828.15
1952,Bulgaria,2021-03-05,258385,10571,3004,65,11432,1645,9828.15
1953,Bulgaria,2021-03-04,255381,10506,2198,93,11433,1645,9828.15
1954,Bulgaria,2021-03-03,253183,10413,1154,22,11387,1639,9828.15
1955,Bulgaria,2021-03-02,252029,10391,2403,83,13649,1964,9828.15
1956,Bulgaria,2021-03-01,249626,10308,2588,117,13211,1901,9828.15
1957,Bulgaria,2021-02-28,247038,10191,332,24,13299,1914,9828.15
1958,Bulgaria,2021-02-27,246706,10167,1079,39,14486,2085,9828.15
1959,Bulgaria,2021-02-26,245627,10128,1681,49,14310,2059,9828.15
1960,Bulgaria,2021-02-25,243946,10079,1822,53,14000,2015,9828.15
1961,Bulgaria,2021-02-24,242124,10026,1733,48,11792,1697,9828.15
1962,Bulgaria,2021-02-23,240391,9978,1800,45,9555,1375,9828.15
1963,Bulgaria,2021-02-22,238591,9933,1925,79,7661,1103,9828.15
1964,Bulgaria,2021-02-21,236666,9854,227,15,6281,904,9828.15
1965,Bulgaria,2021-02-20,236439,9839,548,18,4719,679,9828.15
1966,Bulgaria,2021-02-19,235891,9821,1463,35,4225,608,9828.15
1967,Bulgaria,2021-02-18,234428,9786,1086,42,2770,399,9828.15
1968,Bulgaria,2021-02-17,233342,9744,1246,41,2822,406,9828.15
1969,Bulgaria,2021-02-16,232096,9703,1349,32,2701,389,9828.15
1970,Bulgaria,2021-02-15,230747,9671,1068,47,2650,381,9828.15
1971,Bulgaria,2021-02-14,229679,9624,163,16,2621,377,9828.15
1972,Bulgaria,2021-02-13,229516,9608,506,14,2615,376,9828.15
1973,Bulgaria,2021-02-12,229010,9594,966,33,2548,367,9828.15
1974,Bulgaria,2021-02-11,228044,9561,1070,34,2443,352,9828.15
1975,Bulgaria,2021-02-10,226974,9527,913,45,2291,330,9828.15
1976,Bulgaria,2021-02-09,226061,9482,1212,62,2359,340,9828.15
1977,Bulgaria,2021-02-08,224849,9420,1115,89,2322,334,9828.15
1978,Bulgaria,2021-02-07,223734,9331,182,20,2273,327,9828.15
1979,Bulgaria,2021-02-06,223552,9311,493,9,2285,329,9828.15
1980,Bulgaria,2021-02-05,223059,9302,910,30,2294,330,9828.15
1981,Bulgaria,2021-02-04,222149,9272,883,54,2341,337,9828.15
1982,Bulgaria,2021-02-03,221266,9218,719,40,2458,354,9828.15
1983,Bulgaria,2021-02-02,220547,9178,967,36,2399,345,9828.15
1984,Bulgaria,2021-02-01,219580,9142,832,97,2262,326,9828.15
1985,Bulgaria,2021-01-31,218748,9045,130,17,2140,308,9828.15
1986,Bulgaria,2021-01-30,218618,9028,349,20,2129,306,9828.15
1987,Bulgaria,2021-01-29,218269,9008,695,35,2101,302,9828.15
1988,Bulgaria,2021-01-28,217574,8973,560,29,1769,255,9828.15
1989,Bulgaria,2021-01-27,217014,8944,598,28,1256,181,9828.15
1990,Bulgaria,2021-01-26,216416,8916,827,36,985,142,9828.15
1991,Bulgaria,2021-01-25,215589,8880,772,60,1023,147,9828.15
1992,Bulgaria,2021-01-24,214817,8820,121,9,1099,158,9828.15
1993,Bulgaria,2021-01-23,214696,8811,266,12,1112,160,9828.15
1994,Bulgaria,2021-01-22,214430,8799,566,58,1139,164,9828.15
1995,Bulgaria,2021-01-21,213864,8741,455,90,1081,156,9828.15
1996,Bulgaria,2021-01-20,213409,8651,482,37,1013,146,9828.15
1997,Bulgaria,2021-01-19,212927,8614,544,49,921,133,9828.15
1998,Bulgaria,2021-01-18,212383,8565,570,82,782,113,9828.15
1999,Bulgaria,2021-01-17,211813,8483,77,9,662,95,9828.15
2000,Bulgaria,2021-01-16,211736,8474,233,17,694,100,9828.15
2001,Bulgaria,2021-01-15,211503,8457,552,61,682,98,9828.15
2002,Bulgaria,2021-01-14,210951,8396,535,47,938,135,9828.15
2003,Bulgaria,2021-01-13,210416,8349,535,70,1304,188,9828.15
2004,Bulgaria,2021-01-12,209881,8279,750,47,1476,212,9828.15
2005,Bulgaria,2021-01-11,209131,8232,620,106,1270,183,9828.15
2006,Bulgaria,2021-01-10,208511,8126,105,29,1246,179,9828.15
2007,Bulgaria,2021-01-09,208406,8097,394,19,1222,176,9828.15
2008,Bulgaria,2021-01-08,208012,8078,753,61,1231,177,9828.15
2009,Bulgaria,2021-01-07,207259,8017,867,56,920,132,9828.15
2010,Bulgaria,2021-01-06,206392,7961,1002,59,472,68,9828.15
2011,Bulgaria,2021-01-05,205390,7902,1310,67,533,77,9828.15
2012,Bulgaria,2021-01-04,204080,7835,1029,157,592,85,9828.15
2013,Bulgaria,2021-01-03,203051,7678,171,34,675,97,9828.15
2014,Bulgaria,2021-01-02,202880,7644,340,40,799,115,9828.15
2015,Bulgaria,2021-01-01,202540,7604,274,28,1007,145,9828.15
2016,Bulgaria,2020-12-31,202266,7576,1046,61,1477,213,9828.15
2017,Bulgaria,2020-12-30,201220,7515,1729,110,2889,416,9828.15
2018,Cambodia,2021-05-05,16971,110,672,3,61379,3671,1643.12
2019,Cambodia,2021-05-04,16299,107,938,1,60810,3637,1643.12
2020,Cambodia,2021-05-03,15361,106,841,3,56601,3385,1643.12
2021,Cambodia,2021-05-02,14520,103,730,7,54219,3243,1643.12
2022,Cambodia,2021-05-01,13790,96,388,3,50880,3043,1643.12
2023,Cambodia,2021-04-30,13402,93,761,2,52689,3151,1643.12
2024,Cambodia,2021-04-29,12641,91,880,3,56447,3376,1643.12
2025,Cambodia,2021-04-28,11761,88,698,6,57710,3452,1643.12
2026,Cambodia,2021-04-27,11063,82,508,3,58090,3474,1643.12
2027,Cambodia,2021-04-26,10555,79,580,5,59656,3568,1643.12
2028,Cambodia,2021-04-25,9975,74,616,3,66977,4006,1643.12
2029,Cambodia,2021-04-24,9359,71,511,10,60444,3615,1643.12
2030,Cambodia,2021-04-23,8848,61,655,2,53439,3196,1643.12
2031,Cambodia,2021-04-22,8193,59,446,5,48166,2881,1643.12
2032,Cambodia,2021-04-21,7747,54,303,5,41892,2506,1643.12
2033,Cambodia,2021-04-20,7444,49,431,4,37782,2260,1643.12
2034,Cambodia,2021-04-19,7013,45,624,2,40641,2431,1643.12
2035,Cambodia,2021-04-18,6389,43,618,4,38935,2329,1643.12
2036,Cambodia,2021-04-17,5771,39,291,1,45350,2712,1643.12
2037,Cambodia,2021-04-16,5480,38,262,2,52552,3143,1643.12
2038,Cambodia,2021-04-15,5218,36,344,1,62508,3739,1643.12
2039,Cambodia,2021-04-14,4874,35,178,2,67211,4020,1643.12
2040,Cambodia,2021-04-13,4696,33,181,3,71535,4279,1643.12
2041,Cambodia,2021-04-12,4515,30,0,0,69287,4144,1643.12
2042,Cambodia,2021-04-11,4515,30,434,4,65222,3901,1643.12
2043,Cambodia,2021-04-10,4081,26,477,2,65782,3935,1643.12
2044,Cambodia,2021-04-09,3604,24,576,0,64693,3869,1643.12
2045,Cambodia,2021-04-08,3028,24,113,2,57059,3413,1643.12
2046,Cambodia,2021-04-07,2915,22,0,0,52269,3126,1643.12
2047,Cambodia,2021-04-06,2915,22,163,1,45421,2717,1643.12
2048,Cambodia,2021-04-05,2752,21,63,2,39268,2349,1643.12
2049,Cambodia,2021-04-04,2689,19,0,0,33509,2004,1643.12
2050,Cambodia,2021-04-03,2689,19,143,3,28047,1678,1643.12
2051,Cambodia,2021-04-02,2546,16,69,2,23438,1402,1643.12
2052,Cambodia,2021-04-01,2477,14,37,3,20033,1198,1643.12
2053,Cambodia,2021-03-31,2440,11,0,0,19991,1196,1643.12
2054,Cambodia,2021-03-30,2440,11,62,0,19826,1186,1643.12
2055,Cambodia,2021-03-29,2378,11,145,1,19421,1162,1643.12
2056,Cambodia,2021-03-28,2233,10,86,2,18799,1124,1643.12
2057,Cambodia,2021-03-27,2147,8,179,0,17812,1065,1643.12
2058,Cambodia,2021-03-26,1968,8,96,3,16496,987,1643.12
2059,Cambodia,2021-03-25,1872,5,0,0,15997,957,1643.12
2060,Cambodia,2021-03-24,1872,5,55,0,15667,937,1643.12
2061,Cambodia,2021-03-23,1817,5,29,1,16615,994,1643.12
