Location,Date,Total_Confirmed,Total_Deaths,Daily_Confirmed,Daily_Deaths,daily_vaccinations,daily_vaccinations_per_million
Ecuador,2021-04-04,335681,16956,2506,27,8734,495
Ecuador,2021-04-03,333175,16929,1137,19,8583,486
Ecuador,2021-04-02,332038,16910,1650,33,8332,472
Ecuador,2021-04-01,330388,16877,1633,30,10304,584
Egypt,2021-04-18,216334,12738,850,44,22521,220
Egypt,2021-04-17,215484,12694,845,41,22521,220
Egypt,2021-04-16,214639,12653,841,42,22521,220
Egypt,2021-04-15,213798,12611,837,41,22521,220
Egypt,2021-04-14,212961,12570,831,44,22521,220
Egypt,2021-04-13,212130,12526,823,39,22521,220
Egypt,2021-04-12,211307,12487,818,42,22521,220
Egypt,2021-04-11,210489,12445,812,40,22521,220
Egypt,2021-04-10,209677,12405,801,43,22521,220
Egypt,2021-04-09,208876,12362,794,39,22521,220
Egypt,2021-04-08,208082,12323,789,33,22521,220
Egypt,2021-04-07,207293,12290,783,37,22521,220
Egypt,2021-04-06,206510,12253,778,43,22521,220
Egypt,2021-04-05,205732,12210,767,47,22521,220
Egypt,2021-04-04,204965,12163,709,40,22521,220
Egypt,2021-04-03,204256,12123,710,39,22521,220
Egypt,2021-04-02,203546,12084,703,43,19720,193
Egypt,2021-04-01,202843,12041,712,46,16919,165
El Salvador,2021-04-29,69198,2120,276,3,31197,4810
El Salvador,2021-04-28,68922,2117,0,6,27737,4276
El Salvador,2021-04-27,68922,2111,454,5,23609,3640
El Salvador,2021-04-26,68468,2106,0,3,28291,4362
El Salvador,2021-04-25,68468,2103,0,5,29305,4518
El Salvador,2021-04-24,68468,2098,150,5,30319,4674
El Salvador,2021-04-23,68318,2093,157,4,34001,5242
El Salvador,2021-04-22,68161,2089,154,3,35125,5415
El Salvador,2021-04-21,68007,2086,156,4,39761,6130
El Salvador,2021-04-20,67851,2082,294,4,44588,6874
El Salvador,2021-04-19,67557,2078,0,3,40487,6242
El Salvador,2021-04-18,67557,2075,153,3,46398,7153
El Salvador,2021-04-17,67404,2072,155,4,44573,6872
El Salvador,2021-04-16,67249,2068,150,4,40081,6179
El Salvador,2021-04-15,67099,2064,143,4,34401,5304
El Salvador,2021-04-14,66956,2060,140,3,28782,4437
El Salvador,2021-04-13,66816,2057,327,3,22304,3439
El Salvador,2021-04-12,66489,2054,0,3,16404,2529
El Salvador,2021-04-11,66489,2051,998,3,8000,1233
El Salvador,2021-04-10,65491,2048,0,4,7334,1131
El Salvador,2021-04-09,65491,2044,0,4,6667,1028
El Salvador,2021-04-08,65491,2040,0,3,7075,1091
El Salvador,2021-04-07,65491,2037,0,7,8592,1325
El Salvador,2021-04-06,65491,2030,0,0,9252,1426
El Salvador,2021-04-05,65491,2030,154,5,9911,1528
El Salvador,2021-04-04,65337,2025,157,4,10571,1630
El Salvador,2021-04-03,65180,2021,150,4,10238,1578
El Salvador,2021-04-02,65030,2017,155,11,9904,1527
El Salvador,2021-04-01,64875,2006,149,0,8497,1310
Equatorial Guinea,2021-04-28,7559,107,0,0,3557,2535
Equatorial Guinea,2021-04-27,7559,107,0,0,3827,2728
Equatorial Guinea,2021-04-26,7559,107,0,0,3806,2713
Equatorial Guinea,2021-04-25,7559,107,0,0,3785,2698
Equatorial Guinea,2021-04-24,7559,107,0,0,3764,2683
Equatorial Guinea,2021-04-23,7559,107,54,1,3743,2668
Equatorial Guinea,2021-04-22,7505,106,0,0,3453,2461
Equatorial Guinea,2021-04-21,7505,106,0,0,2892,2061
Equatorial Guinea,2021-04-20,7505,106,246,0,2331,1661
Equatorial Guinea,2021-04-19,7259,106,0,0,2062,1470
Equatorial Guinea,2021-04-18,7259,106,0,0,1792,1277
Equatorial Guinea,2021-04-17,7259,106,0,0,1523,1086
Equatorial Guinea,2021-04-16,7259,106,0,0,1254,894
Equatorial Guinea,2021-04-15,7259,106,0,0,1254,894
Equatorial Guinea,2021-04-14,7259,106,40,0,1254,894
Equatorial Guinea,2021-04-13,7219,106,0,0,1254,894
Equatorial Guinea,2021-04-12,7219,106,0,0,1254,894
Equatorial Guinea,2021-04-11,7219,106,0,0,1254,894
Equatorial Guinea,2021-04-10,7219,106,160,2,1254,894
Equatorial Guinea,2021-04-09,7059,104,0,0,1254,894
Equatorial Guinea,2021-04-08,7059,104,0,0,1254,894
Equatorial Guinea,2021-04-07,7059,104,0,0,1166,831
Equatorial Guinea,2021-04-06,7059,104,0,0,1079,769
Equatorial Guinea,2021-04-05,7059,104,51,1,991,706
Equatorial Guinea,2021-04-04,7008,103,0,0,874,623
Equatorial Guinea,2021-04-03,7008,103,0,0,756,539
Equatorial Guinea,2021-04-02,7008,103,0,0,638,455
Equatorial Guinea,2021-04-01,7008,103,94,1,521,371
Estonia,2021-04-30,122019,1161,362,3,7631,5753
Estonia,2021-04-29,121657,1158,425,10,7211,5436
Estonia,2021-04-28,121232,1148,396,0,6755,5092
Estonia,2021-04-27,120836,1148,458,3,5882,4434
Estonia,2021-04-26,120378,1145,163,2,5508,4152
Estonia,2021-04-25,120215,1143,215,6,5419,4085
Estonia,2021-04-24,120000,1137,390,11,5278,3979
Estonia,2021-04-23,119610,1126,392,6,5134,3870
Estonia,2021-04-22,119218,1120,429,11,5508,4152
Estonia,2021-04-21,118789,1109,472,5,5641,4252
Estonia,2021-04-20,118317,1104,535,4,5944,4481
Estonia,2021-04-19,117782,1100,228,8,5748,4333
Estonia,2021-04-18,117554,1092,543,10,5649,4258
Estonia,2021-04-17,117011,1082,333,12,5495,4142
Estonia,2021-04-16,116678,1070,478,6,5432,4095
Estonia,2021-04-15,116200,1064,571,7,5306,4000
Estonia,2021-04-14,115629,1057,549,8,5360,4041
Estonia,2021-04-13,115080,1049,637,12,5188,3911
Estonia,2021-04-12,114443,1037,269,9,5297,3993
Estonia,2021-04-11,114174,1028,438,8,5524,4164
Estonia,2021-04-10,113736,1020,638,14,6069,4575
Estonia,2021-04-09,113098,1006,677,16,7040,5307
Estonia,2021-04-08,112421,990,757,14,6081,4584
Estonia,2021-04-07,111664,976,984,12,5944,4481
Estonia,2021-04-06,110680,964,899,14,5937,4476
Estonia,2021-04-05,109781,950,382,9,5930,4470
Estonia,2021-04-04,109399,941,462,10,5756,4339
Estonia,2021-04-03,108937,931,519,9,5240,3950
Estonia,2021-04-02,108418,922,1165,14,4378,3300
Estonia,2021-04-01,107253,908,829,6,4771,3597
Eswatini,2021-04-25,18442,671,2,0,491,423
Eswatini,2021-04-24,18440,671,6,0,449,387
Eswatini,2021-04-23,18434,671,8,0,406,350
Eswatini,2021-04-22,18426,671,3,0,425,366
Eswatini,2021-04-21,18423,671,6,0,457,394
Eswatini,2021-04-20,18417,671,0,0,490,422
Eswatini,2021-04-19,18417,671,0,0,386,333
Eswatini,2021-04-18,18417,671,2,0,386,333
Eswatini,2021-04-17,18415,671,1,1,386,333
Eswatini,2021-04-16,18414,670,2,0,386,333
Eswatini,2021-04-15,18412,670,5,0,386,333
Eswatini,2021-04-14,18407,670,5,1,680,586
Eswatini,2021-04-13,18402,669,9,0,975,840
Eswatini,2021-04-12,18393,669,1017,0,1269,1094
Eswatini,2021-04-11,17376,669,3,0,1696,1462
Eswatini,2021-04-10,17373,669,3,0,2124,1831
Eswatini,2021-04-09,17370,669,3,0,2551,2199
Eswatini,2021-04-08,17367,669,2,0,2978,2567
Eswatini,2021-04-07,17365,669,7,0,3111,2682
Eswatini,2021-04-06,17358,669,4,0,3244,2796
Eswatini,2021-04-05,17354,669,2,1,3377,2911
Eswatini,2021-04-04,17352,668,3,0,3377,2911
Eswatini,2021-04-03,17349,668,2,0,3377,2911
Eswatini,2021-04-02,17347,668,3,0,3377,2911
Eswatini,2021-04-01,17344,668,7,1,3377,2911
Ethiopia,2021-04-08,223665,3078,2121,20,No Data,No Data
Fiji,2021-04-16,68,2,0,0,4861,5423
Fiji,2021-04-15,68,2,0,0,955,1065
Fiji,2021-04-14,68,2,0,0,955,1065
Fiji,2021-04-13,68,2,0,0,955,1065
Fiji,2021-04-12,68,2,0,0,955,1065
Fiji,2021-04-11,68,2,0,0,955,1065
Fiji,2021-04-10,68,2,0,0,955,1065
Fiji,2021-04-09,68,2,1,0,955,1065
Fiji,2021-04-08,67,2,0,0,955,1065
Fiji,2021-04-07,67,2,0,0,955,1065
Fiji,2021-04-06,67,2,0,0,955,1065
Fiji,2021-04-05,67,2,0,0,955,1065
Fiji,2021-04-04,67,2,0,0,955,1065
Fiji,2021-04-03,67,2,0,0,955,1065
Fiji,2021-04-02,67,2,0,0,955,1065
Fiji,2021-04-01,67,2,0,0,955,1065
Finland,2021-04-30,86808,914,195,1,28233,5096
Finland,2021-04-29,86613,913,208,2,27418,4948
Finland,2021-04-28,86405,911,244,3,26603,4801
Finland,2021-04-27,86161,908,224,2,33157,5984
Finland,2021-04-26,85937,906,133,3,35536,6414
Finland,2021-04-25,85804,903,197,0,34630,6250
Finland,2021-04-24,85607,903,263,0,35121,6339
Finland,2021-04-23,85344,903,267,1,35612,6427
Finland,2021-04-22,85077,902,280,3,37354,6742
Finland,2021-04-21,84797,899,296,6,36288,6549
Finland,2021-04-20,84501,893,214,2,25474,4598
Finland,2021-04-19,84287,891,156,4,30765,5553
Finland,2021-04-18,84131,887,498,0,31581,5700
Finland,2021-04-17,83633,887,0,0,32333,5836
Finland,2021-04-16,83633,887,380,2,31967,5769
Finland,2021-04-15,83253,885,289,4,31435,5673
Finland,2021-04-14,82964,881,400,4,33342,6018
Finland,2021-04-13,82564,877,286,3,32543,5873
Finland,2021-04-12,82278,874,225,6,23624,4264
Finland,2021-04-11,82053,868,346,0,22284,4022
Finland,2021-04-10,81707,868,446,0,17786,3210
Finland,2021-04-09,81261,868,419,2,15048,2716
Finland,2021-04-08,80842,866,426,4,14350,2590
Finland,2021-04-07,80416,862,348,2,14576,2631
Finland,2021-04-06,80068,860,331,14,16295,2941
Finland,2021-04-05,79737,846,341,0,18802,3393
Finland,2021-04-04,79396,846,302,0,19557,3530
Finland,2021-04-03,79094,846,422,0,20059,3620
Finland,2021-04-02,78672,846,566,0,22397,4042
Finland,2021-04-01,78106,846,654,2,21238,3833
France,2021-04-29,5547670,103525,26443,306,383876,5633
France,2021-04-28,5521227,103219,31202,312,374943,5502
France,2021-04-27,5490025,102907,29232,340,367020,5386
France,2021-04-26,5460793,102567,4376,377,361015,5298
France,2021-04-25,5456417,102190,24332,144,356496,5231
France,2021-04-24,5432085,102046,32485,216,353596,5189
France,2021-04-23,5399600,101830,32056,332,350307,5140
France,2021-04-22,5367544,101498,33400,277,351805,5162
France,2021-04-21,5334144,101221,33823,326,353087,5181
France,2021-04-20,5300321,100895,44003,373,354680,5205
France,2021-04-19,5256318,100522,6696,447,358316,5258
France,2021-04-18,5249622,100075,27734,128,359591,5277
France,2021-04-17,5221888,99947,35779,189,360035,5283
France,2021-04-16,5186109,99758,36333,331,362525,5320
France,2021-04-15,5149776,99427,37894,294,368393,5406
France,2021-04-14,5111882,99133,43348,297,364821,5353
France,2021-04-13,5068534,98836,38133,333,356695,5234
France,2021-04-12,5030401,98503,8536,385,339300,4979
France,2021-04-11,5021865,98118,117900,696,299771,4399
France,2021-04-10,4903965,97422,0,0,296241,4347
France,2021-04-09,4903965,97422,0,0,283330,4158
France,2021-04-08,4903965,97422,96842,750,262684,3855
France,2021-04-07,4807123,96672,0,0,255617,3751
France,2021-04-06,4807123,96672,8045,429,250552,3677
France,2021-04-05,4799078,96243,10961,197,254633,3736
France,2021-04-04,4788117,96046,80629,369,280720,4119
France,2021-04-03,4707488,95677,-1160,-6,280642,4118
France,2021-04-02,4708648,95683,46807,327,281850,4136
France,2021-04-01,4661841,95356,50449,304,285109,4184
Gabon,2021-04-23,22433,138,205,2,448,201
Gabon,2021-04-22,22228,136,0,0,400,180
Gabon,2021-04-21,22228,136,196,0,352,158
Gabon,2021-04-20,22032,136,0,0,306,137
Gabon,2021-04-19,22032,136,174,3,259,116
Gabon,2021-04-18,21858,133,0,0,260,117
Gabon,2021-04-17,21858,133,292,1,261,117
Gabon,2021-04-16,21566,132,0,0,262,118
Gabon,2021-04-15,21566,132,0,0,255,115
Gabon,2021-04-14,21566,132,595,3,248,111
Gabon,2021-04-13,20971,129,0,0,241,108
Gabon,2021-04-12,20971,129,335,2,234,105
Gabon,2021-04-11,20636,127,0,0,227,102
Gabon,2021-04-10,20636,127,0,0,220,99
Gabon,2021-04-09,20636,127,371,3,213,96
Gabon,2021-04-08,20265,124,0,0,335,151
Gabon,2021-04-07,20265,124,402,5,457,205
Gabon,2021-04-06,19863,119,0,0,431,194
Gabon,2021-04-05,19863,119,0,0,405,182
Gabon,2021-04-04,19863,119,0,0,380,171
Gabon,2021-04-03,19863,119,0,0,354,159
Gabon,2021-04-02,19863,119,313,1,328,147
Gabon,2021-04-01,19550,118,0,0,181,81
Gambia,2021-04-24,5857,173,37,0,279,115
Gambia,2021-04-23,5820,173,0,0,279,115
Gambia,2021-04-22,5820,173,32,2,279,115
Gambia,2021-04-21,5788,171,4,1,279,115
Gambia,2021-04-20,5784,170,64,0,279,115
Gambia,2021-04-19,5720,170,0,0,279,115
Gambia,2021-04-18,5720,170,0,0,279,115
Gambia,2021-04-17,5720,170,0,0,279,115
Gambia,2021-04-16,5720,170,26,0,279,115
Gambia,2021-04-15,5694,170,12,0,433,179
Gambia,2021-04-14,5682,170,80,2,586,242
Gambia,2021-04-13,5602,168,0,0,740,306
Gambia,2021-04-12,5602,168,0,0,816,338
Gambia,2021-04-11,5602,168,0,0,893,370
Gambia,2021-04-10,5602,168,38,2,969,401
Gambia,2021-04-09,5564,166,0,0,1045,432
Gambia,2021-04-08,5564,166,0,0,968,401
Gambia,2021-04-07,5564,166,0,0,891,369
Gambia,2021-04-06,5564,166,59,0,814,337
Gambia,2021-04-05,5505,166,0,0,814,337
Gambia,2021-04-04,5505,166,0,0,814,337
Gambia,2021-04-03,5505,166,46,1,738,305
Gambia,2021-04-02,5459,165,0,0,662,274
Gambia,2021-04-01,5459,165,0,0,586,242
Georgia,2021-04-30,310310,4110,1476,15,1492,374
Georgia,2021-04-29,308834,4095,1433,18,1462,366
Georgia,2021-04-28,307401,4077,1551,17,1413,354
Georgia,2021-04-27,305850,4060,1578,17,1297,325
Georgia,2021-04-26,304272,4043,521,18,1192,299
Georgia,2021-04-25,303751,4025,966,18,1196,300
Georgia,2021-04-24,302785,4007,1250,15,1200,301
Georgia,2021-04-23,301535,3992,1271,11,1210,303
Georgia,2021-04-22,300264,3981,1226,10,1203,302
Georgia,2021-04-21,299038,3971,1310,12,1203,302
Georgia,2021-04-20,297728,3959,1792,10,1276,320
Georgia,2021-04-19,295936,3949,578,10,1370,343
Georgia,2021-04-18,295358,3939,818,14,1354,339
Georgia,2021-04-17,294540,3925,1219,9,1338,335
Georgia,2021-04-16,293321,3916,1077,8,1309,328
Georgia,2021-04-15,292244,3908,1030,7,1206,302
Georgia,2021-04-14,291214,3901,1085,7,1114,279
Georgia,2021-04-13,290129,3894,1374,11,1206,302
Georgia,2021-04-12,288755,3883,359,6,1288,323
Georgia,2021-04-11,288396,3877,707,8,1230,308
Georgia,2021-04-10,287689,3869,506,11,1171,294
Georgia,2021-04-09,287183,3858,777,9,1132,284
Georgia,2021-04-08,286406,3849,761,9,1128,283
Georgia,2021-04-07,285645,3840,687,8,1124,282
Georgia,2021-04-06,284958,3832,897,10,1039,260
Georgia,2021-04-05,284061,3822,228,11,954,239
Georgia,2021-04-04,283833,3811,464,7,893,224
Georgia,2021-04-03,283369,3804,580,6,832,209
Georgia,2021-04-02,282789,3798,529,13,771,193
Georgia,2021-04-01,282260,3785,499,7,710,178
Germany,2021-04-29,3391039,82865,24212,277,630339,7523
Germany,2021-04-28,3366827,82588,28263,263,589146,7032
Germany,2021-04-27,3338564,82325,25911,316,533267,6365
Germany,2021-04-26,3312653,82009,5961,338,501088,5981
Germany,2021-04-25,3306692,81671,15399,61,497317,5936
Germany,2021-04-24,3291293,81610,14422,118,495030,5908
Germany,2021-04-23,3276871,81492,22262,289,494300,5900
Germany,2021-04-22,3254609,81203,31721,265,500814,5977
Germany,2021-04-21,3222888,80938,24354,258,507665,6059
Germany,2021-04-20,3198534,80680,31397,327,516532,6165
Germany,2021-04-19,3167137,80353,11615,301,518931,6194
Germany,2021-04-18,3155522,80052,1217,81,521377,6223
Germany,2021-04-17,3154305,79971,20197,77,520669,6214
Germany,2021-04-16,3134108,79894,23856,222,521754,6227
Germany,2021-04-15,3110252,79672,25110,245,526084,6279
Germany,2021-04-14,3085142,79427,31117,290,533895,6372
Germany,2021-04-13,3054025,79137,29421,341,520239,6209
Germany,2021-04-12,3024604,78796,12446,296,492768,5881
Germany,2021-04-11,3012158,78500,2706,98,469142,5599
Germany,2021-04-10,3009452,78402,18728,107,460043,5491
Germany,2021-04-09,2990724,78295,23935,246,440616,5259
Germany,2021-04-08,2966789,78049,26510,294,384588,4590
Germany,2021-04-07,2940279,77755,30377,510,326186,3893
Germany,2021-04-06,2909902,77245,7593,109,278122,3320
Germany,2021-04-05,2902309,77136,5980,76,270887,3233
Germany,2021-04-04,2896329,77060,10300,50,279211,3333
Germany,2021-04-03,2886029,77010,3673,70,279211,3333
Germany,2021-04-02,2882356,76940,16033,117,286952,3425
Germany,2021-04-01,2866323,76823,22679,234,307545,3671
Ghana,2021-04-26,92253,777,87,0,3062,99
Ghana,2021-04-25,92166,777,238,0,5446,175
Ghana,2021-04-24,91928,777,0,0,7830,252
Ghana,2021-04-23,91928,777,0,0,10214,329
Ghana,2021-04-22,91928,777,145,5,12599,405
Ghana,2021-04-21,91783,772,74,1,13137,423
Ghana,2021-04-20,91709,771,0,0,13675,440
Ghana,2021-04-19,91709,771,0,0,11829,381
Ghana,2021-04-18,91709,771,46,0,14862,478
Ghana,2021-04-17,91663,771,118,5,13991,450
Ghana,2021-04-16,91545,766,0,0,13120,422
Ghana,2021-04-15,91545,766,68,3,15472,498
Ghana,2021-04-14,91477,763,67,2,21730,699
Ghana,2021-04-13,91410,761,150,7,22107,711
Ghana,2021-04-12,91260,754,0,0,22483,724
Ghana,2021-04-11,91260,754,0,0,17981,579
Ghana,2021-04-10,91260,754,151,2,17382,559
Ghana,2021-04-09,91109,752,0,0,16784,540
Ghana,2021-04-08,91109,752,100,0,12962,417
Ghana,2021-04-07,91009,752,63,0,7081,228
Ghana,2021-04-06,90946,752,46,0,7081,228
Ghana,2021-04-05,90900,752,118,4,7081,228
Ghana,2021-04-04,90782,748,108,4,7081,228
Ghana,2021-04-03,90674,744,0,0,7081,228
Ghana,2021-04-02,90674,744,91,1,7081,228
Ghana,2021-04-01,90583,743,0,0,7081,228
Greece,2021-04-30,345033,10381,2125,66,47475,4555
Greece,2021-04-29,342908,10315,2415,73,52417,5029
Greece,2021-04-28,340493,10242,2770,63,51006,4894
Greece,2021-04-27,337723,10179,3287,92,49151,4716
Greece,2021-04-26,334436,10087,1307,80,48149,4619
Greece,2021-04-25,333129,10007,1399,57,47630,4570
Greece,2021-04-24,331730,9950,2596,86,47110,4520
Greece,2021-04-23,329134,9864,2739,76,46451,4457
Greece,2021-04-22,326395,9788,2756,75,45947,4408
Greece,2021-04-21,323639,9713,3010,86,45413,4357
Greece,2021-04-20,320629,9627,3750,87,45723,4387
Greece,2021-04-19,316879,9540,1606,78,45754,4390
Greece,2021-04-18,315273,9462,1829,65,45913,4405
Greece,2021-04-17,313444,9397,2411,67,46072,4420
Greece,2021-04-16,311033,9330,3027,91,46570,4468
Greece,2021-04-15,308006,9239,3822,104,46914,4501
Greece,2021-04-14,304184,9135,3081,81,47273,4535
Greece,2021-04-13,301103,9054,4017,93,47799,4586
Greece,2021-04-12,297086,8961,1606,76,48501,4653
Greece,2021-04-11,295480,8885,1717,52,48464,4650
Greece,2021-04-10,293763,8833,2799,75,48427,4646
Greece,2021-04-09,290964,8758,2734,78,48103,4615
Greece,2021-04-08,288230,8680,3215,73,45671,4382
Greece,2021-04-07,285015,8607,3445,75,43405,4164
Greece,2021-04-06,281570,8532,4293,79,39626,3802
Greece,2021-04-05,277277,8453,1863,73,35813,3436
Greece,2021-04-04,275414,8380,1955,78,34058,3268
Greece,2021-04-03,273459,8302,3229,70,32303,3099
Greece,2021-04-02,270230,8232,3058,72,29254,2807
Greece,2021-04-01,267172,8160,3483,67,28850,2768
Grenada,2021-04-22,159,1,2,0,198,1760
Grenada,2021-04-21,157,1,0,0,165,1466
Grenada,2021-04-20,157,1,0,0,133,1182
Grenada,2021-04-19,157,1,2,0,100,889
Grenada,2021-04-18,155,1,0,0,106,942
Grenada,2021-04-17,155,1,0,0,97,862
Grenada,2021-04-16,155,1,0,0,88,782
Grenada,2021-04-15,155,1,0,0,95,844
Grenada,2021-04-14,155,1,0,0,88,782
Grenada,2021-04-13,155,1,0,0,81,720
Grenada,2021-04-12,155,1,0,0,74,658
Grenada,2021-04-11,155,1,0,0,67,595
Grenada,2021-04-10,155,1,0,0,74,658
Grenada,2021-04-09,155,1,0,0,80,711
Grenada,2021-04-08,155,1,0,0,66,587
Grenada,2021-04-07,155,1,0,0,64,569
Grenada,2021-04-06,155,1,0,0,63,560
Grenada,2021-04-05,155,1,0,0,61,542
Grenada,2021-04-04,155,1,0,0,59,524
Grenada,2021-04-03,155,1,0,0,56,498
Grenada,2021-04-02,155,1,0,0,56,498
Grenada,2021-04-01,155,1,0,0,55,489
Guatemala,2021-04-29,226247,7500,1626,22,953,53
Guatemala,2021-04-28,224621,7478,1596,25,894,50
Guatemala,2021-04-27,223025,7453,1086,25,1011,56
Guatemala,2021-04-26,221939,7428,241,18,1042,58
Guatemala,2021-04-25,221698,7410,391,15,1157,65
Guatemala,2021-04-24,221307,7395,1518,21,1112,62
Guatemala,2021-04-23,219789,7374,1644,29,1075,60
Guatemala,2021-04-22,218145,7345,1816,36,1269,71
Guatemala,2021-04-21,216329,7309,1629,30,1602,89
Guatemala,2021-04-20,214700,7279,1651,38,1822,102
Guatemala,2021-04-19,213049,7241,315,20,2204,123
Guatemala,2021-04-18,212734,7221,427,31,2616,146
Guatemala,2021-04-17,212307,7190,1640,30,2684,150
Guatemala,2021-04-16,210667,7160,1973,40,2861,160
Guatemala,2021-04-15,208694,7120,1567,31,3135,175
Guatemala,2021-04-14,207127,7089,1805,32,3279,183
Guatemala,2021-04-13,205322,7057,2013,37,3449,193
Guatemala,2021-04-12,203309,7020,238,4,3419,191
Guatemala,2021-04-11,203071,7016,431,15,3324,186
Guatemala,2021-04-10,202640,7001,1345,24,3500,195
Guatemala,2021-04-09,201295,6977,1331,22,3566,199
Guatemala,2021-04-08,199964,6955,1590,27,3168,177
Guatemala,2021-04-07,198374,6928,1354,25,2826,158
Guatemala,2021-04-06,197020,6903,1340,9,2651,148
Guatemala,2021-04-05,195680,6894,209,3,2948,165
Guatemala,2021-04-04,195471,6891,232,7,3136,175
Guatemala,2021-04-03,195239,6884,203,9,2987,167
Guatemala,2021-04-02,195036,6875,280,15,2976,166
Guatemala,2021-04-01,194756,6860,922,20,3106,173
Guinea,2021-04-29,22215,144,128,3,2399,183
Guinea,2021-04-28,22087,141,41,0,3214,245
Guinea,2021-04-27,22046,141,61,0,3022,230
Guinea,2021-04-26,21985,141,32,1,2833,216
Guinea,2021-04-25,21953,140,68,0,2570,196
Guinea,2021-04-24,21885,140,82,1,2711,206
Guinea,2021-04-23,21803,139,58,0,2518,192
Guinea,2021-04-22,21745,139,79,0,2640,201
Guinea,2021-04-21,21666,139,33,0,1868,142
Guinea,2021-04-20,21633,139,21,1,2035,155
Guinea,2021-04-19,21612,138,152,0,2206,168
Guinea,2021-04-18,21460,138,0,0,2480,189
Guinea,2021-04-17,21460,138,68,0,2753,210
Guinea,2021-04-16,21392,138,93,2,3027,230
Guinea,2021-04-15,21299,136,0,0,2986,227
Guinea,2021-04-14,21299,136,193,0,2986,227
Guinea,2021-04-13,21106,136,74,0,2957,225
Guinea,2021-04-12,21032,136,83,2,2928,223
Guinea,2021-04-11,20949,134,142,1,2900,221
Guinea,2021-04-10,20807,133,61,1,2871,219
Guinea,2021-04-09,20746,132,192,1,2842,216
Guinea,2021-04-08,20554,131,0,0,2813,214
Guinea,2021-04-07,20554,131,44,1,2784,212
Guinea,2021-04-06,20510,130,4,0,2784,212
Guinea,2021-04-05,20506,130,101,0,2784,212
Guinea,2021-04-04,20405,130,86,1,2784,212
Guinea,2021-04-03,20319,129,91,1,2784,212
Guinea,2021-04-02,20228,128,145,1,2784,212
Guinea,2021-04-01,20083,127,175,2,2784,212
Guyana,2021-04-26,12754,287,51,3,4743,6030
Guyana,2021-04-25,12703,284,103,5,4829,6139
Guyana,2021-04-24,12600,279,152,2,4914,6247
Guyana,2021-04-23,12448,277,214,0,5000,6357
Guyana,2021-04-22,12234,277,102,3,5000,6357
Guyana,2021-04-21,12132,274,160,1,4765,6058
Guyana,2021-04-20,11972,273,71,2,4530,5759
Guyana,2021-04-19,11901,271,38,0,4296,5462
Guyana,2021-04-18,11863,271,101,3,4061,5163
Guyana,2021-04-17,11762,268,120,1,3699,4703
Guyana,2021-04-16,11642,267,115,4,3336,4241
Guyana,2021-04-15,11527,263,153,3,2974,3781
Guyana,2021-04-14,11374,260,97,2,2846,3618
Guyana,2021-04-13,11277,258,88,1,2718,3456
Guyana,2021-04-12,11189,257,40,2,2591,3294
Guyana,2021-04-11,11149,255,105,3,2463,3131
Guyana,2021-04-10,11044,252,86,0,2463,3131
Guyana,2021-04-09,10958,252,105,0,2480,3153
Guyana,2021-04-08,10853,252,135,2,2498,3176
Guyana,2021-04-07,10718,250,81,3,2515,3197
Guyana,2021-04-06,10637,247,31,1,2368,3011
Guyana,2021-04-05,10606,246,26,3,2221,2824
Guyana,2021-04-04,10580,243,40,6,2074,2637
Guyana,2021-04-03,10540,237,94,2,1926,2449
Guyana,2021-04-02,10446,235,71,2,1762,2240
Guyana,2021-04-01,10375,233,126,2,1597,2030
Honduras,2021-04-09,194548,4766,765,51,802,81
Honduras,2021-04-08,193783,4715,754,12,793,80
Honduras,2021-04-07,193029,4703,616,17,783,79
Honduras,2021-04-06,192413,4686,1277,5,774,78
Honduras,2021-04-05,191136,4681,505,37,765,77
Honduras,2021-04-04,190631,4644,489,11,755,76
Honduras,2021-04-03,190142,4633,416,11,746,75
Honduras,2021-04-02,189726,4622,0,0,746,75
Honduras,2021-04-01,189726,4622,683,17,746,75
Hungary,2021-04-30,779348,27540,2365,182,120354,12459
Hungary,2021-04-29,776983,27358,2584,186,113586,11758
Hungary,2021-04-28,774399,27172,1692,188,117161,12128
Hungary,2021-04-27,772707,26984,1253,183,108486,11230
Hungary,2021-04-26,771454,26801,1936,176,96243,9963
Hungary,2021-04-25,769518,26625,2328,205,87309,9038
Hungary,2021-04-24,767190,26420,2796,212,80100,8292
Hungary,2021-04-23,764394,26208,3427,207,80697,8353
Hungary,2021-04-22,760967,26001,3607,214,72685,7524
Hungary,2021-04-21,757360,25787,2527,207,65167,6746
Hungary,2021-04-20,754833,25580,1645,199,65855,6817
Hungary,2021-04-19,753188,25381,2680,197,71075,7357
Hungary,2021-04-18,750508,25184,3706,205,77166,7988
Hungary,2021-04-17,746802,24979,4604,217,86414,8945
Hungary,2021-04-16,742198,24762,5216,241,90300,9347
Hungary,2021-04-15,736982,24521,5307,256,96472,9986
Hungary,2021-04-14,731675,24265,3597,285,104364,10803
Hungary,2021-04-13,728078,23980,2837,272,112149,11609
Hungary,2021-04-12,725241,23708,5077,291,123576,12792
Hungary,2021-04-11,720164,23417,6296,206,120256,12448
Hungary,2021-04-10,713868,23211,8053,245,116566,12066
Hungary,2021-04-09,705815,22966,7325,285,115097,11914
Hungary,2021-04-08,698490,22681,4814,272,113624,11762
Hungary,2021-04-07,693676,22409,1933,311,118982,12317
