Location,Date,Total_Confirmed,Total_Deaths,Daily_Confirmed,Daily_Deaths,daily_vaccinations,daily_vaccinations_per_million
Liechtenstein,2021-04-22,2851,57,2,1,341,8941
Liechtenstein,2021-04-21,2849,56,13,0,312,8181
Liechtenstein,2021-04-20,2836,56,13,0,284,7447
Liechtenstein,2021-04-19,2823,56,10,0,246,6450
Liechtenstein,2021-04-18,2813,56,9,0,207,5428
Liechtenstein,2021-04-17,2804,56,14,0,207,5428
Liechtenstein,2021-04-16,2790,56,10,0,207,5428
Liechtenstein,2021-04-15,2780,56,10,0,203,5323
Liechtenstein,2021-04-14,2770,56,2,0,194,5087
Liechtenstein,2021-04-13,2768,56,14,0,179,4694
Liechtenstein,2021-04-12,2754,56,1,0,170,4458
Liechtenstein,2021-04-11,2753,56,15,0,130,3409
Liechtenstein,2021-04-10,2738,56,16,0,130,3409
Liechtenstein,2021-04-09,2722,56,8,0,130,3409
Liechtenstein,2021-04-08,2714,56,12,0,122,3199
Liechtenstein,2021-04-07,2702,56,5,0,116,3042
Liechtenstein,2021-04-06,2697,56,0,0,105,2753
Liechtenstein,2021-04-05,2697,56,12,0,111,2911
Liechtenstein,2021-04-04,2685,56,6,0,145,3802
Liechtenstein,2021-04-03,2679,56,1,0,145,3802
Liechtenstein,2021-04-02,2678,56,3,0,145,3802
Liechtenstein,2021-04-01,2675,56,5,0,150,3933
Lithuania,2021-04-30,247269,3923,1373,7,15015,5516
Lithuania,2021-04-29,245896,3916,1341,16,13525,4968
Lithuania,2021-04-28,244555,3900,1629,23,12703,4666
Lithuania,2021-04-27,242926,3877,1054,20,14417,5296
Lithuania,2021-04-26,241872,3857,575,9,14759,5422
Lithuania,2021-04-25,241297,3848,775,7,14711,5404
Lithuania,2021-04-24,240522,3841,1259,8,14686,5395
Lithuania,2021-04-23,239263,3833,1313,15,14390,5286
Lithuania,2021-04-22,237950,3818,1417,16,13799,5069
Lithuania,2021-04-21,236533,3802,1150,17,13378,4914
Lithuania,2021-04-20,235383,3785,1151,15,13367,4910
Lithuania,2021-04-19,234232,3770,601,10,13869,5095
Lithuania,2021-04-18,233631,3760,802,9,14286,5248
Lithuania,2021-04-17,232829,3751,1228,12,14519,5333
Lithuania,2021-04-16,231601,3739,1139,9,16393,6022
Lithuania,2021-04-15,230462,3730,1202,12,18239,6700
Lithuania,2021-04-14,229260,3718,1371,5,18777,6897
Lithuania,2021-04-13,227889,3713,1106,16,16806,6173
Lithuania,2021-04-12,226783,3697,610,10,16224,5960
Lithuania,2021-04-11,226173,3687,865,16,15508,5697
Lithuania,2021-04-10,225308,3671,999,11,15607,5733
Lithuania,2021-04-09,224309,3660,1182,13,14618,5370
Lithuania,2021-04-08,223127,3647,1107,12,12679,4657
Lithuania,2021-04-07,222020,3635,1120,12,11449,4206
Lithuania,2021-04-06,220900,3623,688,8,12586,4623
Lithuania,2021-04-05,220212,3615,605,5,12322,4526
Lithuania,2021-04-04,219607,3610,729,8,12915,4744
Lithuania,2021-04-03,218878,3602,1013,8,12597,4627
Lithuania,2021-04-02,217865,3594,860,11,11809,4338
Lithuania,2021-04-01,217005,3583,886,9,11333,4163
Luxembourg,2021-04-29,67045,794,219,2,2609,4168
Luxembourg,2021-04-28,66826,792,232,1,2349,3753
Luxembourg,2021-04-27,66594,791,220,0,2169,3465
Luxembourg,2021-04-26,66374,791,367,1,2139,3417
Luxembourg,2021-04-25,66007,790,0,0,2101,3356
Luxembourg,2021-04-24,66007,790,0,0,2341,3740
Luxembourg,2021-04-23,66007,790,194,0,2580,4122
Luxembourg,2021-04-22,65813,790,209,2,2819,4503
Luxembourg,2021-04-21,65604,788,285,2,3218,5141
Luxembourg,2021-04-20,65319,786,175,0,3625,5791
Luxembourg,2021-04-19,65144,786,398,1,4346,6943
Luxembourg,2021-04-18,64746,785,0,0,4830,7716
Luxembourg,2021-04-17,64746,785,0,0,4719,7539
Luxembourg,2021-04-16,64746,785,197,0,4607,7360
Luxembourg,2021-04-15,64549,785,215,1,4495,7181
Luxembourg,2021-04-14,64334,784,272,7,4340,6933
Luxembourg,2021-04-13,64062,777,182,5,4084,6524
Luxembourg,2021-04-12,63880,772,413,9,3736,5968
Luxembourg,2021-04-11,63467,763,0,0,3391,5417
Luxembourg,2021-04-10,63467,763,0,0,3337,5331
Luxembourg,2021-04-09,63467,763,287,1,3282,5243
Luxembourg,2021-04-08,63180,762,387,0,3228,5157
Luxembourg,2021-04-07,62793,762,168,1,3069,4903
Luxembourg,2021-04-06,62625,761,520,11,2884,4607
Luxembourg,2021-04-05,62105,750,0,0,2544,4064
Luxembourg,2021-04-04,62105,750,0,0,2409,3848
Luxembourg,2021-04-03,62105,750,0,0,2401,3836
Luxembourg,2021-04-02,62105,750,224,1,2394,3824
Luxembourg,2021-04-01,61881,749,239,3,2386,3812
Malawi,2021-04-30,34078,1148,16,0,3757,196
Malawi,2021-04-29,34062,1148,10,1,3293,172
Malawi,2021-04-28,34052,1147,21,0,3128,164
Malawi,2021-04-27,34031,1147,10,0,2919,153
Malawi,2021-04-26,34021,1147,5,0,2762,144
Malawi,2021-04-25,34016,1147,5,0,2450,128
Malawi,2021-04-24,34011,1147,22,2,2544,133
Malawi,2021-04-23,33989,1145,0,0,2637,138
Malawi,2021-04-22,33989,1145,14,3,3034,159
Malawi,2021-04-21,33975,1142,7,0,3312,173
Malawi,2021-04-20,33968,1142,9,3,4485,234
Malawi,2021-04-19,33959,1139,18,1,6499,340
Malawi,2021-04-18,33941,1138,22,2,6914,361
Malawi,2021-04-17,33919,1136,0,0,7186,376
Malawi,2021-04-16,33919,1136,17,2,8249,431
Malawi,2021-04-15,33902,1134,11,0,8866,463
Malawi,2021-04-14,33891,1134,19,1,9483,496
Malawi,2021-04-13,33872,1133,13,1,9212,482
Malawi,2021-04-12,33859,1132,32,4,7453,390
Malawi,2021-04-11,33827,1128,22,1,7111,372
Malawi,2021-04-10,33805,1127,26,1,6724,351
Malawi,2021-04-09,33779,1126,41,1,5547,290
Malawi,2021-04-08,33738,1125,20,0,5574,291
Malawi,2021-04-07,33718,1125,33,1,5725,299
Malawi,2021-04-06,33685,1124,12,0,5948,311
Malawi,2021-04-05,33673,1124,12,1,6157,322
Malawi,2021-04-04,33661,1123,14,3,6855,358
Malawi,2021-04-03,33647,1120,8,1,6809,356
Malawi,2021-04-02,33639,1119,55,1,9242,483
Malawi,2021-04-01,33584,1118,33,1,10372,542
Malaysia,2021-04-29,404925,1492,3332,15,22961,709
Malaysia,2021-04-28,401593,1477,3142,15,25351,783
Malaysia,2021-04-27,398451,1462,2733,13,22710,702
Malaysia,2021-04-26,395718,1449,2776,13,22514,696
Malaysia,2021-04-25,392942,1436,2690,10,22903,708
Malaysia,2021-04-24,390252,1426,2717,11,22200,686
Malaysia,2021-04-23,387535,1415,2847,8,22049,681
Malaysia,2021-04-22,384688,1407,2875,7,22150,684
Malaysia,2021-04-21,381813,1400,2340,11,21866,676
Malaysia,2021-04-20,379473,1389,2341,3,22949,709
Malaysia,2021-04-19,377132,1386,2078,8,22673,701
Malaysia,2021-04-18,375054,1378,2195,8,23578,728
Malaysia,2021-04-17,372859,1370,2331,5,25470,787
Malaysia,2021-04-16,370528,1365,2551,2,26314,813
Malaysia,2021-04-15,367977,1363,2148,10,26596,822
Malaysia,2021-04-14,365829,1353,1889,8,26523,819
Malaysia,2021-04-13,363940,1345,1767,12,26813,828
Malaysia,2021-04-12,362173,1333,1317,4,26986,834
Malaysia,2021-04-11,360856,1329,1739,8,25432,786
Malaysia,2021-04-10,359117,1321,1510,8,24174,747
Malaysia,2021-04-09,357607,1313,1854,5,24364,753
Malaysia,2021-04-08,355753,1308,1285,4,25642,792
Malaysia,2021-04-07,354468,1304,1139,4,27833,860
Malaysia,2021-04-06,353329,1300,1300,5,28683,886
Malaysia,2021-04-05,352029,1295,1070,7,29803,921
Malaysia,2021-04-04,350959,1288,1349,2,31573,975
Malaysia,2021-04-03,349610,1286,1638,3,31615,977
Malaysia,2021-04-02,347972,1283,1294,5,31301,967
Malaysia,2021-04-01,346678,1278,1178,6,29078,898
Maldives,2021-04-29,29370,73,318,1,5596,10353
Maldives,2021-04-28,29052,72,464,1,6119,11320
Maldives,2021-04-27,28588,71,386,0,6357,11760
Maldives,2021-04-26,28202,71,328,0,6679,12356
Maldives,2021-04-25,27874,71,253,0,6796,12573
Maldives,2021-04-24,27621,71,218,0,6945,12848
Maldives,2021-04-23,27403,71,319,0,6805,12589
Maldives,2021-04-22,27084,71,164,0,6665,12330
Maldives,2021-04-21,26920,71,253,0,6572,12158
Maldives,2021-04-20,26667,71,162,1,5856,10834
Maldives,2021-04-19,26505,70,157,0,5185,9592
Maldives,2021-04-18,26348,70,203,1,5182,9587
Maldives,2021-04-17,26145,69,124,1,5111,9455
Maldives,2021-04-16,26021,68,82,1,4348,8044
Maldives,2021-04-15,25939,67,95,0,4552,8421
Maldives,2021-04-14,25844,67,85,0,4700,8695
Maldives,2021-04-13,25759,67,58,0,5366,9927
Maldives,2021-04-12,25701,67,84,0,6020,11137
Maldives,2021-04-11,25617,67,93,0,5823,10773
Maldives,2021-04-10,25524,67,88,0,5469,10118
Maldives,2021-04-09,25436,67,132,0,5971,11046
Maldives,2021-04-08,25304,67,113,0,5630,10415
Maldives,2021-04-07,25191,67,138,0,4734,8758
Maldives,2021-04-06,25053,67,145,0,4021,7439
Maldives,2021-04-05,24908,67,125,0,3288,6083
Maldives,2021-04-04,24783,67,132,0,2637,4878
Maldives,2021-04-03,24651,67,103,0,2191,4053
Maldives,2021-04-02,24548,67,169,0,1919,3550
Maldives,2021-04-01,24379,67,300,0,1907,3528
Mali,2021-04-25,13627,467,67,5,1821,90
Mali,2021-04-24,13560,462,56,2,1821,90
Mali,2021-04-23,13504,460,84,4,1821,90
Mali,2021-04-22,13420,456,84,5,1821,90
Mali,2021-04-21,13336,451,90,7,1821,90
Mali,2021-04-20,13246,444,101,3,1821,90
Mali,2021-04-19,13145,441,75,8,1821,90
Mali,2021-04-18,13070,433,90,4,1927,95
Mali,2021-04-17,12980,429,145,3,2032,100
Mali,2021-04-16,12835,426,129,5,2137,106
Mali,2021-04-15,12706,421,239,2,2242,111
Mali,2021-04-14,12467,419,288,2,2348,116
Mali,2021-04-13,12179,417,177,3,2453,121
Mali,2021-04-12,12002,414,158,6,2558,126
Mali,2021-04-11,11844,408,139,3,2558,126
Mali,2021-04-10,11705,405,312,1,2558,126
Mali,2021-04-09,11393,404,139,2,2558,126
Mali,2021-04-08,11254,402,413,2,2223,110
Mali,2021-04-07,10841,400,83,4,1889,93
Mali,2021-04-06,10758,396,138,3,1554,77
Mali,2021-04-05,10620,393,40,1,1386,68
Mali,2021-04-04,10580,392,148,1,1152,57
Mali,2021-04-03,10432,391,147,1,800,40
Mali,2021-04-02,10285,390,86,4,214,11
Mali,2021-04-01,10199,386,157,1,214,11
Malta,2021-04-29,30276,413,27,0,4263,9655
Malta,2021-04-28,30249,413,15,0,4478,10142
Malta,2021-04-27,30234,413,45,0,4932,11170
Malta,2021-04-26,30189,413,15,0,5124,11605
Malta,2021-04-25,30174,413,25,1,5252,11895
Malta,2021-04-24,30149,412,20,0,5274,11945
Malta,2021-04-23,30129,412,33,1,5410,12253
Malta,2021-04-22,30096,411,33,0,5277,11951
Malta,2021-04-21,30063,411,24,0,5188,11750
Malta,2021-04-20,30039,411,13,2,4845,10973
Malta,2021-04-19,30026,409,60,0,4777,10819
Malta,2021-04-18,29966,409,39,0,4543,10289
Malta,2021-04-17,29927,409,67,4,4808,10889
Malta,2021-04-16,29860,405,27,2,4565,10339
Malta,2021-04-15,29833,403,55,0,4618,10459
Malta,2021-04-14,29778,403,58,0,4524,10246
Malta,2021-04-13,29720,403,59,1,4552,10309
Malta,2021-04-12,29661,402,47,0,4320,9784
Malta,2021-04-11,29614,402,66,0,4145,9388
Malta,2021-04-10,29548,402,37,1,4074,9227
Malta,2021-04-09,29511,401,48,0,4106,9299
Malta,2021-04-08,29463,401,55,1,4112,9313
Malta,2021-04-07,29408,400,65,1,4318,9779
Malta,2021-04-06,29343,399,64,0,4472,10128
Malta,2021-04-05,29279,399,56,1,4721,10692
Malta,2021-04-04,29223,398,34,1,5016,11360
Malta,2021-04-03,29189,397,62,2,5122,11600
Malta,2021-04-02,29127,395,42,1,5313,12033
Malta,2021-04-01,29085,394,52,2,5350,12117
Mauritania,2021-04-18,18129,453,8,1,411,88
Mauritania,2021-04-17,18121,452,18,0,411,88
Mauritania,2021-04-16,18103,452,31,0,411,88
Mauritania,2021-04-15,18072,452,6,0,411,88
Mauritania,2021-04-14,18066,452,14,1,384,83
Mauritania,2021-04-13,18052,451,17,1,357,77
Mauritania,2021-04-12,18035,450,13,0,330,71
Mauritania,2021-04-11,18022,450,10,0,304,65
Mauritania,2021-04-10,18012,450,7,0,277,60
Mauritania,2021-04-09,18005,450,10,0,250,54
Mauritania,2021-04-08,17995,450,21,0,223,48
Mauritania,2021-04-07,17974,450,19,0,224,48
Mauritania,2021-04-06,17955,450,16,1,225,48
Mauritania,2021-04-05,17939,449,12,0,225,48
Mauritania,2021-04-04,17927,449,10,0,226,49
Mauritania,2021-04-03,17917,449,13,0,226,49
Mauritania,2021-04-02,17904,449,26,0,227,49
Mauritania,2021-04-01,17878,449,31,0,228,49
Mexico,2021-04-30,2344755,216907,3821,460,263428,2043
Mexico,2021-04-29,2340934,216447,3990,529,268639,2084
Mexico,2021-04-28,2336944,215918,3818,371,288426,2237
Mexico,2021-04-27,2333126,215547,3592,434,302240,2344
Mexico,2021-04-26,2329534,215113,1143,166,304809,2364
Mexico,2021-04-25,2328391,214947,1653,94,309886,2403
Mexico,2021-04-24,2326738,214853,3308,349,319472,2478
Mexico,2021-04-23,2323430,214504,3911,409,350443,2718
Mexico,2021-04-22,2319519,214095,3708,498,366365,2842
Mexico,2021-04-21,2315811,213597,4639,549,370855,2876
Mexico,2021-04-20,2311172,213048,4262,582,331249,2569
Mexico,2021-04-19,2306910,212466,1308,127,380701,2953
Mexico,2021-04-18,2305602,212339,1506,111,406528,3153
Mexico,2021-04-17,2304096,212228,4157,535,396285,3074
Mexico,2021-04-16,2299939,211693,4504,480,348120,2700
Mexico,2021-04-15,2295435,211213,4189,401,324299,2515
Mexico,2021-04-14,2291246,210812,4894,530,331172,2569
Mexico,2021-04-13,2286352,210282,4512,580,368179,2856
Mexico,2021-04-12,2281840,209702,1627,364,345108,2677
Mexico,2021-04-11,2280213,209338,1793,126,337020,2614
Mexico,2021-04-10,2278420,209212,6356,2192,316713,2456
Mexico,2021-04-09,2272064,207020,5045,874,334346,2593
Mexico,2021-04-08,2267019,206146,5140,548,342160,2654
Mexico,2021-04-07,2261879,205598,5370,613,319767,2480
Mexico,2021-04-06,2256509,204985,4804,586,324372,2516
Mexico,2021-04-05,2251705,204399,1247,252,324137,2514
Mexico,2021-04-04,2250458,204147,1263,136,311915,2419
Mexico,2021-04-03,2249195,204011,1838,157,323200,2507
Mexico,2021-04-02,2247357,203854,3089,190,308182,2390
Mexico,2021-04-01,2244268,203664,5381,454,286266,2220
Moldova,2021-04-30,250837,5812,329,17,3866,958
Moldova,2021-04-29,250508,5795,370,15,5031,1247
Moldova,2021-04-28,250138,5780,424,18,4962,1230
Moldova,2021-04-27,249714,5762,329,17,4709,1167
Moldova,2021-04-26,249385,5745,246,15,4046,1003
Moldova,2021-04-25,249139,5730,241,21,4250,1054
Moldova,2021-04-24,248898,5709,380,18,4161,1031
Moldova,2021-04-23,248518,5691,509,23,4073,1010
Moldova,2021-04-22,248009,5668,618,25,3412,846
Moldova,2021-04-21,247391,5643,700,27,3729,924
Moldova,2021-04-20,246691,5616,453,25,3980,987
Moldova,2021-04-19,246238,5591,341,20,4184,1037
Moldova,2021-04-18,245897,5571,403,23,4184,1037
Moldova,2021-04-17,245494,5548,628,27,4534,1124
Moldova,2021-04-16,244866,5521,689,28,4883,1210
Moldova,2021-04-15,244177,5493,812,27,4255,1055
Moldova,2021-04-14,243365,5466,1001,28,3394,841
Moldova,2021-04-13,242364,5438,544,29,2887,716
Moldova,2021-04-12,241820,5409,603,21,2505,621
Moldova,2021-04-11,241217,5388,331,19,2379,590
Moldova,2021-04-10,240886,5369,830,30,2162,536
Moldova,2021-04-09,240056,5339,910,32,1945,482
Moldova,2021-04-08,239146,5307,1428,39,2011,499
Moldova,2021-04-07,237718,5268,1155,44,2084,517
Moldova,2021-04-06,236563,5224,773,46,1837,455
Moldova,2021-04-05,235790,5178,703,42,1778,441
Moldova,2021-04-04,235087,5136,693,44,1719,426
Moldova,2021-04-03,234394,5092,1258,44,1693,420
Moldova,2021-04-02,233136,5048,1380,45,1889,468
Moldova,2021-04-01,231756,5003,1515,43,2101,521
Monaco,2021-04-22,2423,31,1,0,205,5224
Monaco,2021-04-21,2422,31,9,0,203,5173
Monaco,2021-04-20,2413,31,9,0,200,5096
Monaco,2021-04-19,2404,31,5,0,198,5045
Monaco,2021-04-18,2399,31,4,0,195,4969
Monaco,2021-04-17,2395,31,4,0,193,4918
Monaco,2021-04-16,2391,31,4,0,190,4842
Monaco,2021-04-15,2387,31,3,0,188,4791
Monaco,2021-04-14,2384,31,6,0,188,4791
Monaco,2021-04-13,2378,31,1,0,188,4791
Monaco,2021-04-12,2377,31,2,0,188,4791
Monaco,2021-04-11,2375,31,1,0,188,4791
Monaco,2021-04-10,2374,31,5,0,188,4791
Monaco,2021-04-09,2369,31,5,1,188,4791
Monaco,2021-04-08,2364,30,11,0,186,4740
Monaco,2021-04-07,2353,30,8,0,184,4689
Monaco,2021-04-06,2345,30,11,0,182,4638
Monaco,2021-04-05,2334,30,5,1,180,4587
Monaco,2021-04-04,2329,29,3,0,178,4536
Monaco,2021-04-03,2326,29,6,1,176,4485
Monaco,2021-04-02,2320,28,15,0,174,4434
Monaco,2021-04-01,2305,28,17,0,174,4434
Mongolia,2021-04-30,37285,115,1306,5,67220,20505
Mongolia,2021-04-29,35979,110,2371,13,66831,20386
Mongolia,2021-04-28,33608,97,1171,9,59321,18095
Mongolia,2021-04-27,32437,88,1098,8,49603,15131
Mongolia,2021-04-26,31339,80,0,0,40786,12441
Mongolia,2021-04-25,31339,80,856,2,31968,9751
Mongolia,2021-04-24,30483,78,1264,4,23151,7062
Mongolia,2021-04-23,29219,74,2527,13,14334,4372
Mongolia,2021-04-22,26692,61,1328,5,5516,1683
Mongolia,2021-04-21,25364,56,0,0,5516,1683
Mongolia,2021-04-20,25364,56,1169,5,5516,1683
Mongolia,2021-04-19,24195,51,1311,2,5516,1683
Mongolia,2021-04-18,22884,49,889,5,5516,1683
Mongolia,2021-04-17,21995,44,2323,7,5516,1683
Mongolia,2021-04-16,19672,37,1107,6,5516,1683
Mongolia,2021-04-15,18565,31,0,0,8915,2719
Mongolia,2021-04-14,18565,31,742,2,15475,4720
Mongolia,2021-04-13,17823,29,1220,2,22036,6722
Mongolia,2021-04-12,16603,27,1589,5,28757,8772
Mongolia,2021-04-11,15014,22,831,2,33399,10188
Mongolia,2021-04-10,14183,20,0,0,38270,11674
Mongolia,2021-04-09,14183,20,689,1,39349,12003
Mongolia,2021-04-08,13494,19,1268,2,36938,11267
Mongolia,2021-04-07,12226,17,575,4,31146,9501
Mongolia,2021-04-06,11651,13,0,0,25263,7706
Mongolia,2021-04-05,11651,13,831,2,19330,5896
Mongolia,2021-04-04,10820,11,1222,1,14115,4306
Mongolia,2021-04-03,9598,10,0,0,8670,2645
Mongolia,2021-04-02,9598,10,757,2,7712,2352
Mongolia,2021-04-01,8841,8,0,0,6846,2088
Montenegro,2021-04-30,97389,1495,132,3,431,686
Montenegro,2021-04-29,97257,1492,177,7,381,607
Montenegro,2021-04-28,97080,1485,150,7,424,675
Montenegro,2021-04-27,96930,1478,151,5,537,855
Montenegro,2021-04-26,96779,1473,119,8,650,1035
Montenegro,2021-04-25,96660,1465,161,2,755,1202
Montenegro,2021-04-24,96499,1463,151,6,988,1573
Montenegro,2021-04-23,96348,1457,161,6,1132,1802
Montenegro,2021-04-22,96187,1451,139,7,1265,2014
Montenegro,2021-04-21,96048,1444,154,3,1506,2398
Montenegro,2021-04-20,95894,1441,199,3,1635,2603
Montenegro,2021-04-19,95695,1438,144,9,1804,2872
Montenegro,2021-04-18,95551,1429,174,2,1739,2769
Montenegro,2021-04-17,95377,1427,172,6,1574,2506
Montenegro,2021-04-16,95205,1421,163,9,1571,2501
Montenegro,2021-04-15,95042,1412,183,7,1536,2446
Montenegro,2021-04-14,94859,1405,216,14,1437,2288
Montenegro,2021-04-13,94643,1391,224,10,1521,2422
Montenegro,2021-04-12,94419,1381,150,8,1605,2555
Montenegro,2021-04-11,94269,1373,234,8,1820,2898
Montenegro,2021-04-10,94035,1365,232,11,2057,3275
Montenegro,2021-04-09,93803,1354,237,9,2116,3369
Montenegro,2021-04-08,93566,1345,257,11,2214,3525
Montenegro,2021-04-07,93309,1334,279,8,2067,3291
Montenegro,2021-04-06,93030,1326,290,9,1995,3176
Montenegro,2021-04-05,92740,1317,221,12,1642,2614
Montenegro,2021-04-04,92519,1305,297,2,1578,2512
Montenegro,2021-04-03,92222,1303,316,7,1503,2393
Montenegro,2021-04-02,91906,1296,333,10,1466,2334
Montenegro,2021-04-01,91573,1286,355,12,1445,2301
Morocco,2021-04-30,511249,9023,363,3,53419,1447
Morocco,2021-04-29,510886,9020,421,5,51794,1403
Morocco,2021-04-28,510465,9015,493,10,48332,1309
Morocco,2021-04-27,509972,9005,507,6,23363,633
Morocco,2021-04-26,509465,8999,102,7,12951,351
Morocco,2021-04-25,509363,8992,326,4,13837,375
Morocco,2021-04-24,509037,8988,507,5,14723,399
Morocco,2021-04-23,508530,8983,592,7,25329,686
Morocco,2021-04-22,507938,8976,600,7,26644,722
Morocco,2021-04-21,507338,8969,669,10,29365,796
Morocco,2021-04-20,506669,8959,720,7,32510,881
Morocco,2021-04-19,505949,8952,138,7,31087,842
Morocco,2021-04-18,505811,8945,364,1,30832,835
Morocco,2021-04-17,505447,8944,600,10,33555,909
Morocco,2021-04-16,504847,8934,587,7,30216,819
Morocco,2021-04-15,504260,8927,596,7,31317,848
Morocco,2021-04-14,503664,8920,703,5,35428,960
Morocco,2021-04-13,502961,8915,684,6,39376,1067
Morocco,2021-04-12,502277,8909,175,9,48571,1316
Morocco,2021-04-11,502102,8900,414,9,51896,1406
Morocco,2021-04-10,501688,8891,740,6,52243,1415
Morocco,2021-04-09,500948,8885,625,12,54379,1473
Morocco,2021-04-08,500323,8873,635,6,58968,1598
Morocco,2021-04-07,499688,8867,663,2,64787,1755
Morocco,2021-04-06,499025,8865,696,8,70420,1908
Morocco,2021-04-05,498329,8857,132,7,77794,2108
Morocco,2021-04-04,498197,8850,365,8,82211,2227
Morocco,2021-04-03,497832,8842,575,7,86628,2347
Morocco,2021-04-02,497257,8835,581,10,92338,2502
Morocco,2021-04-01,496676,8825,579,7,105151,2849
Namibia,2021-04-28,48177,638,166,4,1967,774
Namibia,2021-04-27,48011,634,70,6,1702,670
Namibia,2021-04-26,47941,628,165,3,1497,589
Namibia,2021-04-25,47776,625,105,1,1173,462
Namibia,2021-04-24,47671,624,288,2,1151,453
Namibia,2021-04-23,47383,622,211,6,852,335
Namibia,2021-04-22,47172,616,218,7,547,215
Namibia,2021-04-21,46954,609,79,1,422,166
Namibia,2021-04-20,46875,608,102,4,368,145
Namibia,2021-04-19,46773,604,118,0,268,105
Namibia,2021-04-18,46655,604,140,2,289,114
Namibia,2021-04-17,46515,602,185,3,274,108
Namibia,2021-04-16,46330,599,145,3,206,81
Namibia,2021-04-15,46185,596,134,4,152,60
Namibia,2021-04-14,46051,592,102,6,120,47
Namibia,2021-04-13,45949,586,162,11,110,43
Namibia,2021-04-12,45787,575,260,5,87,34
Namibia,2021-04-11,45527,570,204,6,60,24
Namibia,2021-04-10,45323,564,130,5,69,27
Namibia,2021-04-09,45193,559,139,2,82,32
Namibia,2021-04-08,45054,557,15,9,96,38
Namibia,2021-04-07,45039,548,31,6,134,53
Namibia,2021-04-06,45008,542,122,4,154,61
Namibia,2021-04-05,44886,538,96,1,174,68
Namibia,2021-04-04,44790,537,107,4,193,76
Namibia,2021-04-03,44683,533,102,2,213,84
Namibia,2021-04-02,44581,531,207,3,228,90
Namibia,2021-04-01,44374,528,235,5,243,96
Nepal,2021-04-28,312699,3211,4774,17,17858,613
Nepal,2021-04-27,307925,3194,4364,18,12778,439
Nepal,2021-04-26,303561,3176,3442,12,11500,395
Nepal,2021-04-25,300119,3164,3032,28,11676,401
Nepal,2021-04-24,297087,3136,2486,14,12519,430
Nepal,2021-04-23,294601,3122,2449,5,12666,435
Nepal,2021-04-22,292152,3117,2365,5,13212,453
Nepal,2021-04-21,289787,3112,2220,10,12420,426
Nepal,2021-04-20,287567,3102,1667,11,12659,434
Nepal,2021-04-19,285900,3091,1227,8,10958,376
Nepal,2021-04-18,284673,3083,1015,8,10590,363
Nepal,2021-04-17,283658,3075,768,5,9869,339
Nepal,2021-04-16,282890,3070,836,4,9331,320
Nepal,2021-04-15,282054,3066,490,5,10585,363
Nepal,2021-04-14,281564,3061,580,3,10476,360
Nepal,2021-04-13,280984,3058,460,5,17180,590
Nepal,2021-04-12,280524,3053,496,13,23139,794
Nepal,2021-04-11,280028,3040,303,1,22350,767
Nepal,2021-04-10,279725,3039,337,1,21841,750
Nepal,2021-04-09,279388,3038,288,0,21844,750
Nepal,2021-04-08,279100,3038,332,0,19312,663
Nepal,2021-04-07,278768,3038,298,2,19378,665
Nepal,2021-04-06,278470,3036,260,0,12630,433
Nepal,2021-04-05,278210,3036,266,4,5882,202
Nepal,2021-04-04,277944,3032,176,0,5882,202
Nepal,2021-04-03,277768,3032,128,1,5882,202
Nepal,2021-04-02,277640,3031,179,0,5882,202
Nepal,2021-04-01,277461,3031,152,1,5882,202
Netherlands,2021-04-28,1481323,17104,8649,11,56034,3270
Netherlands,2021-04-27,1472674,17093,5337,31,57255,3341
Netherlands,2021-04-26,1467337,17062,6200,13,58154,3394
Netherlands,2021-04-25,1461137,17049,8013,11,59053,3446
Netherlands,2021-04-24,1453124,17038,8060,22,73407,4284
Netherlands,2021-04-23,1445064,17016,9210,14,87761,5122
Netherlands,2021-04-22,1435854,17002,9611,19,102114,5959
Netherlands,2021-04-21,1426243,16983,8471,18,107029,6246
Netherlands,2021-04-20,1417772,16965,6822,27,109187,6372
Netherlands,2021-04-19,1410950,16938,7117,22,111345,6498
Netherlands,2021-04-18,1403833,16916,8505,12,113503,6624
Netherlands,2021-04-17,1395328,16904,8285,31,116062,6773
Netherlands,2021-04-16,1387043,16873,8898,12,118621,6923
Netherlands,2021-04-15,1378145,16861,8734,13,121181,7072
Netherlands,2021-04-14,1369411,16848,5386,26,123740,7222
Netherlands,2021-04-13,1364025,16822,6685,31,126299,7371
Netherlands,2021-04-12,1357340,16791,6675,20,128859,7520
Netherlands,2021-04-11,1350665,16771,8218,17,131418,7670
Netherlands,2021-04-10,1342447,16754,7676,23,122551,7152
Netherlands,2021-04-09,1334771,16731,7635,40,113684,6635
Netherlands,2021-04-08,1327136,16691,7783,19,104816,6117
Netherlands,2021-04-07,1319353,16672,6346,23,95949,5600
Netherlands,2021-04-06,1313007,16649,5541,20,87082,5082
Netherlands,2021-04-05,1307466,16629,5320,7,78215,4565
Netherlands,2021-04-04,1302146,16622,6822,16,69348,4047
Netherlands,2021-04-03,1295324,16606,7628,31,65167,3803
Netherlands,2021-04-02,1287696,16575,7253,16,60986,3559
Netherlands,2021-04-01,1280443,16559,7827,21,56805,3315
New Zealand,2021-04-27,2609,26,0,0,6854,1421
New Zealand,2021-04-26,2609,26,8,0,6740,1398
New Zealand,2021-04-25,2601,26,0,0,7394,1533
