,country,iso_code,date,daily_vaccinations,daily_vaccinations_per_million
0,Afghanistan,AFG,2021-02-22,No Data,No Data
1,Afghanistan,AFG,2021-02-23,1367,35
2,Afghanistan,AFG,2021-02-24,1367,35
3,Afghanistan,AFG,2021-02-25,1367,35
4,Afghanistan,AFG,2021-02-26,1367,35
5,Afghanistan,AFG,2021-02-27,1367,35
6,Afghanistan,AFG,2021-02-28,1367,35
7,Afghanistan,AFG,2021-03-01,1580,41
8,Afghanistan,AFG,2021-03-02,1794,46
9,Afghanistan,AFG,2021-03-03,2008,52
10,Afghanistan,AFG,2021-03-04,2221,57
11,Afghanistan,AFG,2021-03-05,2435,63
12,Afghanistan,AFG,2021-03-06,2649,68
13,Afghanistan,AFG,2021-03-07,2862,74
14,Afghanistan,AFG,2021-03-08,2862,74
15,Afghanistan,AFG,2021-03-09,2862,74
16,Afghanistan,AFG,2021-03-10,2862,74
17,Afghanistan,AFG,2021-03-11,2862,74
18,Afghanistan,AFG,2021-03-12,2862,74
19,Afghanistan,AFG,2021-03-13,2862,74
20,Afghanistan,AFG,2021-03-14,2862,74
21,Afghanistan,AFG,2021-03-15,2862,74
22,Afghanistan,AFG,2021-03-16,2862,74
23,Afghanistan,AFG,2021-03-17,2882,74
24,Afghanistan,AFG,2021-03-18,2902,75
25,Afghanistan,AFG,2021-03-19,2921,75
26,Afghanistan,AFG,2021-03-20,2941,76
27,Afghanistan,AFG,2021-03-21,2961,76
28,Afghanistan,AFG,2021-03-22,2980,77
29,Afghanistan,AFG,2021-03-23,3000,77
30,Afghanistan,AFG,2021-03-24,3000,77
31,Afghanistan,AFG,2021-03-25,3000,77
32,Afghanistan,AFG,2021-03-26,3000,77
33,Afghanistan,AFG,2021-03-27,3000,77
34,Afghanistan,AFG,2021-03-28,3000,77
35,Afghanistan,AFG,2021-03-29,3000,77
36,Afghanistan,AFG,2021-03-30,3000,77
37,Afghanistan,AFG,2021-03-31,3000,77
38,Afghanistan,AFG,2021-04-01,3000,77
39,Afghanistan,AFG,2021-04-02,3000,77
40,Afghanistan,AFG,2021-04-03,3000,77
41,Afghanistan,AFG,2021-04-04,3000,77
42,Afghanistan,AFG,2021-04-05,3000,77
43,Afghanistan,AFG,2021-04-06,3000,77
44,Afghanistan,AFG,2021-04-07,3000,77
45,Afghanistan,AFG,2021-04-08,3714,95
46,Afghanistan,AFG,2021-04-09,4429,114
47,Afghanistan,AFG,2021-04-10,5143,132
48,Afghanistan,AFG,2021-04-11,5857,150
49,Afghanistan,AFG,2021-04-12,6571,169
50,Afghanistan,AFG,2021-04-13,7286,187
51,Afghanistan,AFG,2021-04-14,8000,206
52,Afghanistan,AFG,2021-04-15,8000,206
53,Afghanistan,AFG,2021-04-16,8000,206
54,Afghanistan,AFG,2021-04-17,8000,206
55,Afghanistan,AFG,2021-04-18,8000,206
56,Afghanistan,AFG,2021-04-19,8000,206
57,Afghanistan,AFG,2021-04-20,8000,206
58,Afghanistan,AFG,2021-04-21,8000,206
59,Afghanistan,AFG,2021-04-22,8000,206
60,Africa,OWID_AFR,2021-01-09,No Data,No Data
61,Africa,OWID_AFR,2021-01-10,500,0
62,Africa,OWID_AFR,2021-01-11,500,0
63,Africa,OWID_AFR,2021-01-12,500,0
64,Africa,OWID_AFR,2021-01-13,500,0
65,Africa,OWID_AFR,2021-01-14,600,0
66,Africa,OWID_AFR,2021-01-15,667,0
67,Africa,OWID_AFR,2021-01-16,1000,1
68,Africa,OWID_AFR,2021-01-17,1118,1
69,Africa,OWID_AFR,2021-01-18,1236,1
70,Africa,OWID_AFR,2021-01-19,1354,1
71,Africa,OWID_AFR,2021-01-20,1595,1
72,Africa,OWID_AFR,2021-01-21,1718,1
73,Africa,OWID_AFR,2021-01-22,1841,1
74,Africa,OWID_AFR,2021-01-23,1622,1
75,Africa,OWID_AFR,2021-01-24,1433,1
76,Africa,OWID_AFR,2021-01-25,1463,1
77,Africa,OWID_AFR,2021-01-26,1677,1
78,Africa,OWID_AFR,2021-01-27,1775,1
79,Africa,OWID_AFR,2021-01-28,1965,1
80,Africa,OWID_AFR,2021-01-29,1996,1
81,Africa,OWID_AFR,2021-01-30,14836,11
82,Africa,OWID_AFR,2021-01-31,19979,15
83,Africa,OWID_AFR,2021-02-01,30975,23
84,Africa,OWID_AFR,2021-02-02,38916,29
85,Africa,OWID_AFR,2021-02-03,45937,34
86,Africa,OWID_AFR,2021-02-04,51671,39
87,Africa,OWID_AFR,2021-02-05,59446,44
88,Africa,OWID_AFR,2021-02-06,54656,41
89,Africa,OWID_AFR,2021-02-07,55849,42
90,Africa,OWID_AFR,2021-02-08,50970,38
91,Africa,OWID_AFR,2021-02-09,52305,39
92,Africa,OWID_AFR,2021-02-10,64098,48
93,Africa,OWID_AFR,2021-02-11,74046,55
94,Africa,OWID_AFR,2021-02-12,102656,77
95,Africa,OWID_AFR,2021-02-13,134483,100
96,Africa,OWID_AFR,2021-02-14,151062,113
97,Africa,OWID_AFR,2021-02-15,167642,125
98,Africa,OWID_AFR,2021-02-16,186365,139
99,Africa,OWID_AFR,2021-02-17,193118,144
100,Africa,OWID_AFR,2021-02-18,199310,149
101,Africa,OWID_AFR,2021-02-19,192631,144
102,Africa,OWID_AFR,2021-02-20,167250,125
103,Africa,OWID_AFR,2021-02-21,145119,108
104,Africa,OWID_AFR,2021-02-22,139843,104
105,Africa,OWID_AFR,2021-02-23,126935,95
106,Africa,OWID_AFR,2021-02-24,143698,107
107,Africa,OWID_AFR,2021-02-25,161558,121
108,Africa,OWID_AFR,2021-02-26,166218,124
109,Africa,OWID_AFR,2021-02-27,178477,133
110,Africa,OWID_AFR,2021-02-28,178796,133
111,Africa,OWID_AFR,2021-03-01,192279,143
112,Africa,OWID_AFR,2021-03-02,199773,149
113,Africa,OWID_AFR,2021-03-03,181517,135
114,Africa,OWID_AFR,2021-03-04,162184,121
115,Africa,OWID_AFR,2021-03-05,161529,120
116,Africa,OWID_AFR,2021-03-06,163847,122
117,Africa,OWID_AFR,2021-03-07,168558,126
118,Africa,OWID_AFR,2021-03-08,187189,140
119,Africa,OWID_AFR,2021-03-09,184261,137
120,Africa,OWID_AFR,2021-03-10,208376,155
121,Africa,OWID_AFR,2021-03-11,214435,160
122,Africa,OWID_AFR,2021-03-12,224714,168
123,Africa,OWID_AFR,2021-03-13,253097,189
124,Africa,OWID_AFR,2021-03-14,249643,186
125,Africa,OWID_AFR,2021-03-15,256037,191
126,Africa,OWID_AFR,2021-03-16,269616,201
127,Africa,OWID_AFR,2021-03-17,249830,186
128,Africa,OWID_AFR,2021-03-18,249692,186
129,Africa,OWID_AFR,2021-03-19,245808,183
130,Africa,OWID_AFR,2021-03-20,201338,150
131,Africa,OWID_AFR,2021-03-21,202056,151
132,Africa,OWID_AFR,2021-03-22,163371,122
133,Africa,OWID_AFR,2021-03-23,150620,112
134,Africa,OWID_AFR,2021-03-24,255536,191
135,Africa,OWID_AFR,2021-03-25,269844,201
136,Africa,OWID_AFR,2021-03-26,267800,200
137,Africa,OWID_AFR,2021-03-27,301154,225
138,Africa,OWID_AFR,2021-03-28,335054,250
139,Africa,OWID_AFR,2021-03-29,348008,260
140,Africa,OWID_AFR,2021-03-30,355231,265
141,Africa,OWID_AFR,2021-03-31,293505,219
142,Africa,OWID_AFR,2021-04-01,288646,215
143,Africa,OWID_AFR,2021-04-02,272251,203
144,Africa,OWID_AFR,2021-04-03,245023,183
145,Africa,OWID_AFR,2021-04-04,217181,162
146,Africa,OWID_AFR,2021-04-05,208693,156
147,Africa,OWID_AFR,2021-04-06,229052,171
148,Africa,OWID_AFR,2021-04-07,212649,159
149,Africa,OWID_AFR,2021-04-08,281207,210
150,Africa,OWID_AFR,2021-04-09,281394,210
151,Africa,OWID_AFR,2021-04-10,284921,213
152,Africa,OWID_AFR,2021-04-11,297126,222
153,Africa,OWID_AFR,2021-04-12,290828,217
154,Africa,OWID_AFR,2021-04-13,256563,191
155,Africa,OWID_AFR,2021-04-14,252449,188
156,Africa,OWID_AFR,2021-04-15,165359,123
157,Africa,OWID_AFR,2021-04-16,175811,131
158,Africa,OWID_AFR,2021-04-17,195606,146
159,Africa,OWID_AFR,2021-04-18,255362,190
160,Africa,OWID_AFR,2021-04-19,270574,202
161,Africa,OWID_AFR,2021-04-20,280125,209
162,Africa,OWID_AFR,2021-04-21,257085,192
163,Africa,OWID_AFR,2021-04-22,254301,190
164,Africa,OWID_AFR,2021-04-23,247496,185
165,Africa,OWID_AFR,2021-04-24,212712,159
166,Africa,OWID_AFR,2021-04-25,142667,106
167,Africa,OWID_AFR,2021-04-26,121259,90
168,Africa,OWID_AFR,2021-04-27,116583,87
169,Albania,ALB,2021-01-10,No Data,No Data
170,Albania,ALB,2021-01-11,64,22
171,Albania,ALB,2021-01-12,64,22
172,Albania,ALB,2021-01-13,63,22
173,Albania,ALB,2021-01-14,66,23
174,Albania,ALB,2021-01-15,62,22
175,Albania,ALB,2021-01-16,62,22
176,Albania,ALB,2021-01-17,58,20
177,Albania,ALB,2021-01-18,55,19
178,Albania,ALB,2021-01-19,51,18
179,Albania,ALB,2021-01-20,47,16
180,Albania,ALB,2021-01-21,40,14
181,Albania,ALB,2021-01-22,34,12
182,Albania,ALB,2021-01-23,26,9
183,Albania,ALB,2021-01-24,21,7
184,Albania,ALB,2021-01-25,15,5
185,Albania,ALB,2021-01-26,9,3
186,Albania,ALB,2021-01-27,4,1
187,Albania,ALB,2021-01-28,0,0
188,Albania,ALB,2021-01-29,0,0
189,Albania,ALB,2021-01-30,0,0
190,Albania,ALB,2021-01-31,0,0
191,Albania,ALB,2021-02-01,0,0
192,Albania,ALB,2021-02-02,0,0
193,Albania,ALB,2021-02-03,12,4
194,Albania,ALB,2021-02-04,24,8
195,Albania,ALB,2021-02-05,35,12
196,Albania,ALB,2021-02-06,47,16
197,Albania,ALB,2021-02-07,59,21
198,Albania,ALB,2021-02-08,71,25
199,Albania,ALB,2021-02-09,82,28
200,Albania,ALB,2021-02-10,81,28
201,Albania,ALB,2021-02-11,79,27
202,Albania,ALB,2021-02-12,78,27
203,Albania,ALB,2021-02-13,76,26
204,Albania,ALB,2021-02-14,75,26
205,Albania,ALB,2021-02-15,73,25
206,Albania,ALB,2021-02-16,72,25
207,Albania,ALB,2021-02-17,72,25
208,Albania,ALB,2021-02-18,254,88
209,Albania,ALB,2021-02-19,405,141
210,Albania,ALB,2021-02-20,516,179
211,Albania,ALB,2021-02-21,627,218
212,Albania,ALB,2021-02-22,739,257
213,Albania,ALB,2021-02-23,891,310
214,Albania,ALB,2021-02-24,1043,362
215,Albania,ALB,2021-02-25,1012,352
216,Albania,ALB,2021-02-26,1000,347
217,Albania,ALB,2021-02-27,1027,357
218,Albania,ALB,2021-02-28,1054,366
219,Albania,ALB,2021-03-01,1081,376
220,Albania,ALB,2021-03-02,1026,357
221,Albania,ALB,2021-03-03,971,337
222,Albania,ALB,2021-03-04,927,322
223,Albania,ALB,2021-03-05,897,312
224,Albania,ALB,2021-03-06,867,301
225,Albania,ALB,2021-03-07,838,291
226,Albania,ALB,2021-03-08,808,281
227,Albania,ALB,2021-03-09,820,285
228,Albania,ALB,2021-03-10,831,289
229,Albania,ALB,2021-03-11,857,298
230,Albania,ALB,2021-03-12,883,307
231,Albania,ALB,2021-03-13,1042,362
232,Albania,ALB,2021-03-14,1201,417
233,Albania,ALB,2021-03-15,1361,473
234,Albania,ALB,2021-03-16,1520,528
235,Albania,ALB,2021-03-17,1679,583
236,Albania,ALB,2021-03-18,1960,681
237,Albania,ALB,2021-03-19,2240,778
238,Albania,ALB,2021-03-20,2386,829
239,Albania,ALB,2021-03-21,2533,880
240,Albania,ALB,2021-03-22,2679,931
241,Albania,ALB,2021-03-23,2895,1006
242,Albania,ALB,2021-03-24,2946,1024
243,Albania,ALB,2021-03-25,3287,1142
244,Albania,ALB,2021-03-26,3276,1138
245,Albania,ALB,2021-03-27,3113,1082
246,Albania,ALB,2021-03-28,4678,1626
247,Albania,ALB,2021-03-29,7204,2503
248,Albania,ALB,2021-03-30,9662,3357
249,Albania,ALB,2021-03-31,12122,4212
250,Albania,ALB,2021-04-01,13731,4771
251,Albania,ALB,2021-04-02,15748,5472
252,Albania,ALB,2021-04-03,17346,6028
253,Albania,ALB,2021-04-04,16412,5703
254,Albania,ALB,2021-04-05,15435,5363
255,Albania,ALB,2021-04-06,14610,5077
256,Albania,ALB,2021-04-07,13362,4643
257,Albania,ALB,2021-04-08,12440,4323
258,Albania,ALB,2021-04-09,11170,3881
259,Albania,ALB,2021-04-10,10188,3540
260,Albania,ALB,2021-04-11,9898,3439
261,Albania,ALB,2021-04-12,8689,3019
262,Albania,ALB,2021-04-13,8518,2960
263,Albania,ALB,2021-04-14,8639,3002
264,Albania,ALB,2021-04-15,8849,3075
265,Albania,ALB,2021-04-16,9135,3174
266,Albania,ALB,2021-04-17,9719,3377
267,Albania,ALB,2021-04-18,10105,3511
268,Albania,ALB,2021-04-19,11200,3892
269,Albania,ALB,2021-04-20,9826,3414
270,Albania,ALB,2021-04-21,11318,3933
271,Albania,ALB,2021-04-22,11216,3897
272,Albania,ALB,2021-04-23,10961,3809
273,Albania,ALB,2021-04-24,10746,3734
274,Algeria,DZA,2021-01-29,No Data,No Data
275,Algeria,DZA,2021-01-30,30,1
276,Algeria,DZA,2021-01-31,1889,43
277,Algeria,DZA,2021-02-01,2509,57
278,Algeria,DZA,2021-02-02,2819,64
279,Algeria,DZA,2021-02-03,3005,69
280,Algeria,DZA,2021-02-04,3129,71
281,Algeria,DZA,2021-02-05,3217,73
282,Algeria,DZA,2021-02-06,3748,85
283,Algeria,DZA,2021-02-07,3748,85
284,Algeria,DZA,2021-02-08,3748,85
285,Algeria,DZA,2021-02-09,3748,85
286,Algeria,DZA,2021-02-10,3748,85
287,Algeria,DZA,2021-02-11,3748,85
288,Algeria,DZA,2021-02-12,3748,85
289,Algeria,DZA,2021-02-13,3748,85
290,Algeria,DZA,2021-02-14,3748,85
291,Algeria,DZA,2021-02-15,3748,85
292,Algeria,DZA,2021-02-16,3748,85
293,Algeria,DZA,2021-02-17,3748,85
294,Algeria,DZA,2021-02-18,3748,85
295,Algeria,DZA,2021-02-19,3748,85
296,Andorra,AND,2021-01-25,No Data,No Data
297,Andorra,AND,2021-01-26,66,854
298,Andorra,AND,2021-01-27,66,854
299,Andorra,AND,2021-01-28,66,854
300,Andorra,AND,2021-01-29,66,854
301,Andorra,AND,2021-01-30,66,854
302,Andorra,AND,2021-01-31,66,854
303,Andorra,AND,2021-02-01,66,854
304,Andorra,AND,2021-02-02,60,777
305,Andorra,AND,2021-02-03,55,712
306,Andorra,AND,2021-02-04,50,647
307,Andorra,AND,2021-02-05,44,569
308,Andorra,AND,2021-02-06,39,505
309,Andorra,AND,2021-02-07,34,440
310,Andorra,AND,2021-02-08,28,362
311,Andorra,AND,2021-02-09,28,362
312,Andorra,AND,2021-02-10,28,362
313,Andorra,AND,2021-02-11,48,621
314,Andorra,AND,2021-02-12,68,880
315,Andorra,AND,2021-02-13,74,958
316,Andorra,AND,2021-02-14,81,1048
317,Andorra,AND,2021-02-15,87,1126
318,Andorra,AND,2021-02-16,94,1217
319,Andorra,AND,2021-02-17,100,1294
320,Andorra,AND,2021-02-18,87,1126
321,Andorra,AND,2021-02-19,74,958
322,Andorra,AND,2021-02-20,71,919
323,Andorra,AND,2021-02-21,67,867
324,Andorra,AND,2021-02-22,64,828
325,Andorra,AND,2021-02-23,60,777
326,Andorra,AND,2021-02-24,57,738
327,Andorra,AND,2021-02-25,56,725
328,Andorra,AND,2021-02-26,55,712
329,Andorra,AND,2021-02-27,63,815
330,Andorra,AND,2021-02-28,72,932
331,Andorra,AND,2021-03-01,80,1035
332,Andorra,AND,2021-03-02,89,1152
333,Andorra,AND,2021-03-03,97,1255
334,Andorra,AND,2021-03-04,103,1333
335,Andorra,AND,2021-03-05,108,1398
336,Andorra,AND,2021-03-06,108,1398
337,Andorra,AND,2021-03-07,108,1398
338,Andorra,AND,2021-03-08,108,1398
339,Andorra,AND,2021-03-09,186,2407
340,Andorra,AND,2021-03-10,264,3417
341,Andorra,AND,2021-03-11,347,4491
342,Andorra,AND,2021-03-12,430,5565
343,Andorra,AND,2021-03-13,513,6639
344,Andorra,AND,2021-03-14,596,7714
345,Andorra,AND,2021-03-15,679,8788
346,Andorra,AND,2021-03-16,619,8011
347,Andorra,AND,2021-03-17,559,7235
348,Andorra,AND,2021-03-18,493,6381
349,Andorra,AND,2021-03-19,428,5539
350,Andorra,AND,2021-03-20,357,4620
351,Andorra,AND,2021-03-21,287,3714
352,Andorra,AND,2021-03-22,217,2809
353,Andorra,AND,2021-03-23,212,2744
354,Andorra,AND,2021-03-24,207,2679
355,Andorra,AND,2021-03-25,202,2614
356,Andorra,AND,2021-03-26,197,2550
357,Andorra,AND,2021-03-27,197,2550
358,Andorra,AND,2021-03-28,197,2550
359,Andorra,AND,2021-03-29,197,2550
360,Andorra,AND,2021-03-30,197,2550
361,Andorra,AND,2021-03-31,197,2550
362,Andorra,AND,2021-04-01,197,2550
363,Andorra,AND,2021-04-02,197,2550
364,Andorra,AND,2021-04-03,197,2550
365,Andorra,AND,2021-04-04,197,2550
366,Andorra,AND,2021-04-05,573,7416
367,Andorra,AND,2021-04-06,588,7610
368,Andorra,AND,2021-04-07,603,7804
369,Andorra,AND,2021-04-08,619,8011
370,Andorra,AND,2021-04-09,634,8206
371,Andorra,AND,2021-04-10,649,8400
372,Andorra,AND,2021-04-11,664,8594
373,Andorra,AND,2021-04-12,542,7015
374,Andorra,AND,2021-04-13,649,8400
375,Andorra,AND,2021-04-14,755,9772
376,Andorra,AND,2021-04-15,862,11156
377,Andorra,AND,2021-04-16,969,12541
378,Andorra,AND,2021-04-17,1075,13913
379,Andorra,AND,2021-04-18,1182,15298
380,Andorra,AND,2021-04-19,1050,13590
381,Angola,AGO,2021-03-01,No Data,No Data
382,Angola,AGO,2021-03-02,881,27
383,Angola,AGO,2021-03-03,881,27
384,Angola,AGO,2021-03-04,881,27
385,Angola,AGO,2021-03-05,881,27
386,Angola,AGO,2021-03-06,881,27
387,Angola,AGO,2021-03-07,881,27
388,Angola,AGO,2021-03-08,881,27
389,Angola,AGO,2021-03-09,1367,42
390,Angola,AGO,2021-03-10,1853,56
391,Angola,AGO,2021-03-11,2339,71
392,Angola,AGO,2021-03-12,2825,86
393,Angola,AGO,2021-03-13,3311,101
394,Angola,AGO,2021-03-14,3797,116
395,Angola,AGO,2021-03-15,4283,130
396,Angola,AGO,2021-03-16,4283,130
397,Angola,AGO,2021-03-17,4283,130
398,Angola,AGO,2021-03-18,4283,130
399,Angola,AGO,2021-03-19,4577,139
400,Angola,AGO,2021-03-20,4870,148
401,Angola,AGO,2021-03-21,5163,157
402,Angola,AGO,2021-03-22,5457,166
403,Angola,AGO,2021-03-23,5750,175
404,Angola,AGO,2021-03-24,6044,184
405,Angola,AGO,2021-03-25,6681,203
406,Angola,AGO,2021-03-26,7025,214
407,Angola,AGO,2021-03-27,7369,224
408,Angola,AGO,2021-03-28,7713,235
409,Angola,AGO,2021-03-29,8057,245
410,Angola,AGO,2021-03-30,8060,245
411,Angola,AGO,2021-03-31,8062,245
412,Angola,AGO,2021-04-01,7720,235
413,Angola,AGO,2021-04-02,7379,225
414,Angola,AGO,2021-04-03,7037,214
415,Angola,AGO,2021-04-04,6695,204
416,Angola,AGO,2021-04-05,6354,193
417,Angola,AGO,2021-04-06,6354,193
418,Angola,AGO,2021-04-07,7271,221
419,Angola,AGO,2021-04-08,8188,249
420,Angola,AGO,2021-04-09,9105,277
421,Angola,AGO,2021-04-10,10022,305
422,Angola,AGO,2021-04-11,10939,333
423,Angola,AGO,2021-04-12,12710,387
424,Angola,AGO,2021-04-13,14481,441
425,Angola,AGO,2021-04-14,15335,467
426,Angola,AGO,2021-04-15,16189,493
427,Angola,AGO,2021-04-16,17043,519
428,Angola,AGO,2021-04-17,17897,545
429,Angola,AGO,2021-04-18,18751,571
430,Angola,AGO,2021-04-19,18751,571
431,Angola,AGO,2021-04-20,18247,555
432,Angola,AGO,2021-04-21,17743,540
433,Angola,AGO,2021-04-22,17240,525
434,Angola,AGO,2021-04-23,16736,509
435,Anguilla,AIA,2021-02-04,No Data,No Data
436,Anguilla,AIA,2021-02-05,149,9932
437,Anguilla,AIA,2021-02-06,149,9932
438,Anguilla,AIA,2021-02-07,149,9932
439,Anguilla,AIA,2021-02-08,149,9932
440,Anguilla,AIA,2021-02-09,149,9932
441,Anguilla,AIA,2021-02-10,149,9932
442,Anguilla,AIA,2021-02-11,149,9932
443,Anguilla,AIA,2021-02-12,149,9932
444,Anguilla,AIA,2021-02-13,149,9932
445,Anguilla,AIA,2021-02-14,331,22064
446,Anguilla,AIA,2021-02-15,323,21530
447,Anguilla,AIA,2021-02-16,316,21064
448,Anguilla,AIA,2021-02-17,309,20597
449,Anguilla,AIA,2021-02-18,301,20064
450,Anguilla,AIA,2021-02-19,294,19597
451,Anguilla,AIA,2021-02-20,286,19064
452,Anguilla,AIA,2021-02-21,97,6466
453,Anguilla,AIA,2021-02-22,97,6466
454,Anguilla,AIA,2021-02-23,97,6466
455,Anguilla,AIA,2021-02-24,97,6466
456,Anguilla,AIA,2021-02-25,97,6466
457,Anguilla,AIA,2021-02-26,97,6466
458,Anguilla,AIA,2021-02-27,93,6199
459,Anguilla,AIA,2021-02-28,89,5933
460,Anguilla,AIA,2021-03-01,86,5733
461,Anguilla,AIA,2021-03-02,82,5466
462,Anguilla,AIA,2021-03-03,78,5199
463,Anguilla,AIA,2021-03-04,74,4933
464,Anguilla,AIA,2021-03-05,70,4666
465,Anguilla,AIA,2021-03-06,70,4666
466,Anguilla,AIA,2021-03-07,70,4666
467,Anguilla,AIA,2021-03-08,70,4666
468,Anguilla,AIA,2021-03-09,70,4666
469,Anguilla,AIA,2021-03-10,71,4733
470,Anguilla,AIA,2021-03-11,71,4733
471,Anguilla,AIA,2021-03-12,72,4799
472,Anguilla,AIA,2021-03-13,73,4866
473,Anguilla,AIA,2021-03-14,71,4733
474,Anguilla,AIA,2021-03-15,69,4599
475,Anguilla,AIA,2021-03-16,68,4533
476,Anguilla,AIA,2021-03-17,65,4333
477,Anguilla,AIA,2021-03-18,63,4199
478,Anguilla,AIA,2021-03-19,60,3999
479,Anguilla,AIA,2021-03-20,53,3533
480,Anguilla,AIA,2021-03-21,47,3133
481,Anguilla,AIA,2021-03-22,42,2800
482,Anguilla,AIA,2021-03-23,36,2400
483,Anguilla,AIA,2021-03-24,31,2066
484,Anguilla,AIA,2021-03-25,26,1733
485,Anguilla,AIA,2021-03-26,20,1333
486,Anguilla,AIA,2021-03-27,20,1333
487,Anguilla,AIA,2021-03-28,20,1333
488,Anguilla,AIA,2021-03-29,20,1333
489,Anguilla,AIA,2021-03-30,20,1333
490,Anguilla,AIA,2021-03-31,20,1333
491,Anguilla,AIA,2021-04-01,20,1333
492,Anguilla,AIA,2021-04-02,20,1333
493,Anguilla,AIA,2021-04-03,20,1333
494,Anguilla,AIA,2021-04-04,20,1333
495,Anguilla,AIA,2021-04-05,20,1333
496,Anguilla,AIA,2021-04-06,20,1333
497,Anguilla,AIA,2021-04-07,20,1333
498,Anguilla,AIA,2021-04-08,20,1333
499,Anguilla,AIA,2021-04-09,20,1333
500,Anguilla,AIA,2021-04-10,20,1333
501,Anguilla,AIA,2021-04-11,20,1333
502,Anguilla,AIA,2021-04-12,20,1333
503,Anguilla,AIA,2021-04-13,33,2200
504,Anguilla,AIA,2021-04-14,45,3000
505,Anguilla,AIA,2021-04-15,57,3799
506,Anguilla,AIA,2021-04-16,69,4599
507,Anguilla,AIA,2021-04-17,82,5466
508,Anguilla,AIA,2021-04-18,94,6266
509,Anguilla,AIA,2021-04-19,106,7066
510,Anguilla,AIA,2021-04-20,106,7066
511,Anguilla,AIA,2021-04-21,106,7066
512,Anguilla,AIA,2021-04-22,106,7066
513,Antigua and Barbuda,ATG,2021-02-16,No Data,No Data
514,Antigua and Barbuda,ATG,2021-02-17,895,9139
515,Antigua and Barbuda,ATG,2021-02-18,895,9139
516,Antigua and Barbuda,ATG,2021-02-19,895,9139
517,Antigua and Barbuda,ATG,2021-02-20,895,9139
518,Antigua and Barbuda,ATG,2021-02-21,895,9139
519,Antigua and Barbuda,ATG,2021-02-22,895,9139
520,Antigua and Barbuda,ATG,2021-02-23,895,9139
521,Antigua and Barbuda,ATG,2021-02-24,895,9139
522,Antigua and Barbuda,ATG,2021-02-25,895,9139
523,Antigua and Barbuda,ATG,2021-02-26,895,9139
524,Antigua and Barbuda,ATG,2021-02-27,895,9139
525,Antigua and Barbuda,ATG,2021-02-28,895,9139
526,Antigua and Barbuda,ATG,2021-03-01,895,9139
527,Antigua and Barbuda,ATG,2021-03-02,895,9139
528,Antigua and Barbuda,ATG,2021-03-03,895,9139
529,Antigua and Barbuda,ATG,2021-03-04,895,9139
530,Antigua and Barbuda,ATG,2021-03-05,895,9139
531,Antigua and Barbuda,ATG,2021-03-06,895,9139
532,Antigua and Barbuda,ATG,2021-03-07,895,9139
533,Antigua and Barbuda,ATG,2021-03-08,895,9139
534,Antigua and Barbuda,ATG,2021-03-09,895,9139
535,Antigua and Barbuda,ATG,2021-03-10,895,9139
536,Antigua and Barbuda,ATG,2021-03-11,895,9139
537,Antigua and Barbuda,ATG,2021-03-12,895,9139
538,Antigua and Barbuda,ATG,2021-03-13,895,9139
539,Antigua and Barbuda,ATG,2021-03-14,895,9139
540,Antigua and Barbuda,ATG,2021-03-15,895,9139
541,Antigua and Barbuda,ATG,2021-03-16,821,8384
542,Antigua and Barbuda,ATG,2021-03-17,747,7628
543,Antigua and Barbuda,ATG,2021-03-18,674,6883
544,Antigua and Barbuda,ATG,2021-03-19,600,6127
545,Antigua and Barbuda,ATG,2021-03-20,490,5004
546,Antigua and Barbuda,ATG,2021-03-21,380,3880
547,Antigua and Barbuda,ATG,2021-03-22,270,2757
548,Antigua and Barbuda,ATG,2021-03-23,233,2379
549,Antigua and Barbuda,ATG,2021-03-24,197,2012
550,Antigua and Barbuda,ATG,2021-03-25,161,1644
551,Antigua and Barbuda,ATG,2021-03-26,117,1195
552,Antigua and Barbuda,ATG,2021-03-27,109,1113
553,Antigua and Barbuda,ATG,2021-03-28,101,1031
554,Antigua and Barbuda,ATG,2021-03-29,93,950
555,Antigua and Barbuda,ATG,2021-03-30,85,868
556,Antigua and Barbuda,ATG,2021-03-31,77,786
557,Antigua and Barbuda,ATG,2021-04-01,68,694
558,Antigua and Barbuda,ATG,2021-04-02,68,694
559,Antigua and Barbuda,ATG,2021-04-03,67,684
560,Antigua and Barbuda,ATG,2021-04-04,65,664
561,Antigua and Barbuda,ATG,2021-04-05,62,633
562,Antigua and Barbuda,ATG,2021-04-06,60,613
563,Antigua and Barbuda,ATG,2021-04-07,57,582
564,Antigua and Barbuda,ATG,2021-04-08,55,562
565,Antigua and Barbuda,ATG,2021-04-09,53,541
566,Antigua and Barbuda,ATG,2021-04-10,51,521
567,Antigua and Barbuda,ATG,2021-04-11,51,521
568,Antigua and Barbuda,ATG,2021-04-12,51,521
569,Antigua and Barbuda,ATG,2021-04-13,51,521
570,Antigua and Barbuda,ATG,2021-04-14,51,521
571,Antigua and Barbuda,ATG,2021-04-15,102,1042
572,Antigua and Barbuda,ATG,2021-04-16,154,1573
573,Antigua and Barbuda,ATG,2021-04-17,179,1828
574,Antigua and Barbuda,ATG,2021-04-18,203,2073
575,Antigua and Barbuda,ATG,2021-04-19,228,2328
576,Antigua and Barbuda,ATG,2021-04-20,252,2573
577,Antigua and Barbuda,ATG,2021-04-21,277,2829
578,Antigua and Barbuda,ATG,2021-04-22,250,2553
579,Argentina,ARG,2020-12-29,No Data,No Data
